@relation 3_norm_email_features

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute time_seg numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute time_seg.1 numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute fg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute fg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute fg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute pg_degree numeric
@attribute fg_degree numeric
@attribute Status {Research,PM,GradStudent,Director,Operations,Outreach}

@data
0,0,0,0,0,0.004251,0.021739,0.734544,0.009447,0.89632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333,0,0,1,0,0,0,0,0,0.001139,0.613311,0.018868,0.386689,0,1,0,0,0.169823,0,0.006511,0,0,0.003236,0.110257,0,0,0.008403,0.23605,0,0,0,0,0.010753,0,0.333333,0,0,0,0,0,0.307204,0.121212,1,0,0,0.367926,0,0.064878,0.001162,0,0,0.796998,0,1,0,0.558276,0,0.016949,0,0,0,0,0,0.005156,0,0.008453,0,0.451141,0,0.5,0,0,0,0,0,0,0,0.821192,0,0,0,0.016949,Research
0.653802,0.482955,0.221389,0.554286,0.216508,0.672689,0.646739,0.187684,0.519568,0.614296,0.696935,0.527115,0.4219,0.893939,0.2428,0.711111,0.2634,0.27193,0.065681,1,0.959748,0.357143,0.8065,0.6,0.23908,0.6,1,0.5,0.1667,0.833333,0.354839,0.833333,1,0.8,0.8,0.73,0.377778,0.58,0.9,0.774648,0.87,0.564865,0.7257,0.360731,0.436505,0.526196,0.562366,0.811321,0.437634,0.462951,0.202792,0,0.623484,0.359293,0.093558,0.022831,0.149254,0.177937,0.449838,0.403525,0.167401,0.160858,0.462185,0.34163,0.747201,0.807022,0.796826,0.349407,0.459677,0.534722,0.306667,0.278107,0.3264,0.391892,0.145292,0.529412,0.193712,0.939394,0.203995,0,0.938467,0.478035,1,1,0.500601,1,0.416071,0.020452,0.363158,0.018724,0.962116,0.816595,0.769231,0.932203,0.974492,0.99423,0.693929,0.753166,0.62491,0.905334,0.784361,0.93853,0.379632,0.038128,0.75,0.5,0.677806,0.685329,0.461627,0.461627,0.46643,0.46643,0.514493,0.046358,0.5,0.788104,0.769231,0.932203,PM
0.144154,0.238636,0.496025,0.234286,0.415017,0.30712,0.576087,0.609666,0.300945,0.884996,0.238288,0,0,0,0,0,0,0.149123,0.077039,0.352941,0.617606,0.1,0.4118,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.1,0.19,0.64,0.211268,0.5,0.15,0.874,0.03653,0.200509,0.318907,0.945604,0.04717,0.054396,0.15915,0.163711,0,0.364795,0.676861,0.091272,0.130507,0.064677,0.349556,0.197411,0.378774,0.013216,0.057519,0.02521,0.039743,0.137289,0.296308,0.222357,0.04664,0.169355,0.319444,0.226667,0.119822,0.6378,0.027027,0.04535,0.186701,0.100099,0.212121,0.098598,0,0.249488,0.30396,0.029518,0.09534,0.357325,0.262195,0.517857,0.429249,0,0.38583,0.281355,0.797087,0.076923,0.322034,0.685659,0.922017,0.180477,0.291092,0.005345,0.190396,0.069131,0.334842,0,0.168392,0.75,0.5,0.185898,0.193234,0.169657,0.169657,0.186955,0.186955,0.731884,0.403974,0.034483,0.048327,0.076923,0.322034,GradStudent
0.017026,0.051136,0.899955,0.017143,0.257136,0,0,0.290481,0,0.359873,0.006362,0,0,0,0,0,0,0.078947,0.947318,0.117647,0.388869,0.071429,0.5556,0,0,0,0,0,0,0,0,0,0,0,0,0.73,1,0.86,1,1,1,0.012162,0.6,0.013699,0.636537,0.001139,1,0,0,0.349626,0.031488,0,0.313608,0.06778,0.021045,0.001381,0.0199,0.91069,0.006472,0.288393,0.017621,0.650012,0.016807,0.617423,0.035846,0.001378,0.019069,0.006324,0.005376,0.368056,0.253333,0.022189,1,0,0,0.007673,0.811081,0.060606,0.653634,0,0.175524,0.259587,0.004517,0.220636,0.037942,0,0,0.820034,0,0.594819,0,0.652375,0,0.118644,0,0.604294,0,0.034268,0,0.049307,0,0.085724,0,0.227883,0,0.5,0,0.025167,0,0,0.01481,0.01481,0,0.562914,0,0.007435,0,0.118644,GradStudent
0.08286,0.159091,0.575371,0.205714,0.634096,0.304995,0.347826,0.27208,0.325236,1,0.205899,0.008677,0.0548,0.060606,1,0.033333,0.75,0.140351,0.072934,0.352941,0.656283,0.157143,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.277778,0.39,0.64,0.15493,0.45,0.07973,0.8082,0.031963,0.30522,0.292711,0.830238,0.146226,0.169762,0.151924,0.016962,0,0.265335,0.451789,0.051673,0.01571,0.054726,0.514686,0.517799,1,0.026432,0.200341,0.05042,0.080289,0.08286,0.310337,0.201674,0.01502,0.172043,0.180556,0.24,0.060651,0.5616,0.067568,0.197863,0.132992,0.003948,0.090909,0.042499,0,0.386046,0.277208,0.131939,0.079465,0.166012,0,0.633929,0.559774,0.833333,0.725181,0.723656,0.904909,0.153846,0.40678,0.680399,0.932379,0.052692,0.2294,0.046659,0.369121,0.07351,0.489962,0.574939,0.192387,0.75,0.5,0.131821,0.131572,0.099482,0.099482,0.117857,0.117857,0.688406,0.311258,0.034483,0.208178,0.153846,0.40678,GradStudent
0.54597,0.619318,0.339883,0.531429,0.248521,0.342189,0.418478,0.310108,0.197031,0.346072,0.462117,0,0,0,0,0,0,0.245614,0.114395,0.588235,0.624956,0.3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.455556,0.61,0.85,0.690141,0.82,0.354054,0.5447,0.5,0.724539,0.21754,0.352506,0.622642,0.647494,0.352563,0.180295,0,0.352745,0.167087,0.022275,0.036843,0.139303,0.19877,0.23301,0.402963,0.171806,0.19766,0.344538,0.491369,0.64232,0.416994,0.542983,0.090119,0.36828,0.166667,0.493333,0.397929,0.5593,1,0.444252,0.55243,0.665163,0.787879,0.329792,0,0.414725,0.238582,0.183586,0.132594,0.344801,0.195122,0.507653,0.173907,0.549451,0.164281,0.888449,0.781866,0.538462,0.745763,0.949024,0.987733,0.272484,0.478579,0.448978,0.730195,0.553805,0.830909,0.491779,0.083824,0.75,0.5,0.469878,0.511471,0.46245,0.46245,0.457033,0.457033,0.572464,0.139073,0.241379,0.654275,0.538462,0.745763,Director
0.171396,0.153409,0.268187,0.302857,0.451273,0.284803,0.157609,0.00368,0.195682,0.494161,0.240023,0.056399,0.1722,0.227273,0.5769,0.088889,0.3077,0.27193,0.15093,0.705882,0.677459,0.342857,0.7742,0.1,0.151724,0.1,1,0.5,1,1,0.986175,1,1,1,0.8333,0.99,0.977778,0.98,1,0.971831,0.99,0.15,0.7351,0.091324,0.421547,0.190205,0.403451,0.481132,0.596549,0.244412,0.273644,0,0.21383,0.150351,0.01596,0.004455,0.094527,0.429816,0.236246,0.487155,0.167401,0.613454,0.588235,1,0.195882,0.334299,0.271864,0.03004,0.354839,0.173611,0.573333,0.113905,0.5099,0.189189,0.267764,0.327366,0.403919,0.515152,0.257119,0,0.28405,0.403474,0.023537,0.243796,0.132094,0.385163,0.42033,0.417896,0.435897,0.394475,0.894947,0.789434,0.5,0.559322,0.868782,0.970661,0.317816,0.17924,0.265698,0.577781,0.384636,0.708107,0.525524,0.062512,1,0.5,0.317505,0.284072,0.092132,0.092132,0.099988,0.099988,0.615942,0.18543,0.206897,0.319703,0.5,0.559322,Research
0.30193,0.238636,0.236838,0.137143,0.115968,0.345377,0.190217,0,0.340081,0.893843,0.339503,0.010846,0.0188,0.075758,1,0.022222,0.4,0.114035,0.052682,0.352941,0.807665,0.157143,0.8462,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.2,0.58,1,1,1,0.333784,0.9286,0.043379,0.113622,0.194761,0.246343,0.731132,0.753657,1,0.176933,0,0.465945,0.153556,0.038649,0.008129,0.002488,0.006489,0.23301,0.3994,0.004405,0.009262,0.10084,0.142513,0.294565,0.344058,0.327422,0.148617,0.11828,0.493056,0.12,0.059172,0.1504,0.581081,0.467071,0.161125,0.01861,0.121212,0.050149,0,0.294152,0.419041,0.009627,0.129256,0.18393,0.046748,0.547619,0.379697,0.722222,0.380182,0.870634,0.844849,0.346154,0.627119,0.859682,0.975302,0.160492,0.490251,0.22491,0.679997,0.297801,0.77167,0.653301,0.069661,1,0.5,0.261191,0.323777,0.122241,0.122241,0.151174,0.151174,0.65942,0.172185,0.137931,0.598513,0.346154,0.627119,Director
0.586833,0.380682,0.19439,0.594286,0.258678,0.367694,0.451087,0.312071,0.265857,0.543878,0.496819,1,0.8917,1,0.1432,1,0.1952,0.517544,0.224822,0.823529,0.415296,0.485714,0.5763,0.2,0.089655,0.2,1,1,1,0,0,0,0,0,0,0.85,0.388889,0.68,0.99,0.830986,0.95,0.618919,0.8859,0.134703,0.181572,0.316629,0.684141,0.325472,0.315859,0.360791,0.021156,0,0.258004,0.372434,0.02299,0.020091,0,0,0.177994,0.287268,0,0,0.109244,0.145323,0.558888,0.357825,0.469886,0.113043,0.322581,0.194444,0.4,0.329882,0.4313,0.243243,0.10052,0.370844,0.323558,0.545455,0.21292,0,0.63484,0.368852,0.135118,0.112437,0.219678,0.720528,0.466667,0.203593,0.457143,0.191736,0.961429,0.808726,0.576923,0.79661,0.933981,0.987137,0.607927,0.535117,0.431877,0.87612,0.593201,0.902667,0.463255,0.028384,0.75,0.5,0.450931,0.488863,0.249576,0.249576,0.260403,0.260403,0.536232,0.092715,0.310345,0.698885,0.576923,0.79661,Operations
0.023837,0.056818,0.714264,0.068571,0.734636,0.013815,0.032609,0.573602,0.012146,0.564048,0.017351,0.034707,0.7619,0.121212,0.5,0.088889,0.5,0.166667,1,0.294118,0.460623,0.128571,0.4737,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.024324,0.8571,0.006849,0.227403,0.014806,0.93673,0.004717,0.06327,0.174813,0.45732,0,0.184812,0.011889,0.024147,0.000358,0,0,0.016181,0.360585,0,0,0.042017,0.771979,0.047673,0.029292,0.03945,0.000791,0,0.034722,0,0.019231,0.619,0,0,0.02046,0.539969,0.030303,0.163621,0,0.287831,0.189768,0.056622,0.06034,0.094293,0,0,0.758989,0,0.722161,0,0.840743,0,0.220339,0,0.671536,0,0.017218,0,0.142152,0,0.22347,0,0.147823,0,0.5,0,0.02376,0,0,0.009101,0.009101,0,0.450331,0,0.037175,0,0.220339,GradStudent
