pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_sent_perc,inter_hume_rec,inter_hume_rec_perc,inter_vt_sent,inter_vt_sent_perc,inter_vt_rec,inter_vt_rec_perc,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,fg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,fg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,fg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,pg_degree,fg_degree,Status
cheadley,2180,184,0.0844,741,0.3399,2341,201,0.0859,1281,0.5472,4521,475,0.2179,92,0.1937,174,0.3663,612,0.2614,30,0.049,327,0.5343,9,0.0041,9,1,9,1,18,0.0077,18,1,17,0.9444,1536,70,2001,85,2016,92,2136,91,1657,0.7601,523,0.2399,1777,0.7591,564,0.2409,1.6991,2.9628,239.2379679,567.3176471,91255.23749,413736.332,420,0.1927,436,0.1862,303,0.139,361,0.1542,1.9945,2.1418,4.1363,426,846,0.2,0.36,1602,0.7349,68,0.0312,1052,0.4494,130,0.0555,23.1631016,37.75294118,208.3183177,988.5836678,0.032327293,0.036419753,31.70588235,41.72413793,0.600806452,0.582467532,0.028561354,0.412621359,0.419753086,0.682352941,120.8313806,41.46574081,0.0452409,0.393258705,4.60004E+11,2.03E+17,0.476775678,0.626073736,0.274302735,0.237598476,2,2,0.011192388,0.0112254,0.003245306,0.003245306,0.00323819,0.00323819,1.585365854,1.325581395,2,44,168,34,58,Research
chrisdob,134,24,0.1791,67,0.5,398,42,0.1055,212,0.5327,532,0,0,0,0,0,0,49,0.1231,8,0.1633,22,0.449,5,0.0373,5,1,4,0.8,2,0.005,2,1,2,1,126,94,363,91,128,96,379,95,119,0.8881,15,0.1119,275,0.691,123,0.309,1.2407,2.46,329.0222222,565.2028986,353232.7773,279168.9878,22,0.1642,39,0.098,21,0.1567,36,0.0905,0.1455,0.4321,0.5776,24,92,0.18,0.23,105,0.7836,3,0.0224,180,0.4523,17,0.0427,22.8,28.86231884,371.6711111,791.3940874,0.0057441,0,55.5,51.72727273,1,0.952631579,0.015814135,0.393518519,0.049382716,0.258823529,78.5843472,36.47599777,0.001985881,0.050588765,14165665790,4.01E+16,0.020226925,0.171307421,0.723163842,0.555943324,3,2,0.002763301,0.002953059,0.000320045,0.000320045,0.000535129,0.000535129,1.987804878,1.744186047,2,1,10,4,22,GradStudent
chrisj12,70,25,0.3571,29,0.4143,357,40,0.112,219,0.6134,427,0,0,0,0,0,0,30,0.084,5,0.1667,27,0.9,0,0,0,0,0,0,0,0,0,0,0,0,58,83,317,89,64,91,325,91,49,0.7,21,0.3,231,0.6471,126,0.3529,1.8919,4.35,136.1666667,446.9107143,20127.63889,204647.3135,5,0.0714,58,0.1625,4,0.0571,52,0.1457,0.0731,0.373,0.4462,4,109,0.06,0.31,45,0.6429,0,0,164,0.4594,15,0.042,20.16666667,42.63392857,126.8888889,1646.821349,0.025387291,0.000308642,45.375,55.17391304,0.928571429,0.897233202,0.022512507,0.44973545,0.098765432,0.270588235,88.5101,37.42225321,0.005565948,0.007098414,40505200408,4.88E+16,0.057052319,0.209066282,0.466505733,0.35402814,3,2,0.003210795,0.003376688,0.001078015,0.001078015,0.001132165,0.001132165,1.890243902,1.709302326,2,2,32,8,23,GradStudent
cshahria,194,34,0.1753,47,0.2423,383,47,0.1227,277,0.7232,577,0,0,0,0,0,0,88,0.2298,8,0.0909,64,0.7273,1,0.0052,1,1,1,1,1,0.0026,1,1,1,1,160,82,321,84,184,95,337,88,89,0.4588,105,0.5412,304,0.7937,79,0.2063,3.0313,3.0037,210.9275362,715.1111111,25849.57446,1019073.595,35,0.1804,143,0.3734,29,0.1495,121,0.3159,0.1869,0.369,0.5559,61,167,0.31,0.44,147,0.7577,0,0,163,0.4256,31,0.0809,31.46376812,41.7037037,261.7269481,1047.275171,0.004613157,0.010545267,50.16666667,46.91304348,0.933333333,0.833333333,0.026061776,0.393518519,0.074074074,0.270588235,87.57925083,37.594136,0.00267425,0.2432863,25465501646,3.61E+16,0.036676087,0.156572389,0.504823151,0.393949395,3,2,0.0029047,0.003217377,0.002376811,0.002376811,0.002518117,0.002518117,1.926829268,1.73255814,2,2,26,6,23,GradStudent
cthomp,4777,281,0.0588,862,0.1804,9247,244,0.0264,4867,0.5263,14024,312,0.0653,39,0.125,98,0.3141,2753,0.2977,37,0.0134,1561,0.567,0,0,0,0,0,0,6,0.0006,6,1,6,1,4319,90,6645,72,4744,99,9174,99,3788,0.793,989,0.207,5362,0.5799,3885,0.4201,3.5917,2.3723,447.7085044,462.4007912,205714.8611,322382.483,485,0.1015,1471,0.1591,443,0.0927,1093,0.1182,4.2997,8.3231,12.6229,2142,3575,0.45,0.39,1743,0.3649,816,0.1708,4872,0.5269,687,0.0743,25.62170088,33.482958,265.0609953,562.2868368,0.012785451,0.006018519,33.19444444,43.56603774,0.682709447,0.638431373,0.026324342,0.433673469,0.444444444,0.623529412,126.8687172,42.15117909,0.086075821,1.312379412,5.93713E+11,1.85E+17,0.563994822,0.589052181,0.348330786,0.283850712,2,2,0.027376828,0.026590612,0.041210407,0.041210407,0.041252809,0.041252809,1.56097561,1.38372093,2,56,67,36,53,Director
darek,70,15,0.2143,22,0.3143,62,13,0.2097,37,0.5968,132,0,0,0,0,0,0,4,0.0645,3,0.75,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,64,91,57,92,70,100,61,98,50,0.7143,20,0.2857,58,0.9355,4,0.0645,1.7073,1.6792,403.8518519,656.35,132116.941,2099360.328,40,0.5714,23,0.371,37,0.5286,20,0.3226,0.0656,0.0581,0.1237,13,58,0.19,0.94,42,0.6,0,0,45,0.7258,4,0.0645,26.51851852,25.5,161.0644719,148.25,0.007536806,0,62.5,64.08333333,1,0.984848485,0.020280421,0.414634146,0.024691358,0.141176471,30.81833268,25.62691854,9.08E-05,0.000441478,4138538238,1.71E+16,0.005924542,0.078519459,0.490566038,0.459467002,3,3,0.001964933,0.00198489,0.00041274,0.00041274,0.000470858,0.000470858,2.097560976,1.848837209,3,1,2,2,12,GradStudent
deannac,7465,444,0.0595,1857,0.2488,8599,603,0.0701,4274,0.497,16064,4577,0.6131,369,0.0806,1412,0.3085,1535,0.1785,65,0.0423,819,0.5336,29,0.0039,29,1,21,0.7241,14,0.0016,14,1,14,1,5786,78,5235,61,7109,95,7443,87,6421,0.8601,1044,0.1399,6063,0.7051,2536,0.2949,2.3147,1.8154,551.5562038,640.339404,398120.7377,886056.16,183,0.0245,1152,0.134,164,0.022,492,0.0572,9.5951,11.0527,20.6478,3762,4382,0.5,0.51,2935,0.3932,284,0.038,4289,0.4988,640,0.0744,38.95527032,37.09503311,753.4546309,703.9886508,0.072433706,0.077006173,24.41666667,36.79220779,0.354506957,0.446486486,0.031165833,0.447368421,0.740740741,0.905882353,126.7404058,42.12886412,0.117020027,1.05642918,9.64986E+11,2.91E+17,0.76274933,0.765230746,0.241316807,0.196175546,2,2,0.028923392,0.02712377,0.018683584,0.018683584,0.018682041,0.018682041,1.268292683,1.104651163,2,114,286,60,77,Operations
drdepoy,1280,92,0.0719,227,0.1773,967,75,0.0776,559,0.5781,2247,31,0.0242,12,0.3871,12,0.3871,255,0.2637,20,0.0784,147,0.5765,1,0.0008,1,1,1,1,3,0.0031,2,0.6667,2,0.6667,978,76,816,84,1136,89,900,93,728,0.5688,552,0.4313,689,0.7125,278,0.2875,3.4501,3.1877,675.5066667,574.2470238,670663.7433,465363.9479,82,0.0641,96,0.0993,66,0.0516,65,0.0672,1.17,0.8839,2.0539,118,363,0.09,0.38,974,0.7609,41,0.032,519,0.5367,57,0.0589,29.43333333,36.00892857,194.81,622.7112298,0.025310604,0.006430041,33.19230769,46.53658537,0.655797101,0.71120108,0.028938907,0.433673469,0.320987654,0.482352941,115.0954003,40.42864895,0.056636313,0.864108168,2.75953E+11,1.20E+17,0.323408112,0.433872001,0.296015591,0.263225006,2,2,0.008008937,0.007013142,0.002674878,0.002674878,0.002497351,0.002497351,1.682926829,1.523255814,2,20,58,26,41,Research
dslevy,2320,202,0.0871,572,0.2466,3743,215,0.0574,1563,0.4176,6063,796,0.3431,131,0.1646,202,0.2538,1516,0.405,35,0.0231,793,0.5231,0,0,0,0,0,0,14,0.0037,9,0.6429,13,0.9286,1865,80,2948,79,2046,88,3355,90,1303,0.5616,1017,0.4384,2047,0.5469,1696,0.4531,2.2372,2.6458,337.7713226,550.2718964,161597.5905,504445.2947,315,0.1358,688,0.1838,271,0.1168,574,0.1534,4.5313,7.3105,11.8418,535,1367,0.23,0.37,1729,0.7453,169,0.0728,2580,0.6893,311,0.0831,26.65018541,36.16755522,566.6032169,870.5279039,0.002756605,0.002314815,38.76,51.96969697,0.944664032,0.879569892,0.026028278,0.376106195,0.308641975,0.388235294,123.1858354,41.73774331,0.031708115,0.656627746,3.67605E+11,9.50E+16,0.394851193,0.360493431,0.460590675,0.394768637,2,2,0.011276567,0.011093317,0.017664731,0.017664731,0.017696757,0.017696757,1.695121951,1.61627907,2,14,11,25,33,Director
example,300,35,0.1167,104,0.3467,358,35,0.0978,216,0.6034,658,47,0.1567,15,0.3191,27,0.5745,113,0.3156,12,0.1062,62,0.5487,3,0.01,3,1,2,0.6667,4,0.0112,3,0.75,4,1,291,97,344,96,298,99,358,100,256,0.8533,44,0.1467,302,0.8436,56,0.1564,1.6393,2.1928,281.9680851,684.5546875,81732.15856,548449.0439,58,0.1933,65,0.1816,57,0.19,63,0.176,0.471,0.562,1.033,17,121,0.06,0.34,209,0.6967,8,0.0267,173,0.4832,10,0.0279,22.93617021,35.5,296.9746492,937.3125,0.010630673,0.001003086,45.81818182,52.5,0.927272727,0.929230769,0.027045075,0.412621359,0.135802469,0.329411765,89.20781613,37.50338945,0.005566254,0.125749482,79770340594,6.99E+16,0.108257965,0.278565408,0.440981798,0.398866279,3,3,0.003290963,0.003433103,0.00048917,0.00048917,0.000450817,0.000450817,1.853658537,1.686046512,3,2,14,11,28,GradStudent
fnguyen,1001,176,0.1758,368,0.3676,1486,310,0.2086,981,0.6602,2487,87,0.0869,51,0.5862,49,0.5632,140,0.0942,20,0.1429,92,0.6571,6,0.006,6,1,6,1,8,0.0054,8,1,6,0.75,273,27,552,37,914,91,1006,68,846,0.8452,155,0.1548,1312,0.8829,174,0.1171,1.9705,1.1155,510.5070423,924.0182482,190848.3288,1547463.967,756,0.7552,451,0.3035,107,0.1069,102,0.0686,1.046,1.5528,2.5987,303,362,0.3,0.24,378,0.3776,44,0.044,460,0.3096,38,0.0256,22.08732394,37.74087591,153.8205435,670.8379642,0.034658174,0.024382716,38.14285714,46.70588235,0.893939394,0.774193548,0.028551287,0.44973545,0.172839506,0.4,98.34463001,38.37269379,0.016418442,0.294364934,91639875016,8.47E+16,0.11992931,0.328601769,0.635162602,0.341962945,3,3,0.004154076,0.004034812,0.000585514,0.000585514,0.000554744,0.000554744,1.841463415,1.61627907,3,3,31,14,34,GradStudent
hayajs,162,23,0.142,56,0.3457,292,32,0.1096,216,0.7397,454,1,0.0062,1,1,1,1,73,0.25,9,0.1233,57,0.7808,0,0,0,0,0,0,0,0,0,0,0,0,144,89,249,85,146,90,260,89,88,0.5432,74,0.4568,240,0.8219,52,0.1781,1.9756,2.0337,174.4912281,752.0545455,83998.56571,512020.6698,35,0.216,72,0.2466,30,0.1852,63,0.2158,0.1559,0.281,0.437,55,116,0.34,0.4,123,0.7593,1,0.0062,111,0.3801,14,0.0479,35.29824561,47.14545455,528.5601724,993.0879339,0.001809762,0.000617284,47.33333333,53.55555556,0.933333333,0.928104575,0.022295623,0.393518519,0.074074074,0.211764706,81.78622239,35.87673012,0.003706623,0.003935178,22803057298,2.88E+16,0.033122315,0.129143018,0.779026217,0.466786797,3,2,0.002850351,0.002809634,0.001335521,0.001335521,0.00136823,0.00136823,1.926829268,1.76744186,2,2,16,6,18,GradStudent
het,1077,108,0.1003,321,0.2981,2277,148,0.065,1182,0.5191,3354,5,0.0046,5,1,5,1,667,0.2929,36,0.054,369,0.5532,3,0.0028,3,1,3,1,8,0.0035,6,0.75,7,0.875,919,85,1891,83,1002,93,2174,95,632,0.5868,445,0.4132,1443,0.6337,834,0.3663,2.4257,3.0527,857.1751269,565.9738155,2802059.424,497156.2574,185,0.1718,336,0.1476,161,0.1495,274,0.1203,1.2791,2.7043,3.9834,425,1291,0.39,0.57,726,0.6741,70,0.065,1225,0.538,193,0.0848,28.36548223,38.62718204,454.5872349,994.0168671,0.047782222,0.001028807,40.33333333,47.64444444,0.988304094,0.771871539,0.021485411,0.445026178,0.259259259,0.529411765,119.5459827,41.36220052,0.034605837,0.871275518,2.70807E+11,1.57E+17,0.308609096,0.524792373,0.503874539,0.338072478,2,2,0.007968148,0.008283714,0.006782392,0.006782392,0.006843851,0.006843851,1.743902439,1.476744186,2,4,51,21,45,Research
jacouch,549,47,0.0856,68,0.1239,410,40,0.0976,120,0.2927,959,32,0.0583,17,0.5313,5,0.1563,105,0.2561,14,0.1333,51,0.4857,0,0,0,0,0,0,1,0.0024,1,1,1,1,339,62,256,62,451,82,302,74,236,0.4299,313,0.5701,207,0.5049,203,0.4951,3.9214,1.6944,401.0327869,363.1691176,540808.3159,265911.3317,231,0.4208,95,0.2317,139,0.2532,64,0.1561,0.6976,0.521,1.2186,149,104,0.27,0.25,395,0.7195,17,0.031,327,0.7976,17,0.0415,21.6284153,20.81617647,92.43023082,132.1794442,0.011435989,0.009002058,36.6,56.27777778,0.857142857,0.983333333,0.02675033,0.397196262,0.12345679,0.211764706,86.98157503,36.42884979,0.027987651,0.816700326,44246486522,3.09E+16,0.059090053,0.134188974,0.394305019,0.528551287,3,2,0.003264234,0.003215523,0.001055604,0.001055604,0.000852744,0.000852744,1.926829268,1.790697674,2,3,2,10,18,GradStudent
javier,204,41,0.201,85,0.4167,450,36,0.08,304,0.6756,654,59,0.2892,11,0.1864,30,0.5085,94,0.2089,6,0.0638,49,0.5213,4,0.0196,4,1,4,1,2,0.0044,2,1,2,1,178,87,415,92,196,96,438,97,174,0.8529,30,0.1471,381,0.8467,69,0.1533,1.4069,1.6216,297.4492754,902.5240964,78492.68221,596249.635,34,0.1667,54,0.12,27,0.1324,44,0.0978,0.1954,0.431,0.6264,16,183,0.08,0.41,167,0.8186,0,0,180,0.4,10,0.0222,24.42028986,48.76506024,350.9392985,1104.649623,0.03726326,0.003395062,48.125,50.92857143,0.964285714,0.804232804,0.026036644,0.45212766,0.098765432,0.329411765,91.11464644,37.44525814,0.004217313,0.004220649,45426569836,6.54E+16,0.063111234,0.270121089,0.516239316,0.358400628,3,2,0.003356037,0.003293441,0.000399642,0.000399642,0.000572239,0.000572239,1.914634146,1.651162791,2,2,19,8,28,GradStudent
jdemma,353,48,0.136,99,0.2805,570,44,0.0772,267,0.4684,923,0,0,0,0,0,0,75,0.1316,6,0.08,36,0.48,2,0.0057,2,1,2,1,1,0.0018,1,1,1,1,268,76,504,88,299,85,525,92,239,0.6771,114,0.3229,395,0.693,175,0.307,1.8877,1.5153,476.3307692,572.147541,478585.3137,239921.3498,25,0.0708,45,0.0789,22,0.0623,38,0.0667,0.3854,0.6223,1.0076,31,153,0.09,0.27,271,0.7677,8,0.0227,295,0.5175,27,0.0474,24.7,31.80327869,379.3330769,749.4694974,0.044084954,0.000282922,54.5,44.36363636,1,0.716129032,0.024635036,0.464480874,0.098765432,0.388235294,95.79691386,38.58061257,0.004357448,0.053976519,55591166991,6.94E+16,0.076460538,0.280740384,0.512184116,0.339268027,3,2,0.00354718,0.003825895,0.000748971,0.000748971,0.000889636,0.000889636,1.890243902,1.61627907,2,1,42,8,33,GradStudent
jgaedder,479,78,0.1628,92,0.1921,516,58,0.1124,260,0.5039,995,0,0,0,0,0,0,6,0.0116,2,0.3333,6,1,0,0,0,0,0,0,0,0,0,0,0,0,383,80,420,81,447,93,465,90,210,0.4384,269,0.5616,347,0.6725,169,0.3275,3.1722,2.9381,409.047619,469.5597826,256130.6406,235476.9964,62,0.1294,98,0.1899,53,0.1106,89,0.1725,0.6517,0.702,1.3537,84,228,0.18,0.44,378,0.7891,9,0.0188,285,0.5523,54,0.1047,25.98214286,26.94021739,192.3984906,260.7409913,0.022037394,0.01867284,36.69230769,44.06896552,0.782051282,0.746438746,0.028331584,0.420792079,0.160493827,0.341176471,98.7780802,38.35796763,0.010524727,0.031370711,80626802437,5.39E+16,0.109793128,0.224427834,0.383996097,0.286962855,3,2,0.003991202,0.003620959,0.001900519,0.001900519,0.001943429,0.001943429,1.865853659,1.662790698,2,5,39,13,29,Research
jmahal,242,35,0.1446,54,0.2231,337,34,0.1009,216,0.6409,579,0,0,0,0,0,0,101,0.2997,9,0.0891,69,0.6832,0,0,0,0,0,0,0,0,0,0,0,0,190,79,295,88,219,90,307,91,116,0.4793,126,0.5207,262,0.7774,75,0.2226,2.9157,1.8165,152.2957746,785.2327586,12964.659,940487.6613,93,0.3843,84,0.2493,69,0.2851,77,0.2285,0.2347,0.3269,0.5616,103,131,0.43,0.39,145,0.5992,2,0.0083,170,0.5045,14,0.0415,24.90140845,42.25862069,204.6522515,1016.036564,0.005684901,0.006790123,37.77777778,48.79166667,0.857142857,0.9004329,0.023349668,0.379464286,0.111111111,0.282352941,85.76920471,36.77174113,0.013113271,0.291472415,31857324805,4.31E+16,0.045176137,0.183309078,0.80183727,0.468944779,3,2,0.003085416,0.003084875,0.001855699,0.001855699,0.001902586,0.001902586,1.914634146,1.720930233,2,3,26,9,24,GradStudent
jmernst,8659,345,0.0398,2641,0.305,9269,479,0.0517,4521,0.4878,17928,5358,0.6188,266,0.0496,1699,0.3171,2174,0.2345,71,0.0327,1226,0.5639,58,0.0067,58,1,37,0.6379,32,0.0035,32,1,32,1,7339,85,7148,77,8260,95,8471,91,7160,0.8269,1499,0.1731,7030,0.7584,2239,0.2416,1.6817,1.5802,315.5642787,572.0664794,146871.502,681167.4734,1349,0.1558,2287,0.2467,1142,0.1319,1742,0.1879,10.3083,11.0345,21.3429,1388,3311,0.16,0.36,5452,0.6296,429,0.0495,5138,0.5543,497,0.0536,22.171737,31.1866417,264.3862735,715.0182236,0.01002777,0.017026749,26.57142857,39.59701493,0.421768707,0.521634615,0.02539185,0.374449339,0.604938272,0.788235294,127.219674,42.19978973,0.131243928,0.364563947,7.42805E+11,2.50E+17,0.673596917,0.70649032,0.258504001,0.217349242,2,2,0.037003107,0.037083543,0.018316607,0.018316607,0.018413379,0.018413379,1.37804878,1.220930233,2,91,207,49,67,Research
jnl,330,51,0.1545,102,0.3091,873,84,0.0962,427,0.4891,1203,93,0.2818,37,0.3978,18,0.1935,160,0.1833,15,0.0938,92,0.575,0,0,0,0,0,0,1,0.0011,1,1,1,1,293,89,708,81,312,95,772,88,195,0.5909,135,0.4091,509,0.583,364,0.417,1.8644,2.8134,180.5754717,606.5611285,86950.50845,492384.5409,40,0.1212,147,0.1684,39,0.1182,114,0.1306,0.3793,1.0034,1.3828,41,460,0.12,0.53,278,0.8424,2,0.0061,507,0.5808,75,0.0859,29.58490566,35.8369906,392.2993948,667.2963119,0.032948911,0.008873457,47.25,51.61290323,1,0.866995074,0.026671057,0.433673469,0.148148148,0.364705882,107.6222191,39.963648,0.003044854,0.027979064,1.09297E+11,8.17E+16,0.143199899,0.319213337,0.453464107,0.394969977,2,2,0.004081101,0.00425261,0.004643831,0.004643831,0.004710266,0.004710266,1.829268293,1.639534884,2,1,9,12,31,Research
