pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_hume_all,inter_vt_sent,inter_vt_received,inter_vt_all,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,time_seg,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,time_seg.1,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,fg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,fg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,fg_eccentricity,pg_pagerank,fg_pagerank,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,pg_num_cliques,fg_num_cliques,pg_degree,fg_degree,Status
apoetter,1.1591547136574887,2.295889920724842,0.1394961286674923,0.21293702635832157,-0.6197434486317114,0.02153885964096052,-0.09771195818182399,-0.5104406698105771,-0.40910409404723785,-1.7074169708547606,0.7120275069053775,0.734937244168776,0.24124224125960433,1.2521896679642803,1.0270777039854475,0.2485813434825444,-0.0365123446989402,-0.3676511354287571,-0.5490826798250681,0.30689943686581544,1.9018368963106762,-0.34841579688121127,0.3587267074960618,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,0.7011975718618038,0.45332574093148065,0.7323083733982824,0.7203344791216897,0.051353929976301935,0.7753229839748136,0.9159013073373874,0.6332408223010565,1.9583618975532977,0.20923053459637925,-0.0716829342755271,-0.07716559185331254,0.4007593315741254,0.07716559185331215,2.23359286942481,1.6658403187058772,0.0,0.9127420690203013,-0.37479363373544855,0.09546687567854253,-0.20118579464561168,1.7879743033484614,0.7666646201558076,0.3642442498036403,1.1664187011393192,1.5267653621910084,0.7629822355101058,1.3875156599600678,1.6800991660991533,2.573573894454348,0.8620745396265345,2.1358605804551747,0.4736970752133953,1.0499098262590087,0.5393929757726249,1.52438391302336,0.7220185152531302,-0.3549604785873679,-0.5693710897203194,-0.5444803587011542,0.9646403188940736,1.0622251283467325,-0.750459981643978,-0.7026606441433342,0.0,0.2534003777358059,-0.7325657744497707,1.0089306956885928,-0.22632102413532845,2.8051096956127353,-0.02932762659503062,0.8702025058111212,-1.4222849452944182,1.49251025490657,-1.4977484248220616,0.9588593816719705,1.1969777155806325,0.48049355890623147,2.4787210674593654,1.2789791200757845,0.8465360833155657,0.20184757040720006,2.537161205119528,0.5035485202110317,2.062187168833317,0.5039254295638802,2.0768505771236194,0.5770641402094853,-0.642528398975209,1.145380423497754,-0.5364985441086376,0.4677332769020533,1.8299894312959886,0.7212404856196849,-1.8599542358000893,0.23337100547519088,2.0272921626475497,0.4804935589062312,2.4787210674593654,PM
arog3632,0.5331217349997794,0.8473445722599273,-0.056718631029714806,0.4995830233791391,-0.16076968833996755,1.1961580656421804,1.7637626881934314,0.5007876179118954,1.2526780367805728,0.3267633021598434,1.0371747480637676,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.517276597521856,-0.7499665870781417,-0.6271423275084057,0.2791724616988211,-0.5875246770938072,-0.07372731434074399,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,-0.9862141784224154,-0.9174846337602208,-0.7248737706226651,0.05686851150960712,-1.4695124577834098,-0.04845768649842585,0.5844163451319461,1.0055745628998223,0.06821579904394645,-0.3590840419541118,1.5679936332079876,1.072296120456669,-0.9193890547876993,-1.0722961204566697,-0.3452339065203605,0.3314001358938439,0.0,0.4793632126378648,1.7866905346077502,-0.030697696310202905,0.4604514830827598,0.41657532788510865,0.1963056887629155,0.253387304211228,-0.22159386117459537,-0.43031444125447205,-0.6178247383642631,-0.6066191653448606,-0.7281357233932204,0.3870074626065429,1.0773169651676813,0.8573308775680143,0.1666711931306391,0.8781956023381428,0.4981729885410924,-0.09109864022051918,1.1759822523883319,0.4928378916252124,-0.5693710897203194,-0.5444803587011542,0.8597881103186308,-0.43848905806679506,0.5003066544293187,-0.22005788839396373,0.0,-0.6566905230496134,0.6422315081649282,-0.38603458087054854,0.656577180041747,0.2651798823568876,-0.2398849457388401,0.8127197148883669,-0.4117925607498748,-0.4848747410172981,-0.04860210892622726,-0.09712848448453369,-0.11205168948102712,-0.17900740429839992,-0.42348520029473,1.1854149370444336,0.5635394251387986,-0.35023244521283214,-0.06562865620559037,-0.22948243092558787,-0.6552267692467848,-0.2995579677560006,-0.6203735601141126,-0.36303922686400414,-0.05506134705090459,0.5962254259303378,1.8106825863666511,0.3507037107153367,0.11435303331249076,1.0674718908111798,0.5678264449276947,-0.10696171084279582,-0.5068230406618874,-0.1790074042983999,-0.42348520029473025,GradStudent
awais,-0.6146053925393542,-0.9823969205378593,-1.2867821935453096,-0.8380982960513429,-1.094119012960091,-0.8725742673151919,-0.7903536870656399,0.5007876179118954,-0.7960944532811116,0.2640083050239528,-0.8927314575215151,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.517276597521856,1.7998354482915795,-0.6271423275084057,0.2791724616988211,-0.34841579688121127,1.2233753306406774,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,-1.209548086548268,1.2991449082944455,-1.2192748552012007,-1.3386978341571873,0.7426568335034437,-1.3810440652051366,-0.5270332340274747,-1.3227919713586442,-0.8271165634078516,-0.9204027113349008,-0.74335767276275,1.1036207666545481,-1.0018983289353134,-1.1036207666545488,-0.9451437001022729,1.443011227551143,0.0,-1.0662017255046425,-0.14477824618134563,-0.5590150082072856,-0.2061084923214523,-0.5217502869056064,-0.7665110163304845,-0.7443252061204824,-1.1689879053268508,-0.43031444125447205,-0.6178247383642631,-0.6066191653448606,-0.7281357233932204,-0.6587494161569986,-0.9434307527335474,-0.9556100352403919,-0.34503861034062133,-0.9534227861510938,-0.7384266284048818,-1.1964288082294892,-0.7911939418642084,-1.1950463973189038,-0.5693710897203194,-0.5444803587011542,-0.8178472268884538,1.362912548278733,-0.3335377696195458,4.201838906155146,0.0,-1.8273534773325728,-1.060745435435899,-0.8015979482555757,-0.5830490344192688,-0.9820183119882446,-0.2398849457388401,-0.9117640127942623,3.5527271553486877,-0.4848747410172981,-2.6648061666426415,-1.0015886800071727,-2.329075920581571,-0.5087578859007156,-1.3563372149299748,-0.9745185197905193,-3.6078778208112188,-0.35023244521283214,-0.8647352780304137,-0.4188133428805959,-0.9764100329782535,-0.41697068685849986,-1.1804309587387887,-0.36303922686400414,-2.543441850756825,-1.0512395667719114,1.8106825863666511,-0.6128972397644773,-0.8827706339063865,-1.0413921226279244,1.9228668248687817,-0.44729442716078255,-0.7330833266716585,-0.5087578859007155,-1.3563372149299753,GradStudent
bdeird7,-0.19725007343421472,0.008713054727608477,0.54579600176464,0.021839695011109835,0.5560742766794483,1.2487529554631305,1.4174418237515236,0.055776906464831646,1.412027008229815,0.5191099193974925,0.6281185414451479,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.21802567333565828,-0.667714908517828,-0.1601214453212951,0.2791724616988211,0.12980196354398063,1.2233753306406774,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,-0.16732318196095614,-0.5383243173561332,-0.23047268604412935,-0.011765898933022113,-1.653859898723981,-0.16960190274449047,-0.17604915639818394,0.6992956857671662,-0.23022832177331956,0.10840716656243976,1.212401124597105,0.4312868970415313,0.8133057023121956,-0.4312868970415319,-0.3634275344420811,-0.33221336042349164,0.0,0.7234894052911832,1.1482775533841802,0.21378383679370278,-0.054701604702922645,0.41657532788510865,1.8809905529542603,2.0825269064860303,1.45160036595532,-0.004862310070671984,0.6576612601192449,-0.3720150682501631,-0.6034778190519782,-0.21509632714546284,1.5047886231719376,0.7135815213067347,-0.24269664964636925,0.4775290798561223,-0.03768684546882971,-0.3461748328379738,0.11673353240619473,0.9473012363045302,1.1889808050041961,1.6714280778733102,0.5452314845923024,-0.6520432541116438,0.5003066544293187,-0.23182868731468007,0.0,0.11405651517394999,-0.908013811177259,0.18804438371441187,-0.09638915256616028,-0.6667231032893465,-0.2398849457388401,0.8127197148883669,-0.4723856568474514,-0.4848747410172981,0.2653423779997424,0.5909646482038643,0.1960348897524168,-0.17900740429839992,-0.21618475259800904,0.27852294067582706,0.1945179379413951,-0.35023244521283214,-0.43366737858133664,-0.2294824309255878,-0.47026913061988385,-0.29955796775600146,-0.5000956249007346,-0.36303922686400414,1.1114801514408785,0.5962254259303378,-0.5364985441086376,-0.1816167517936359,-0.4624885020291759,1.0674718908111798,0.34198638160417727,-0.10696171084279582,-0.5068230406618874,-0.1790074042983999,-0.21618475259800912,GradStudent
ccallsen,-0.17986026847150058,0.31366997019390624,1.0136667132495325,-0.3603549676833136,-0.2140159251523367,-0.5745365583298078,-0.530613038734209,-0.1960054697486385,-0.6367454818318694,-1.1329281352855496,-0.4522093888553092,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.8165275217080535,-0.83643630043642,-1.0941632096955163,-1.343491972913034,-0.8266335573064032,-1.3708299593221653,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,0.5771231784585523,-0.1008316445821859,0.420055056822365,0.6745782054932702,0.28178823115201584,0.7753229839748136,-0.3515411952128293,-0.3521898959382553,0.7645854142842338,1.7133505760822911,-0.7828679514972925,-2.3527865357650968,0.5657778798693535,2.3527865357650977,1.2363464583774086,0.9788326920835828,0.0,0.04764531405094333,-0.82822038533671,-0.39614643829893614,-0.23913741865574584,-0.5217502869056064,-0.7665110163304845,-0.07918353256600878,2.5011202765619545,-0.43031444125447205,-0.6178247383642631,0.3317972230339292,2.2402806237326107,-0.04255964082887656,-0.5249484540787699,-0.32424365618353657,-0.34503861034062133,-0.43828011438849596,-0.7384266284048818,0.6316172388622688,0.11673353240619473,0.8616073309595929,-0.5693710897203194,-0.5444803587011542,-0.1887339754357971,1.2240439727085854,-0.750459981643978,-0.7026606441433342,0.0,0.03160013520227252,0.032220112001455886,-0.23980748532333593,-0.6076988841843516,-0.4861971126998025,-0.2398849457388401,-0.9117640127942623,-0.07203841477417948,-0.4848747410172981,0.5909144385155628,-1.0015886800071727,0.42984515013106456,-0.5087578859007156,0.19841614279543313,-0.9745185197905193,0.4062461377198275,-0.35023244521283214,-0.44614660834161357,-0.4188133428805959,0.312879380806527,-0.41697068685849986,0.410917110016235,-0.36303922686400414,0.44370939642706253,-1.0512395667719114,-0.5364985441086376,-0.6128972397644773,-0.31351647017215944,-1.0413921226279244,-0.05323372921197203,-0.44729442716078255,0.08145370296351766,-0.5087578859007155,0.1984161427954331,Director
cheadley,-0.16247046350878644,0.16119151246075736,0.6648780628222555,0.021839695011109835,0.4293394320351317,-0.04858766012030634,-0.0544218501265855,-0.24577640458153382,-0.29528340015492205,-1.0614996832609584,-0.12706214769691923,-0.020504857032609018,0.5878083479828814,0.06768592799806922,0.923277432561661,0.39604485232812164,1.2769748119801605,0.6797270992229346,0.1975094794147014,1.2409412012400367,0.2791724616988211,0.12980196354398063,-0.33314784333702824,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,1.2719397815167603,1.1824801955547262,1.3047727871207975,0.9491158472637872,0.5583093925628725,0.9691537299685169,-0.2150473872458829,0.33639835423498726,0.1676971726497018,0.6623184048223679,-0.19021377047915466,-0.31935858806618334,0.5657778798693535,0.31935858806618306,-0.07254763671040028,1.0252310505217515,0.0,0.04052908495335657,-0.5282782334571869,-0.19150708979818723,-0.23027995999804668,0.41657532788510865,1.677186204718754,0.641386613784671,1.979571826493052,0.6758610998234081,2.4438315229979737,2.09132795124416,2.785658955225546,-0.13444019556316564,0.05335862742358117,-0.05590868331869688,-0.2938676299934953,-0.09485166654676411,-0.40866673055262204,0.036439456088208005,0.11673353240619473,0.7824832916911008,0.016746208521185867,0.13801943976378084,0.6500836931677453,0.809772171637977,-0.3335377696195458,-0.31814787939993333,0.0,0.19092347046848349,-0.2556592062967763,0.1734395112190493,1.7472332892342812,-0.4547688871051765,0.10227069786985035,0.8989439012724983,-0.41336640740176034,-0.4848747410172981,-0.21244519132866937,1.141745321441811,0.3276855450736343,0.1507430773039157,0.8203174858855965,0.625146695163169,0.6709784253203581,-0.056259056093630584,0.2884726666228564,0.009018623526540913,0.9450171656152052,-0.029600373699020098,1.1071582268289903,5.2775809755769325,-0.39649346343541375,1.145380423497754,-0.5364985441086376,0.02397522826827436,0.3433520861786588,0.8156672324900927,-1.2388940616604245,0.23337100547519088,0.6244783893869684,0.15074307730391565,0.8203174858855964,Research
cthomp,-0.6146053925393542,-0.9823969205378593,-1.2867821935453096,-0.8380982960513429,-1.094119012960091,0.5650193877907786,-0.6171932548446859,-2.0182072250424046,1.0705649265528676,1.4803328023569888,-0.03266456155416084,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.6669020596149547,-0.7752747958659304,-0.6271423275084057,1.9018368963106762,-0.5875246770938072,1.2233753306406774,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,-1.209548086548268,-1.4424758410889575,-1.2192748552012007,-1.3386978341571873,0.7426568335034437,-1.3810440652051366,-0.5270332340274747,-1.3227919713586442,-0.8271165634078516,-0.9204027113349008,0.08635818066264299,-0.6730978853739406,2.2984726369692483,0.6730978853739409,-0.9451437001022729,0.8825268556615016,0.0,-1.0662017255046425,-1.077128686939333,-0.5590150082072856,-0.24648231465048617,-0.5217502869056064,-0.7665110163304845,0.47510119539605256,0.4740181725995694,-0.43031444125447205,-0.6178247383642631,-0.6066191653448606,-0.7281357233932204,-0.6587494161569986,0.4316399084288748,-0.17766732869031748,-0.34503861034062133,-0.9534227861510938,-0.7384266284048818,-1.1964288082294892,-0.7911939418642084,-1.1950463973189038,-0.5693710897203194,-0.5444803587011542,-0.8702733311761752,-1.4638603891673807,-0.750459981643978,-0.7026606441433342,0.0,1.2927697249100532,0.18307212766338224,-0.13912994750798402,-0.7807485222513277,1.9487687910115423,-0.2398849457388401,-0.5668672672577365,-0.007117240383919181,-0.4848747410172981,0.06185984017735482,0.18629945824860056,1.6953895753551755,-0.17900740429839992,0.19841614279543313,-0.14351944237697128,0.4123127603419833,-0.3502324452128316,0.0164012191446898,-0.2967703023579457,0.21312531920883326,-0.39974593772761313,0.43092751670926843,-0.36303922686400414,0.02677234959548885,1.145380423497754,-0.5364985441086376,0.20462082349018,-0.12225096410386714,1.7914102834843049,-0.44845384002812316,-0.10696171084279582,-0.19005864024820776,-0.1790074042983999,0.1984161427954331,Director
deannac,2.0112551568304817,2.829564522790863,-0.16666655672211525,2.697202333872074,-0.01599273039559203,1.1260315458809136,1.0711209593096154,-0.19366330810944335,1.0478007877744044,0.06962087487131557,1.8867530233485932,4.701008275476048,1.9763987219009784,4.213449017879808,0.3537067124413962,4.525023100004284,0.2667315667988116,1.7271053338746263,-0.0766627824530105,1.2409412012400367,-0.3890407524743409,2.2817818854573444,0.6129588259124207,4.0035698356056475,0.32383889203911,4.0035698356056475,4.0035698356056475,4.0035698356056475,4.0035698356056475,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,1.0486058733909078,-0.246662535506835,0.654245044254303,0.9262377104495774,0.005267069741159156,0.8722383569716653,2.1248464636160556,1.1056004990056456,0.6651040406784785,-0.5117594278340771,0.995094591557121,0.26205740599689126,1.143342798902652,-0.2620574059968918,0.4870482187428076,-0.4238403707845807,0.0,0.23858222555396008,1.0811297337097658,-0.36004619722729964,-0.022965914911100636,-0.5217502869056064,-0.7665110163304845,0.3642442498036403,-0.08028763086036053,-0.43031444125447205,-0.6178247383642631,-0.3720150682501631,-0.5964658119327833,1.7338051449188623,1.0055778599680711,1.6792408000118195,0.7039664867754626,1.2216240501798747,0.37451302684649507,0.16397755239693543,2.235230972370469,-0.05988779784963359,0.602863506762691,-0.31048042779889073,0.9122142146063522,-0.36769331365848457,0.9172288664537509,-0.03761050512286027,0.0,0.2667103172665914,-0.7087986491007723,-0.26844825116224263,-0.06554502685855111,0.7526673656298951,0.4181066765855646,0.0367020374311837,-1.2287688632355638,-0.4848747410172981,-1.3249519175967648,0.7332092824915905,0.7177175767533764,0.1507430773039157,2.8933219628528066,0.16495586762380915,0.810568222899447,0.39615861900909355,2.368711916281427,-0.17818433708396425,3.257536023326508,0.22204077098933972,2.4526374347325337,-0.36303922686400414,-0.7084509243009586,0.5962254259303378,-0.5364985441086376,0.46891355551483843,1.6199473787423093,1.004520726230908,-2.0293342832927257,0.23337100547519088,3.7468703363218103,0.15074307730391565,2.8933219628528075,Operations
example,-0.49287675780035517,-0.601200776204987,1.129704062518743,-0.45590363335691947,1.4203355089066632,-0.8375110074345585,-0.7470635790104014,0.5007876179118954,-0.7960944532811116,-1.0114997668437447,-0.7983338713787567,-0.24713748739302455,1.4344530650786729,-0.12973136199629928,1.6759033322013672,-0.046345674208610015,1.4632971702284971,-0.06840021124255947,3.5571741959936647,-0.1601214453212951,-0.045360425223549855,-0.34841579688121127,-0.33314784333702824,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,1.2719397815167603,1.2991449082944455,1.3828361162647766,0.9491158472637872,0.7426568335034437,1.0418402597161558,-0.41003854148437774,0.9880498032047318,-0.7276351898020963,-0.33233498512878096,-0.7038473940282075,1.1036207666545481,-1.0018983289353134,-1.1036207666545488,-0.436114786522624,3.392522086297722,0.0,0.3732117745786265,-0.8247726880585194,0.27210614920820525,-0.2415291486133137,-0.5217502869056064,-0.7665110163304845,-0.6888967333242763,-0.09827206017308147,-0.43031444125447205,-0.6178247383642631,-0.48931711679751183,0.5706438174620972,-0.4369228716512307,-0.8956214225620187,-0.7865031732051834,-0.34503861034062133,-0.9534227861510938,-0.7384266284048818,-1.1964288082294892,-0.4885514504407407,1.2532284783859566,-0.5693710897203194,-0.5444803587011542,-0.7654211226007325,1.0388858719483884,-0.750459981643978,-0.7026606441433342,0.0,-0.7164182247987438,-1.854853215995851,-0.7690607065784514,-0.8897695621257095,0.09931065159341654,-0.2398849457388401,-0.9117640127942623,0.6096339163235537,-0.4848747410172981,0.5909144385155628,-1.0015886800071727,0.038392457854930166,-0.5087578859007156,-0.8380860956881722,-0.9745185197905193,-1.2483237449704516,-0.35023244521283214,-0.7681584780301663,-0.4188133428805959,-0.7848618500840165,-0.41697068685849986,-0.8686199946537012,-0.36303922686400414,-0.7749850036239608,-1.0512395667719114,-0.5364985441086376,-0.6128972397644773,-0.7926999336723609,-1.0413921226279244,0.45490641326593423,-0.44729442716078255,-0.64257921226775,-0.5087578859007155,-0.8380860956881725,GradStudent
fnguyen,-0.6146053925393542,-0.9823969205378593,-1.2867821935453096,-0.8380982960513429,-1.094119012960091,-0.5745365583298078,-0.184292174292301,2.034317951174869,-0.4546323716041642,0.8104359630120743,-0.714424905918527,-0.43599801269337085,-0.6423268848578783,-0.5245659419850363,-0.6899148199077285,-0.48873620074534163,-0.5879581499366782,-0.517276597521856,-0.3344901594786089,-0.6271423275084057,0.2791724616988211,-0.5875246770938072,-0.07372731434074399,-0.24264059609731195,-0.18332574566281815,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.24264059609731195,-0.22949469299658595,-0.23075216683482022,-0.22949469299658595,-0.24264059609731195,-0.22949469299658595,-0.24264059609731195,-1.209548086548268,-1.06331552468487,-1.2192748552012007,-1.3386978341571873,-2.3451628022511226,-1.3810440652051366,-0.5270332340274747,-1.3227919713586442,-0.8271165634078516,-0.9204027113349008,-0.4272754428864098,0.9217850155546641,-0.9193890547876993,-0.9217850155546646,-0.9451437001022729,-0.28990897478869077,0.0,-1.0662017255046425,1.209241013582061,-0.5590150082072856,-0.08196414347424073,-0.5217502869056064,-0.7665110163304845,-0.5780397877318639,-0.25113970933120805,-0.43031444125447205,-0.6178247383642631,-0.6066191653448606,-0.7281357233932204,-0.6587494161569986,-0.6714147476137102,-0.8017176766695406,-0.34503861034062133,-0.09485166654676411,-0.7384266284048818,1.8219728044103902,-0.7911939418642084,-1.1950463973189038,-0.5693710897203194,-0.5444803587011542,-0.712995018313011,-0.6283150101066606,-0.750459981643978,-0.7026606441433342,0.0,-0.5730717406008304,0.9808800520037209,0.4125549122223814,-0.13489059331923042,-0.979726425678988,-0.2398849457388401,-0.9117640127942623,0.5230723504698733,-0.4848747410172981,1.404844589805114,-1.0015886800071727,-1.6204909793432336,-0.5087578859007156,-1.0453865433848932,-0.9745185197905193,-0.5227711925839411,-0.35023244521283214,-0.7392553616287516,-0.4188133428805959,-0.8996966935933852,-0.41697068685849986,-1.0641912981369464,-0.36303922686400414,3.424740825440075,-1.0512395667719114,1.8106825863666511,-0.6128972397644773,-0.7060739313085311,-1.0413921226279244,1.188886619067358,-0.44729442716078255,-0.6878312694697043,-0.5087578859007155,-1.0453865433848937,GradStudent
