@relation 20_norm_email_features

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute time_seg numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute time_seg.1 numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute fg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute fg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute fg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute pg_degree numeric
@attribute fg_degree numeric
@attribute Status {Research,PM,GradStudent,Director,Operations,Outreach}

@data
0.118268,0.217073,0.2738,0.077156,0.183059,0.286346,0.205036,0.05434,0.269651,0.461309,0.195477,0,0,0,0,0,0,0.522831,0.579439,0.351351,0.102232,0.603524,0.717989,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.75,0.77,0.96,0.917808,0.95,0.110423,0.6031,0.13258,0.457944,0.196878,0.410081,0.404293,0.589919,0.50388,0.035265,0,0.166636,0.169357,0.009301,0.025814,0.061224,0.20774,0.209913,0.37497,0.113158,0.19844,0.474074,0.333412,0.122277,0.295997,0.202075,0.039906,0.147351,0.098039,0.090909,0.144222,0.9292,0.031111,0.04597,0.269683,0.750287,0.217391,0.21056,0,0,0.305619,0,0.246022,0.834746,0.004787,0.722222,0.58193,0.8,0.367253,0.753201,1,0.37037,0.569767,0.942318,0.993009,0.070957,0.132402,0.256627,0.633619,0.333867,0.747866,0.509804,0.648349,0.75,0.75,0.173093,0.170472,0.626943,0.661327,0.119048,0.455224,0.37037,0.569767,Operations
0,0,0,0,0,0.014539,0.014388,0.204182,0.0131,0.495529,0.005779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945205,0,0,0,0,0,0.011275,0.49994,0.017889,0.50006,0,0.024573,0,0,0.187767,0,0.032245,0,0,0.011662,0.365234,0,0,0,0,0,0.020721,0.008236,0,0.013245,0,0.340909,0,0,0,0,0.013575,0.662342,0.021739,0.36928,0,0,0.309769,0,0.086788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Research
0.316958,0.178049,0.0838,0.19062,0.168825,0.1378,0.140288,0.117935,0.163755,0.633123,0.273618,0.002784,0.00724,0.014085,0.8333,0.005693,0.5,0.194064,0.443752,0.378378,0.296436,0.277533,0.889476,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.88,0.9,0.97,1,0.98,0.450141,0.9173,0.073998,0.095419,0.159584,0.818357,0.060823,0.181643,0.72584,0.006486,0,0.657536,0.100423,0.050726,0.068592,0.09932,0.125694,0.072886,0.268582,0.176316,0.115344,0.133333,0.193303,0.333351,0.144879,0.287762,0.796948,0.06457,0.764706,0.079545,0.038682,0.093,0.093333,0.051529,0.111312,0.639036,0.123188,0.24608,0,0,0.190821,0,0.243267,0.133893,0.163409,0.533951,0.592233,0.456522,0.388244,0.780064,0.796167,0.888889,0.639535,0.971379,0.995959,0.343413,0.256597,0.89071,0.865407,0.947827,0.882462,0.357129,0.546984,0.75,0.75,0.340534,0.275596,0.512953,0.627002,0.714286,0.723881,0.888889,0.639535,Operations
0.088428,0.163415,0.2757,0.12708,0.403337,0.156764,0.161871,0.119242,0.131004,0.391916,0.123367,0.09884,0.919727,0.174648,0.2911,0.144213,0.3568,0.253425,0.510211,0.351351,0.210763,0.242291,0.594624,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.8,0.76,0.84,0.931507,0.9,0.08338,0.6091,0.097636,0.451021,0.108413,0.414652,0.220036,0.585348,0.28928,0.105189,0,0.190958,0.224037,0.057795,0.09809,0.020408,0.092545,0.069971,0.227024,0.021053,0.049348,0.140741,0.179767,0.088428,0.156622,0.123308,0.144366,0.122517,0.5,0.215909,0.063515,0.5473,0.066667,0.131922,0.142986,0.722732,0.202899,0.35712,0,0,0.278566,0,0.356771,0.456868,0.249741,0.696296,0.779917,0.622222,0.628571,0.901691,0.987041,0.37037,0.406977,0.891811,0.987002,0.141222,0.039508,0.213169,0.552203,0.343034,0.679292,0.357615,0.529713,0.75,0.75,0.134725,0.098187,0.601036,0.672769,0.095238,0.320896,0.37037,0.406977,Research
0.148108,0.165854,0.1671,0.173979,0.329716,0.625158,0.280576,0,0.478166,0.337785,0.350754,0.00232,0.012907,0.014085,1,0.003795,0.4,1,0.509403,0.513514,0.078114,1,0.621985,0.111111,0.073529,0.111111,1,0.25,1,0.333333,0.016,0.333333,1,0.333333,1,0.87,0.86,0.87,0.98,0.958904,0.97,0.122254,0.5332,0.195272,0.538595,0.39549,0.361362,0.953488,0.638638,0.366667,0.075643,0,0.198902,0.295837,0.019769,0.164988,0.055782,0.151042,0.475219,0.390169,0.1,0.140093,1,0.323201,0.150575,0.635546,0.356569,0.406103,0.653974,0.833333,0.318182,0.160458,0.8256,0.12,0.141758,0.59638,0.762687,0.65942,0.29344,0,0,0.218121,0,0.407558,0.219133,0.239368,0.635478,0.694175,0.735294,0.536273,0.920173,0.894325,0.703704,0.465116,0.965752,0.99525,0.477076,0.604308,0.776577,0.591329,0.783862,0.699105,0.487571,0.601671,0.75,0.75,0.264945,0.222906,0.569948,0.670481,0.5,0.276119,0.703704,0.465116,Director
0.001456,0.004878,0.5,0.004539,0.875044,0.011378,0.007194,0.170315,0.016376,0.829617,0.005528,0,0,0,0,0,0,0.009132,0.219799,0.054054,0.899928,0.008811,0.600024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95,0.96,1,1,1,0.002254,1,0,0,0.014744,0.894382,0.001789,0.105618,0.133333,0,0,0.318238,0.685054,0.030252,0.141499,0,0,0,0,0,0,0,0,0.004036,0.034744,0.016597,0.001174,0.019868,0.245098,0.670455,0.001433,0.75,0,0,0.004525,0.273364,0,0,0,0,1,0,0.319737,0.003198,0,1,0.91068,0,0.818182,0.650648,0.747954,0.037037,0.127907,0.331087,0.924334,0,0.007613,0.002571,0.067859,0.004893,0.110195,0,0.707708,1,0.75,0.032775,0.025226,0.80829,0.846682,0.02381,0.029851,0.037037,0.127907,GradStudent
0.22671,0.221951,0.1461,0.152799,0.189126,0.281922,0.169065,0.032342,0.268559,0.46894,0.268593,0.273782,0.993704,0.242254,0.1458,0.174573,0.1559,0.47032,0.529364,0.405405,0.13103,0.54185,0.716549,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.82,0.77,0.9,0.972603,0.93,0.11493,0.3274,0.430627,0.776047,0.251518,0.588235,0.27907,0.411765,0.522427,0.010292,0,0.323231,0.271889,0.064844,0.218168,0.106122,0.187791,0.122449,0.222038,0.157895,0.144443,0.237037,0.169318,0.230488,0.286529,0.273033,0.380282,0.32947,0.509804,0.375,0.1915,0.6437,0.337778,0.260851,0.240724,0.680138,0.23913,0.2352,0,0,0.276511,0,0.417409,0.088511,0.120881,0.664352,0.726861,0.666667,0.589247,0.839154,0.7443,0.592593,0.383721,0.959554,0.994657,0.159404,0.131221,0.565766,0.431136,0.665968,0.56046,0.42698,0.659374,0.75,0.75,0.242368,0.201217,0.554404,0.718535,0.309524,0.119403,0.592593,0.383721,PM
0.025473,0.078049,0.4571,0.080182,0.883327,0.144121,0.208633,0.198628,0.163755,0.597353,0.074874,0.012065,0.389717,0.03662,0.5,0.041746,0.8462,0.070776,0.15484,0.27027,0.580634,0.105727,0.929077,0.222222,0.841176,0.222222,1,0.5,1,0,0,0,0,0,0,0.66,0.38,0.45,0.89,0.438356,0.66,0.038873,0.9857,0.001028,0.016499,0.174328,0.863106,0.048301,0.136894,0.14584,0.001254,0,0.16441,0.504838,0.013446,0.183351,0.031293,0.492875,0.236152,0.832581,0.036842,0.299985,0.155556,0.215863,0.025898,0.14641,0.076073,0.014085,0.059603,0.166667,0.056818,0.014804,0.4429,0.017778,0.122087,0.065158,0.357865,0.007246,0.01376,0,0,0.717044,0,1,0.261055,0.256124,0.622222,0.73613,0.6,0.590769,0.839567,0.880539,0.185185,0.325581,0.674353,0.96945,0.066296,0.120345,0.034646,0.30188,0.068472,0.43572,0.233092,0.581213,0.75,0.75,0.066264,0.063935,0.668394,0.743707,0.071429,0.141791,0.185185,0.325581,GradStudent
0.01492,0.053659,0.5366,0.039334,0.73982,0.046776,0.082734,0.278776,0.061135,0.721235,0.028894,0.005568,0.307135,0.025352,0.75,0.011385,0.5,0.06621,0.434522,0.351351,0.806875,0.105727,0.99316,0,0,0,0,0,0,0.333333,0.208,0.333333,1,0.333333,1,0.93,0.9,0.91,1,1,1,0.020282,0.878,0.005139,0.140764,0.050304,0.743294,0.028623,0.256706,0.176347,0.021622,0,0.401738,0.246275,0.161216,0.092675,0.002721,0.073196,0.011662,0.123249,0.005263,0.073196,0.022222,0.092615,0.015967,0.050031,0.03091,0.007042,0.061258,0.147059,0.454545,0.012894,0.6585,0,0,0.023529,0.387715,0.072464,0.41568,0,0,0.10583,0,0.232588,0.214626,0,0.876543,0.863767,1,0.794466,0.715904,0.882239,0.111111,0.290698,0.63123,0.959731,0.009532,0.030019,0.030597,0.325144,0.043383,0.441913,0.606909,0.541971,1,0.75,0.04422,0.038326,0.746114,0.727689,0.02381,0.074627,0.111111,0.290698,Operations
0.387555,0.373171,0.1437,0.393343,0.284798,1,1,0.104105,1,0.498987,0.665075,0.015313,0.032529,0.04507,0.4848,0.020873,0.3333,0.757991,0.241721,0.783784,0.157127,0.907489,0.74463,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.52,0.63,0.93,0.657534,0.82,0.333521,0.5559,0.486125,0.512403,0.959237,0.646939,0.851521,0.353061,0.35768,0.020086,0,0.330427,0.603972,0.145766,0.783151,0.318367,0.329534,1,0.513892,0.502632,0.268937,1,0.202327,0.387554,1,0.665052,0.536385,0.917219,0.421569,0.261364,0.420726,0.8272,0.12,0.054308,0.678733,0.543284,0.666667,0.1856,0,0,0.370945,0,0.547911,0.653314,0.047315,0.617845,0.492483,0.593074,0.262072,0.823757,0.896078,0.814815,0.813953,0.983837,0.998098,0.232963,0.305898,0.953727,0.999319,0.960418,0.962952,0.344848,0.518804,0.75,0.5,0.412798,0.404593,0.507772,0.590389,0.904762,0.955224,0.814815,0.813953,Director
0.053493,0.117073,0.3265,0.08472,0.444522,0.065107,0.071942,0.147337,0.078603,0.651246,0.062814,0.054756,0.842288,0.11831,0.3559,0.083491,0.3729,0.082192,0.391831,0.27027,0.5,0.118943,0.900036,0.555556,1,0.555556,1,0.5,0.4,0.333333,0.1504,0.333333,1,0.333333,1,0.7,0.92,0.79,0.91,0.945205,0.93,0.067606,0.8163,0.027749,0.211953,0.083261,0.91808,0.012522,0.08192,0.220227,0.005892,0,0.159264,0.200417,0.010187,0.07071,0.038095,0.285736,0.084548,0.649727,0.05,0.19394,0.177778,0.53764,0.054385,0.066066,0.063811,0.068075,0.087748,0.382353,0.465909,0.03916,0.5578,0.026667,0.087235,0.045249,0.541561,0.014493,0.06048,0,0,0.199134,0,0.443527,0.20294,0.033512,0.724868,0.693051,0.714286,0.539683,0.792383,0.917671,0.259259,0.44186,0.831064,0.981146,0.060109,0.063825,0.106661,0.530201,0.165104,0.640319,0.342173,0.553246,0.75,0.75,0.090164,0.084624,0.637306,0.697941,0.071429,0.373134,0.259259,0.44186,GradStudent
0.194323,0.278049,0.2135,0.161876,0.233812,0.304046,0.280576,0.093325,0.270742,0.426016,0.255025,0.028306,0.119832,0.064789,0.377,0.047438,0.4098,0.283105,0.295604,0.540541,0.290317,0.303965,0.667827,0,0,0,0,0,0,0.333333,0.0336,0.333333,1,0.333333,1,0.79,0.78,0.78,0.95,0.931507,0.95,0.236056,0.7846,0.118191,0.248529,0.268864,0.581379,0.305903,0.418621,0.426347,0.0192,0,0.442903,0.248467,0.091177,0.159051,0.012245,0.025349,0.154519,0.260033,0.023684,0.025349,0.37037,0.24531,0.194323,0.303926,0.254974,0.084507,0.31457,0.127451,0.318182,0.131805,0.5169,0.128889,0.1161,0.269683,0.706889,0.224638,0.2048,0,0,0.31254,0,0.402036,0.153845,0.668076,0.583333,0.510109,0.505263,0.280653,1,0.789292,0.740741,0.790698,0.954661,0.99515,0.187395,0.271649,0.670428,1,0.794644,0.954968,0.330311,0.48582,0.75,0.5,0.230366,0.241757,0.512953,0.594966,0.404762,0.955224,0.740741,0.790698,PM
0.053857,0.104878,0.2905,0.077156,0.402053,0.044248,0.068345,0.239246,0.036026,0.395731,0.054774,0.029234,0.446695,0.061972,0.3492,0.045541,0.381,0.052511,0.363563,0.243243,0.704284,0.052863,0.626065,0.222222,0.397059,0.222222,1,0.25,0.5,1,0.6576,1,1,1,1,0.67,0.93,0.76,0.71,0.90411,0.78,0.063662,0.7635,0.035971,0.272874,0.041631,0.629857,0.039356,0.370143,0.187933,0,0,0.159191,0.181133,0.00973,0.059275,0.027211,0.20264,0.043732,0.488008,0.034211,0.131693,0.111111,0.488008,0.053857,0.044084,0.054711,0.008216,0.014901,0.04902,0.045455,0.052531,0.7432,0.031111,0.101133,0.037104,0.644776,0.036232,0.2192,0,0,0.244197,0,0.243562,0.461276,0.13644,0.548148,0.876618,0.4,0.728261,0.675376,0.989177,0.185185,0.27907,0.781617,0.978058,0.105188,0.025754,0.03465,0.305689,0.102972,0.43219,0.40591,0.575139,0.75,0.75,0.091906,0.065041,0.704663,0.7254,0.071429,0.171642,0.185185,0.27907,GradStudent
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1,0,0,0,0,0,0,0.607963,0,0.392037,0,0,0,0,0.088621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.386299,0,0.394907,0,0,0,0.868608,0,0.666667,0,0.692424,0,0.034884,0,0.571248,0,0.001231,0,0.00444,0,0.00781,0,0.258023,0,0.75,0,0.010786,0,0.949657,0,0.014925,0,0.034884,Operations
1,1,0.1492,1,0.280597,0.778761,0.665468,0.076772,0.59607,0.337665,1,1,0.822875,1,0.1647,1,0.2445,0.716895,0.293412,1,0.212023,0.819383,0.710908,0.111111,0.011765,0.111111,1,0.25,1,0.333333,0.0128,0.333333,1,0.333333,1,0.54,0.58,0.55,0.8,0.712329,0.8,1,0.6459,1,0.408561,0.583695,0.463491,1,0.536509,0.323387,0.000357,0,0.453063,0.321184,0.058525,0.249954,1,0.40123,0.571429,0.37687,1,0.20744,0.733333,0.190454,1,0.778723,1,1,0.708609,0.303922,0.261364,1,0.762,1,0.175112,0.80543,0.827325,0.521739,0.18656,0,0,0.239441,0,0.408463,1,0.448815,0.477208,0.398623,0.369565,0.165519,0.820587,0.942268,0.962963,1,1,1,1,1,0.844946,0.988613,0.918855,1,0.432334,0.503452,0.75,0.75,1,1,0.53886,0.558352,0.52381,1,0.962963,1,Director
0.002547,0.007317,0.4286,0.009077,1,0.025284,0.02518,0.164325,0.034934,0.778228,0.011809,0.000464,0.149948,0.002817,1,0.001898,1,0.034247,0.402446,0.108108,0.480022,0.052863,0.960038,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,0.98,1,1,1,0.00338,0.8571,0.001028,0.164878,0.033825,0.952965,0.001789,0.047035,0.15556,0,0,0.266742,0.399116,0.013195,0.132299,0,0,0.002915,0.055331,0,0,0.007407,0.055331,0.002679,0.026525,0.012392,0.002347,0.033113,0.284314,0.465909,0.000478,0.1429,0.004444,0.305538,0.01086,0.320436,0.021739,0.22336,0,0,0.67943,0,0.483925,0.013865,0,0.37037,1,0,0.872727,0.677253,0.761667,0.037037,0.127907,0.260949,0.933139,0,0.007828,0.00083,0.079864,0.001331,0.128112,0,0.608891,1,0.75,0.029232,0.026675,0.896373,0.842105,0.02381,0.029851,0.037037,0.127907,GradStudent
0.116084,0.190244,0.2445,0.15885,0.384086,0.465866,0.546763,0.13917,0.504367,0.556933,0.265327,0.106729,0.756558,0.202817,0.313,0.14611,0.3348,0.228311,0.155879,0.513514,0.341973,0.290749,0.792032,0,0,0,0,0,0,0.333333,0.0224,0.333333,1,0.333333,1,0.59,0.47,0.51,0.92,0.589041,0.77,0.12507,0.6959,0.099692,0.350871,0.483955,0.716348,0.320215,0.283652,0.29132,0,0,0.565234,0.322325,0.113718,0.147678,0.087075,0.300885,0.667638,0.73498,0.081579,0.145793,0.555556,0.240798,0.116084,0.465773,0.265277,0.185446,0.476821,0.490196,0.306818,0.106972,0.7022,0.013333,0.020098,0.276923,0.474742,0.26087,0.15552,0,0,0.359039,0,0.467322,0.585865,0.119684,0.734007,0.583673,0.781818,0.356152,0.868193,0.942268,0.407407,0.569767,0.922429,0.990817,0.071982,0.175142,0.303359,0.624446,0.401886,0.762514,0.365489,0.512477,0.75,0.75,0.142997,0.173275,0.601036,0.645309,0.095238,0.447761,0.407407,0.569767,Research
