pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_hume_all,inter_vt_sent,inter_vt_received,inter_vt_all,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,time_seg,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,time_seg.1,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,fg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,fg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,fg_eccentricity,pg_pagerank,fg_pagerank,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,pg_num_cliques,fg_num_cliques,pg_degree,fg_degree,Status
het,7,5,0.7143,3,0.4286,17,9,0.5294,13,0.7647,24,0,0.0,0,0.0,0,0.0,4,0.2353,3,0.75,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,76,79,100,100,100,4,0.5714,3,0.4286,10,0.5882,7,0.4118,2.3333,1.0769,1,129.57142857142858,697.8823529411765,14288.816326530612,935833.6332179931,0,0.0,0,0.0,0,0.0,0,0.0,0.875,2.125,3.0,0,4,0.0,0.24,6,0.8571,1,0.1429,7,0.4118,1,0.0588,1,16.8,56.85714285714285,18.56,2044.9795918367347,0.050055731212672865,0.0,17.0,18.3,0.0,0.5714285714285714,0.027867095391211148,0.31555555555555553,0.038461538461538464,0.14084507042253522,7.72972422690346,3.1868349565787435,0.0,0.039848259546145966,3.681121984649723,407622.0257309156,0.02936913294841336,0.10283886552245973,0.0,0.16004742145820985,4.0,4,0.010890647288861395,0.008750352066251703,2.2592592592592595,2.1527777777777777,1.0,4,1.0,10,Research
jacouch,32,15,0.4688,3,0.0938,11,7,0.6364,2,0.1818,43,0,0.0,0,0.0,0,0.0,6,0.5455,2,0.3333,1,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,73,74,88,91,88,18,0.5625,14,0.4375,6,0.5455,5,0.4545,5.3333,1.0,1,346.46875,471.27272727272725,96599.9365234375,97874.38016528924,10,0.3125,2,0.1818,8,0.25,1,0.0909,3.2,1.1,4.3,6,1,0.19,0.09,28,0.875,1,0.0313,10,0.9091,0,0.0,1,25.6,34.0,170.04,0.0,0.012836662554972416,0.0,0.0,21.2,0.0,0.4888888888888889,0.0,0.3446601941747573,0.0,0.14084507042253522,0.0,3.3500402307428407,0.0,0.02678256163366427,0.0,608363.6029255183,0.0,0.14953120761445754,0.0,0.1377734247469801,0.0,3,0.0,0.009675781340718741,0.0,2.055555555555556,0.0,5,0.0,10,GradStudent
jmahal,10,4,0.4,3,0.3,5,4,0.8,4,0.8,15,0,0.0,0,0.0,0,0.0,2,0.4,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,80,93,100,80,93,9,0.9,1,0.1,5,1.0,0,0.0,1.1111,1.0,1,83.7,383.6,1713.0100000000002,31434.24,2,0.2,0,0.0,2,0.2,0,0.0,1.25,0.625,1.875,2,0,0.2,0.0,7,0.7,0,0.0,1,0.2,0,0.0,1,17.0,21.0,36.0,0.0,0.0011789786337070042,0.0,0.0,20.5,0.0,0.6666666666666666,0.0,0.2572463768115942,0.0,0.056338028169014086,0.0,2.702101357601605,0.0,0.011418797604127449,0.0,77588.27372353594,0.0,0.020261245674988555,0.0,0.11627906976744184,0.0,4,0.0,0.00606400304575143,0.0,2.333333333333333,0.0,2,0.0,4,GradStudent
jmernst,119,36,0.3025,31,0.2605,119,27,0.2269,59,0.4958,238,47,0.395,21,0.4468,11,0.234,27,0.2269,7,0.2593,18,0.6667,0,0.0,0,0.0,0,0.0,2,0.0168,2,1.0,2,1.0,92,88,90,97,95,96,89,0.7479,30,0.2521,73,0.6134,46,0.3866,2.6444,1.4138,1,280.6218487394958,536.2352941176471,77144.06708565778,486013.4404349977,59,0.4958,39,0.3277,54,0.4538,38,0.3193,8.5,8.5,17.0,26,40,0.22,0.34,91,0.7647,2,0.0168,66,0.5546,6,0.0504,1,23.507042253521128,28.16393442622951,137.41896449117235,372.2354205858638,0.1303178796388052,0.015384615384615384,6.2,16.6,0.4,0.3816091954022989,0.030444964871194382,0.3944444444444444,0.19230769230769232,0.4225352112676056,15.538229799975946,3.6800571332781464,0.13727036625894878,0.19225545873472846,15.588329317885346,3756782.3551254286,0.17586742208829678,0.6577753948751741,0.15384615384615385,0.11243823845327604,4.0,3,0.05803027024031353,0.05476420779190425,2.0370370370370368,1.5833333333333333,4.0,68,5.0,30,Research
jpokorsk,0,0,0.0,0,0.0,19,11,0.5789,15,0.7895,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,26,0,0,100,0,0,0.0,0,0.0,15,0.7895,4,0.2105,0.0,1.0,1,0.0,1055.8947368421052,0.0,564593.0415512465,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.9,1.9,0,3,0.0,0.16,0,0.0,0,0.0,3,0.1579,0,0.0,1,12.5,71.42857142857143,12.25,22.81632653061225,0.0012743125419181758,0.0,0.0,30.33333333333333,0.0,0.3333333333333333,0.0,0.3073593073593073,0.0,0.04225352112676056,0.0,2.144017526779816,0.0,0.004373887442493554,0.0,81495.0848005085,0.0,0.0243584459115188,0.0,0.06759098786828423,0.0,3,0.0,0.00341304582085451,0.0,2.1666666666666665,0.0,2,0.0,3,PM
jrmurphy,0,0,0.0,0,0.0,30,2,0.0667,30,1.0,30,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,0,0,100,0,0,0.0,0,0.0,30,1.0,0,0.0,0.0,1.0,1,0.0,206.76666666666668,0.0,2115.312222222222,0,0.0,2,0.0667,0,0.0,0,0.0,0.0,3.3333,3.3333,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,41.5625,46.444444444444436,203.24609375,99.35802469135805,0.031789693650860665,0.0,9.0,23.9,0.0,0.7111111111111111,0.020296643247462918,0.3736842105263158,0.038461538461538464,0.14084507042253522,9.406189939272954,3.3759253910497544,-5.465713352000771e-18,0.019383003103772382,2.4753065178865583,716323.4546718125,0.01175595694753842,0.16958951298601516,0.0,0.17293997965412006,4.0,3,0.011511565527146377,0.009393109493910444,2.592592592592593,2.0,1.0,6,1.0,10,Operations
jziegler,23,10,0.4348,8,0.3478,50,13,0.26,39,0.78,73,19,0.8261,9,0.4737,6,0.3158,13,0.26,6,0.4615,5,0.3846,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,98,99,100,100,100,17,0.7391,6,0.2609,46,0.92,4,0.08,2.5556,2.25,1,130.82608695652175,791.04,12235.01323251418,561694.4384,2,0.087,5,0.1,2,0.087,5,0.1,1.7692,3.8462,5.6154,0,25,0.0,0.5,11,0.4783,2,0.087,19,0.38,0,0.0,1,14.903225806451614,42.05,15.635796045785641,557.2475000000002,0.014295150411850609,0.0,17.0,21.214285714285715,0.0,0.6060606060606061,0.027867095391211148,0.3008474576271186,0.038461538461538464,0.1971830985915493,7.729724226903447,3.4517100723920904,1.5850568720802234e-16,0.038045439317477885,3.681121984649725,1090511.0082490945,0.029369132948413812,0.2475336746099593,0.0,0.11847759361571515,4.0,3,0.010890647288861395,0.012619607246932963,2.2592592592592595,1.9027777777777777,1.0,7,1.0,14,Research
kgantt,22,16,0.7273,4,0.1818,9,4,0.4444,5,0.5556,31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,44,68,95,78,90,5,0.2273,17,0.7727,3,0.3333,6,0.6667,5.5,1.5,1,773.0909090909091,305.1111111111111,109272.17355371901,30383.65432098765,0,0.0,0,0.0,0,0.0,0,0.0,2.75,1.125,3.875,0,0,0.0,0.0,17,0.7727,2,0.0909,6,0.6667,0,0.0,1,26.280373831775698,29.285714285714285,104.0522316359507,108.48979591836736,0.10362794699284224,0.0,0.0,18.210526315789476,0.0,0.5661764705882353,0.0,0.4034090909090909,0.0,0.2676056338028169,0.0,3.2935586745472984,0.0,0.03136945078398832,0.0,1897248.181886997,0.0,0.3660173808357903,0.0,0.19447200566973774,0.0,3,0.0,0.008817260887665842,0.0,1.9722222222222223,0.0,18,0.0,19,Outreach
kkarranc,0,0,0.0,0,0.0,25,15,0.6,14,0.56,25,0,0.0,0,0.0,0,0.0,3,0.12,2,0.6667,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,92,0,0,92,0,0,0.0,0,0.0,17,0.68,8,0.32,0.0,1.2,1,0.0,698.92,0.0,240837.11360000013,0,0.0,8,0.32,0,0.0,7,0.28,0.0,2.0833,2.0833,0,12,0.0,0.48,0,0.0,0,0.0,10,0.4,2,0.08,1,26.195652173913047,50.0,303.52693761814726,708.4,0.03889040034412269,0.0,13.0,24.0,1.0,0.6071428571428571,0.02918069584736252,0.3463414634146341,0.07692307692307693,0.11267605633802814,12.291959330364204,3.4106250213682188,0.026764613869367536,0.015604497459186238,7.951261891442636,424800.6977945513,0.08103781400775421,0.11212647545913433,0.2,0.08967800180559735,4.0,3,0.016496303732711583,0.009837187335197641,2.1481481481481484,2.0,1.0,6,2.0,8,Research
krich,0,0,0.0,0,0.0,21,2,0.0952,21,1.0,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5,0,0,100,0,0,0.0,0,0.0,1,0.0476,20,0.9524,0.0,0.0,1,0.0,199.80952380952382,0.0,417.5827664399093,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,43.0,49.46153846153846,0.0,3.4792899408284024,0.0,0.0,0.0,16.0,0.0,0.3333333333333333,0.0,0.24149659863945575,0.0,0.04225352112676056,0.0,2.8398665035086967,0.0,0.005964927703022341,0.0,32682.2576137874,0.0,0.008653064260488839,0.0,0.1282051282051282,0.0,4,0.0,0.004842283339818184,0.0,2.555555555555556,0.0,2,0.0,3,Operations
ksterne,49,32,0.6531,25,0.5102,261,106,0.4061,208,0.7969,310,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,8,9,33,37,36,42,0.8571,7,0.1429,237,0.908,24,0.092,1.5313,1.0,1,498.8163265306122,1731.0306513409964,200173.0887130363,43212689.00289191,13,0.2653,75,0.2874,1,0.0204,1,0.0038,3.5,18.6429,22.1429,29,37,0.59,0.14,26,0.5306,3,0.0612,56,0.2146,9,0.0345,1,22.47916666666667,40.94078947368421,270.041232638889,1042.5688625346263,0.07292647660856917,0.0,13.5,19.642857142857142,1.0,0.5151515151515151,0.027867095391211148,0.3604060913705584,0.07692307692307693,0.1971830985915493,15.122262128873658,3.54318150576035,0.03793472920986346,0.08414086654544432,7.845660808666962,965738.8200975396,0.09495146614544413,0.2530271469410262,0.047619047619047616,0.16995947315096252,3.0,3,0.025176212805767026,0.01932575917100885,2.0,1.9583333333333333,1.0,6,2.0,14,Research
leslie,289,32,0.1107,37,0.128,83,29,0.3494,51,0.6145,372,0,0.0,0,0.0,0,0.0,17,0.2048,6,0.3529,10,0.5882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,89,91,94,95,95,266,0.9204,23,0.0796,57,0.6867,26,0.3133,5.4528,1.0122,1,901.3529411764706,332.8192771084337,263582.6989619377,175120.60589345335,3,0.0104,8,0.0964,3,0.0104,7,0.0843,20.6429,5.9286,26.5714,229,35,0.79,0.42,30,0.1038,5,0.0173,56,0.6747,7,0.0843,1,79.49315068493149,38.1025641025641,1530.3732407581153,696.4510190664038,0.03137826961770624,0.6861538461538461,3.117647058823529,16.857142857142858,0.08823529411764706,0.3809523809523809,0.04107424960505529,0.2720306513409962,0.6538461538461539,0.3943661971830986,20.307654325692262,3.707748145203525,0.5849619613041429,0.2406058512317376,76.33431883403331,3315562.3769710236,0.8183528505208717,0.6135336872234848,0.10891089108910892,0.12034668198193495,3.0,3,0.1328542446487452,0.07279571263902647,1.3333333333333333,1.6666666666666667,17.0,51,17.0,28,Operations
mifowler,100,22,0.22,22,0.22,75,25,0.3333,36,0.48,175,65,0.65,19,0.2923,15,0.2308,15,0.2,5,0.3333,9,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,85,84,95,93,94,62,0.62,38,0.38,50,0.6667,25,0.3333,2.381,1.0357,1,551.05,430.77333333333326,1116638.9074999995,293721.24195555557,52,0.52,27,0.36,41,0.41,22,0.2933,8.3333,6.25,14.5833,23,44,0.23,0.59,49,0.49,1,0.01,51,0.68,7,0.0933,1,21.713043478260865,33.708333333333336,247.3176559546313,452.37326388888886,0.11129208103347052,0.02769230769230769,5.0,17.0,0.16666666666666666,0.3982683982683983,0.027196652719665274,0.36597938144329895,0.15384615384615385,0.3098591549295775,15.11895311445296,3.6218945203489046,0.12237072867623836,0.0942270469465199,9.086188807081776,2140672.8603199185,0.10057330559202188,0.4572341393880661,0.2413793103448276,0.13064935064935065,3.0,3,0.03448939325702162,0.02747355145460277,2.2222222222222223,1.7777777777777777,3.0,27,4.0,22,Research
mlgood3,14,8,0.5714,4,0.2857,33,15,0.4545,19,0.5758,47,0,0.0,0,0.0,0,0.0,1,0.0303,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,76,81,100,100,100,7,0.5,7,0.5,13,0.3939,20,0.6061,3.5,1.3182,1,439.5,429.66666666666674,114956.25,164046.16161616158,4,0.2857,10,0.303,3,0.2143,7,0.2121,1.1667,2.75,3.9167,8,19,0.57,0.58,12,0.8571,2,0.1429,17,0.5152,4,0.1212,1,20.5,37.464285714285715,120.75,190.03443877551018,0.016510948349923383,0.0,13.0,23.13333333333333,1.0,0.7428571428571429,0.027196652719665274,0.3480392156862745,0.07692307692307693,0.2112676056338028,12.487180097159813,3.5312090774690668,0.028075971501088117,0.03758269343955645,7.951261891442638,1687426.2811992387,0.0810378140077542,0.35344824870859953,0.2,0.1726700971983991,4.0,3,0.017223607060591617,0.0156358060742405,2.1481481481481484,1.9166666666666667,1.0,21,2.0,15,Director
mryan91,13,6,0.4615,10,0.7692,31,14,0.4516,23,0.7419,44,0,0.0,0,0.0,0,0.0,7,0.2258,4,0.5714,6,0.8571,1,0.0769,1,1.0,1,1.0,1,0.0323,1,1.0,1,1.0,38,65,57,69,84,80,13,1.0,0,0.0,26,0.8387,5,0.1613,1.0,1.0556,1,232.23076923076923,522.0322580645161,60290.33136094673,128155.83766909468,2,0.1538,4,0.129,0,0.0,1,0.0323,1.1818,2.8182,4.0,1,14,0.08,0.45,8,0.6154,0,0.0,10,0.3226,2,0.0645,1,19.72,50.0625,103.4016,555.80859375,0.0,0.0,0.0,29.25,0.0,1.0,0.0,0.21981424148606807,0.0,0.056338028169014086,0.0,3.037852350166709,0.0,0.01259577008489197,0.0,142294.20059215615,0.0,0.03697368314640788,0.0,0.16292134831460675,0.0,4,0.0,0.005874558630597177,0.0,2.25,0.0,1,0.0,4,GradStudent
odge,33,18,0.5455,7,0.2121,26,14,0.5385,15,0.5769,59,33,1.0,18,0.5455,7,0.2121,4,0.1538,3,0.75,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,69,76,100,92,97,11,0.3333,22,0.6667,16,0.6154,10,0.3846,4.7143,1.125,1,307.4848484848485,661.0384615384615,17528.85583103765,801006.8831360949,0,0.0,5,0.1923,0,0.0,3,0.1154,2.5385,2.0,4.5385,10,10,0.3,0.38,4,0.1212,8,0.2424,17,0.6538,2,0.0769,1,29.582417582417587,33.785714285714285,259.7377128366139,342.45408163265313,0.06256696187782708,0.0,0.0,19.055555555555557,0.0,0.4967320261437909,0.0,0.3497536945812808,0.0,0.2535211267605634,0.0,3.4232306860890733,0.0,0.044631183960190564,0.0,1667783.853818317,0.0,0.3635315959948702,0.0,0.16977285963890507,0.0,3,0.0,0.012308279343408822,0.0,1.875,0.0,21,0.0,18,PM
