@relation Month11

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {Research,GradStudent,PM,Director,Operations,Outreach}

@data
0,0,0,0,0,0.00289,0.012876,0.5,0.006173,1,0.001944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,1,0,0,0,0,0,0.003018,0.833325,0.002053,0.166675,0,0.659773,0,0.019542,0,0.000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726,0.166675,0.035294,0.5,0,0.409449,0,0.049803,0.00001,0,0,0.415808,0,0.333333,0,0.675076,0,0.030928,0,0.000036,0,0,0,0.000016,0,0.04717,0,0.020759,0,0,0,0,0,0.624349,0.789474,0,0.003247,Research
0.004026,0.019074,0.875,0.010121,0.625,0.013969,0.030043,0.2414,0.021605,0.7241,0.01199,0,0,0,0,0,0,0.032197,0.5862,0.128205,0.2941,0.048327,0.7647,0,0,0,0,0,0,0.142857,0.0345,0.142857,1,0.142857,1,0.75,0.93,0.89,1,1,1,0.003806,0.875,0.001515,0.144229,0.016295,0.931025,0.004107,0.068975,0.106667,0.033835,0.070934,0.041039,0.000776,0.000822,0,0,0,0,0,0,0,0,0.004711,0.016763,0.014867,0,0,0,0,0.002695,0.5,0,0,0.01016,0.48275,0.047059,0.137925,0.138422,0.23432,0.036574,0.104419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GradStudent
0.114243,0.125341,0.2026,0.139676,0.304,0.24422,0.407725,0.1874,0.244856,0.4694,0.237848,0.05814,0.4405,0.098551,0.34,0.074699,0.31,0.109848,0.1144,0.410256,0.2759,0.137546,0.6379,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.54,0.59,0.89,0.86,0.87,0.065797,0.53305,0.160606,0.538783,0.213639,0.698225,0.314168,0.301775,0.15442,0.094875,0.147609,0.069241,0.002414,0.004102,0.014101,0.052875,0.087629,0.234725,0.019713,0.04845,0.04537,0.09665,0.107798,0.236341,0.237848,0,0,0,0,0.088949,0.5815,0.09375,0.066075,0.176343,0.4793,0.341176,0.0572,0.277706,0.265899,0.243441,0.125748,0.088844,0.027564,0.144776,0.365979,0.288889,0.461092,0.620599,0.83525,0.149254,0.453608,0.003823,0.004731,0,0,0.022697,0.148937,0.006221,0.032923,0.104177,0.274582,0.000001,0.000001,0.000019,0.000019,0.691271,0.504619,0.684211,0.0625,0.279221,PM
0.099648,0.188011,0.3485,0.131579,0.3283,0.067437,0.218884,0.3643,0.075103,0.5214,0.109527,0.030814,0.2677,0.069565,0.4528,0.045783,0.3585,0.030303,0.1143,0.076923,0.1875,0.037175,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.23,0.21,0.75,0.68,0.72,0.076672,0.712125,0.086364,0.33216,0.07242,0.85715,0.041068,0.14285,0.111867,0.038669,0.059424,0.043686,0.001721,0.001932,0.045828,0.196975,0.020619,0.2,0.012545,0.03535,0.005556,0.04285,0.100511,0.069763,0.117081,0,0,0,0,0.084232,0.631325,0.025,0.0202,0.063135,0.621425,0.094118,0.05715,0.15187,0.190439,0.058299,0.055768,0.000628,0,0,0.423473,0,0.8,0,0.651712,0,0.134021,0,0.000469,0,0,0,0.001062,0,0.064545,0,0.052722,0,0,0,0,0,0.646731,0.789474,0,0.006494,GradStudent
0.025164,0.040872,0.3,0.022267,0.22,0.01975,0.042918,0.2439,0.013374,0.3171,0.029488,0,0,0,0,0,0,0.018939,0.2439,0.128205,0.5,0.022305,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.76,0.68,0.84,0.8,0.82,0.013051,0.48,0.039394,0.599994,0.017502,0.707325,0.024641,0.292675,0.185187,0.050752,0.042675,0.021534,0.000892,0.000275,0.014101,0.24,0.009573,0.317075,0.017921,0.2,0.012037,0.317075,0.027262,0.021944,0.033857,0,0,0,0,0.030323,0.9,0.0125,0.04,0.023222,0.7805,0.011765,0.0244,0.150636,0.139428,0.093843,0.010449,0.010793,0,0,0.283974,0,0.345455,0,0.817785,0,0.113402,0,0.000188,0,0,0,0.012232,0,0.027683,0,0.063094,0,0,0.000004,0.000004,0,0.515396,0.684211,0,0.011364,GradStudent
0.005033,0.00545,0.2,0.002024,0.1,0.004335,0.008584,0.2222,0.002058,0.2222,0.006157,0,0,0,0,0,0,0.015152,0.8889,0.025641,0.125,0.003717,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0.89,0.95,1,1,1,0.005438,1,0,0,0.005432,1,0,0,0.066667,0.052633,0.034287,0.014068,0.000098,0.000025,0,0,0,0,0,0,0,0,0.004907,0.004335,0.006362,0,0,0,0,0.006739,1,0,0,0.005806,0.8889,0.011765,0.1111,0.056997,0.100612,0,0.043896,0.000042,0,0,0.512027,0,0.666667,0,0.642883,0,0.030928,0,0.000037,0,0,0,0.000212,0,0.050265,0,0.025932,0,0,0,0,0,0.655613,0.789474,0,0.003247,GradStudent
0.025667,0.079019,0.5686,0.060729,0.5882,0.11657,0.454936,0.438,0.195473,0.7851,0.094945,0,0,0,0,0,0,0.015152,0.0331,0.128205,0.625,0.026022,0.875,0.181818,0.0784,0.181818,1,0.125,0.5,0.142857,0.0041,0.142857,1,0.142857,1,0.25,0.1,0.13,0.51,0.19,0.25,0.027189,0.9804,0.001515,0.022615,0.142426,0.9752,0.01232,0.0248,0.075553,0.03554,0.050494,0.145583,0.000486,0.016401,0.010576,0.176475,0.07732,0.433875,0.001792,0.0196,0.003704,0.016525,0.02422,0.112811,0.094945,0,0,0,0,0.025606,0.7451,0,0,0.030479,0.17355,0.058824,0.02065,0.164127,0.305427,0.049386,0.071003,0.000728,0,0,0.329897,0,0.454545,0,0.691605,0,0.134021,0,0.000302,0,0,0,0.001837,0,0.033246,0,0.049025,0,0,0,0,0,0.609427,0.789474,0,0.01461,GradStudent
0.339708,0.386921,0.2104,0.336032,0.2459,0.260116,0.493562,0.213,0.239712,0.4315,0.393714,0.363953,0.9274,0.405797,0.2236,0.380723,0.2524,0.189394,0.1852,0.512821,0.2,0.237918,0.64,0,0,0,0,0,0,0.142857,0.0019,0.142857,1,0.142857,1,0.53,0.51,0.52,0.69,0.71,0.7,0.21751,0.5926,0.416667,0.470072,0.225106,0.69075,0.342916,0.30925,0.12968,0.066106,0.118439,0.044928,0.002372,0.000833,0.035253,0.04445,0.030191,0.075925,0.035842,0.029625,0.025,0.05,0.320545,0.251725,0.393713,0,0,0,0,0.367925,0.8089,0.51875,0.122975,0.267054,0.681475,0.635294,0.1,0.281236,0.274832,0.169551,0.09224,0.412137,0.004267,0.131012,0.336568,0.444444,0.441532,0.671388,0.855118,0.134328,0.350515,0.003153,0.002616,0,0,0.004746,0.242164,0.022126,0.036445,0.131354,0.275919,0.000004,0.000004,0.000056,0.000056,0.638978,0.492894,0.684211,0.09375,0.077922,Director
0.030196,0.081744,0.5,0.044534,0.3667,0.024566,0.085837,0.3922,0.038066,0.7255,0.035969,0,0,0,0,0,0,0.013258,0.1373,0.128205,0.7143,0.022305,0.8571,0.090909,0.0334,0.090909,1,0.125,1,0.142857,0.0196,0.142857,1,0.142857,1,0.6,0.82,0.7,0.78,0.88,0.83,0.016313,0.5,0.045455,0.576918,0.025951,0.843125,0.016427,0.156875,0.14286,0.142856,0.065455,0.056054,0.00262,0.001284,0.011751,0.166675,0.006627,0.176475,0.012545,0.116675,0.007407,0.156875,0.028493,0.023775,0.035968,0,0,0,0,0.036388,0.9,0,0,0.013062,0.35295,0.023529,0.039225,0.220662,0.307087,0.060141,0.149631,0.033069,0,0,0.32689,0,0.369565,0,0.79691,0,0.247423,0,0.000847,0,0,0,0.034453,0,0.024133,0,0.089142,0,0,0.000002,0.000002,0,0.528896,0.684211,0,0.051948,Research
0.151988,0.100817,0.1225,0.07085,0.1159,0.210019,0.197425,0.1055,0.236626,0.5275,0.239145,0.020349,0.1159,0.028986,0.2857,0.016867,0.2,0.231061,0.2798,0.307692,0.0984,0.252788,0.5574,0,0,0,0,0,0,0.142857,0.0023,0.142857,1,0.142857,1,0.95,0.74,0.83,1,0.99,0.99,0.128331,0.78145,0.1,0.252171,0.141823,0.539,0.412731,0.461,0.305053,0.085229,0.119292,0.0424,0.008976,0.000807,0.06463,0.182125,0.036082,0.112375,0.094982,0.1755,0.038889,0.096325,0.170994,0.242329,0.285134,0.182203,0.286527,0.28,0.132386,0.095013,0.466875,0.79375,0.420525,0.177068,0.559625,0.435294,0.08485,0.295368,0.253088,0.261289,0.08081,0.675382,0.010219,0.135685,0.349619,0.436364,0.422833,0.667397,0.865305,0.164179,0.474227,0.004583,0.005051,0,0,0.011291,0.711318,0.012499,0.031506,0.140664,0.387538,0.000004,0.000004,0.000064,0.000064,0.6428,0.487091,0.684211,0.15625,0.284091,Director
