@relation Month2

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {Research,GradStudent,PM,Director,Operations,Outreach}

@data
0,0,0,0,0,0.006262,0.025751,0.4615,0.011317,0.8462,0.004213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.006035,0.769225,0.00616,0.230775,0,0.856274,0,0.070899,0,0.001939,0,0,0.000736,0.076925,0,0,0.000926,0.076925,0,0,0,0,0,0,0,0,0,0,0,0.002903,0.3077,0.047059,0.3077,0,0.155663,0,0.004985,0.000127,0,0,0.578792,0,0.809524,0,0.653507,0,0.072165,0,0.01893,0,0,0,0.000802,0,0.042553,0,0.02478,0,0,0.001641,0.001641,0,0.644955,0.842105,0,0.003247,Research
0,0,0,0,0,0.000482,0.004292,1,0.001029,1,0.000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000604,1,0,0,0,0.067669,0,0.093598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GradStudent
0.191243,0.209809,0.2026,0.15587,0.2026,0.218208,0.450644,0.2318,0.254115,0.5453,0.269929,0.132558,0.6,0.171014,0.2588,0.139759,0.2544,0.054924,0.064,0.410256,0.5517,0.085502,0.7931,0.545455,0.0316,0.545455,1,0.125,0.1667,0.428571,0.0066,0.428571,1,0.428571,1,0.69,0.47,0.57,0.88,0.84,0.86,0.129962,0.62895,0.213636,0.42813,0.192517,0.7042,0.275154,0.2958,0.209367,0.089262,0.203386,0.091449,0.015044,0.005609,0.06933,0.155275,0.068483,0.2053,0.066308,0.097375,0.047222,0.112575,0.215158,0.251779,0.321838,0,0,0,0,0.110512,0.431575,0.18125,0.076325,0.134978,0.4106,0.235294,0.04415,0.354284,0.300707,0.688826,0.438595,0.062365,0.019928,0.160448,0.283505,0.357143,0.312369,0.559843,0.598252,0.119403,0.57732,0.010183,0.11639,0,0,0.022075,0.07514,0.00775,0.044096,0.114186,0.300669,0.001971,0.001971,0.009681,0.009681,0.766291,0.704524,0.894737,0.09375,0.327922,PM
0.043281,0.084469,0.3605,0.052632,0.3023,0.105973,0.386266,0.4091,0.174897,0.7727,0.099157,0,0,0,0,0,0,0.011364,0.0273,0.051282,0.3333,0.007435,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.17,0.65,0.48,0.53,0.041871,0.89535,0.013636,0.120749,0.128546,0.968175,0.014374,0.031825,0.084313,0.039566,0.114942,0.139333,0.00369,0.025123,0.019976,0.197675,0.031664,0.19545,0.001792,0.011625,0.000926,0.00455,0.04084,0.102555,0.099158,0,0,0,0,0.03504,0.60465,0.00625,0.011625,0.039187,0.24545,0.047059,0.018175,0.177336,0.345419,0.045942,0.106873,0.000022,0,0.358209,0.463918,0,0.821429,0.652294,0.668106,0.014925,0.103093,0.000655,0.026867,0,0,0,0.000033,0,0.060505,0.027739,0.043332,0.00326,0.00326,0.01007,0.01007,0.657683,0.630862,0.842105,0.015625,0.006494,GradStudent
0.00151,0.00545,0.6667,0.004049,0.6667,0.004335,0.030043,0.7778,0.00823,0.8889,0.003889,0,0,0,0,0,0,0.003788,0.2222,0.051282,1,0.007435,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.001088,0.666675,0.001515,0.384602,0.005432,1,0,0,0.1,0.056392,0.160957,0.078673,0.003945,0.001165,0,0,0.000736,0.1111,0,0,0.000926,0.1111,0.002598,0.00765,0.007091,0.004237,0.025807,0.67,0.577656,0.000674,0.333325,0,0,0.002903,0.44445,0,0,0.187277,0.375328,0.044586,0.126963,0.000097,0,0,0.344624,0,0.714286,0,0.556616,0,0.072165,0,0.001277,0,0,0,0.00047,0,0.06871,0,0.026829,0,0,0.00008,0.00008,0,0.757224,0.894737,0,0.00487,GradStudent
0,0,0,0,0,0.003372,0.012876,0.4286,0.003086,0.4286,0.002268,0,0,0,0,0,0,0.007576,0.5714,0.051282,0.5,0.011152,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.004225,1,0,0,0,0.033835,0,0.05225,0,0.000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004354,0.85715,0.011765,0.14285,0,0.173228,0,0.013572,0.000072,0,0,0.62543,0,0.666667,0,0.650997,0,0.030928,0,0.003162,0,0,0,0.000777,0,0.026241,0,0.020658,0,0,0.000693,0.000693,0,0.647442,0.842105,0,0.003247,GradStudent
0.025667,0.065395,0.4706,0.050607,0.4902,0.080443,0.261803,0.3653,0.13786,0.8024,0.070642,0.002326,0.0784,0.011594,1,0.007229,0.75,0.018939,0.0599,0.128205,0.5,0.033457,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.49,0.47,0.59,0.57,0.58,0.022295,0.803925,0.015152,0.226238,0.086301,0.856275,0.049281,0.143725,0.08718,0.051029,0.122565,0.101373,0.007662,0.004233,0.022327,0.37255,0.039028,0.317375,0.010753,0.11765,0.002778,0.017975,0.025026,0.080444,0.072997,0,0,0,0,0.020216,0.588225,0.025,0.078425,0.030479,0.2515,0.035294,0.017975,0.219209,0.355604,0.06338,0.11075,0.004677,0.023278,0.402985,0.410201,0,0.632353,0.669281,0.674308,0.029851,0.195876,0.002006,0.063439,0,0,0.015725,0.005841,0.001193,0.043175,0.033057,0.061588,0.0025,0.0025,0.003733,0.003733,0.64099,0.625059,0.842105,0.03125,0.029221,GradStudent
0.057876,0.103542,0.3304,0.046559,0.2,0.042871,0.103004,0.2697,0.044239,0.4831,0.066105,0,0,0,0,0,0,0.007576,0.0449,0.076923,0.75,0.01487,1,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.7,0.75,0.89,0.88,0.88,0.032626,0.52175,0.083333,0.551822,0.021123,0.39325,0.110883,0.60675,0.264367,0.101504,0.106524,0.046501,0.000977,0.001236,0,0,0.021355,0.32585,0,0,0.022222,0.269675,0.056431,0.042871,0.068308,0,0,0,0,0.041779,0.539125,0.04375,0.060875,0.044267,0.6854,0.058824,0.056175,0.227565,0.270459,0.043519,0.050514,0.002263,0.000278,0.08209,0.342497,0,0.57,0.47793,0.568349,0.029851,0.278351,0.000044,0.032895,0,0,0.000324,0.003956,0,0.059918,0.049879,0.09712,0.000008,0.000008,0.001671,0.001671,0.897627,0.741592,0.894737,0.03125,0.097403,Director
0.05536,0.065395,0.2182,0.072874,0.3273,0.088632,0.120172,0.1522,0.096708,0.5109,0.095269,0.015116,0.2364,0.043478,0.5769,0.019277,0.3077,0.051136,0.1467,0.230769,0.3333,0.074349,0.7407,0.090909,0.0182,0.090909,1,0.125,1,0.285714,0.0109,0.285714,1,0.285714,1,1,0.97,0.98,1,0.98,0.99,0.045133,0.75455,0.040909,0.283209,0.068799,0.619575,0.143737,0.380425,0.156027,0.107655,0.087034,0.055727,0.002211,0.001262,0.032902,0.25455,0.036819,0.27175,0.050179,0.25455,0.044444,0.260875,0.057834,0.094962,0.105476,0.063559,0.067805,0.27,0.074265,0.03841,0.518175,0.04375,0.063625,0.069666,0.52175,0.070588,0.0326,0.227546,0.277174,0.083547,0.156704,0.013344,0.030952,0.176972,0.332351,0.285714,0.444832,0.560873,0.592377,0.104478,0.43299,0.004777,0.082695,0,0,0.032195,0.022126,0.004369,0.045467,0.103212,0.194011,0.000582,0.000582,0.003745,0.003745,0.764883,0.711511,0.894737,0.078125,0.305195,Research
0.047811,0.106267,0.4105,0.020243,0.1053,0.098266,0.120172,0.1373,0.183128,0.8725,0.096889,0.002326,0.0421,0.011594,1,0.00241,0.25,0.015152,0.0392,0.102564,0.5,0.026022,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.22,0.45,1,1,1,0.043502,0.8421,0.022727,0.182191,0.065178,0.5294,0.197125,0.4706,0.52778,0.0736,0.210812,0.036787,0.00594,0.000797,0,0,0.037555,0.25,0,0,0.007407,0.039225,0.046618,0.098266,0.100119,0,0,0,0,0.014825,0.231575,0.0375,0.06315,0.019594,0.13235,0,0,0.356384,0.329088,0.065841,0.019296,0.061831,0,0,0.272006,0,0.391892,0,0.5669,0,0.402062,0,0.036302,0,0,0,0.062367,0,0.064738,0,0.138387,0,0,0.000759,0.000759,0,0.743486,0.894737,0,0.189935,Director
