total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_hume_all,inter_vt_sent,inter_vt_received,inter_vt_all,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
0,0,0,0,0,0.000963391,0.008583691,1,0.002057613,1,0.000648088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0.0006035,0.5,0.002053388,0.5,0,0.422931695,0,0.065775769,0,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011764706,0.5,0,0.200787402,0,0.002013478,0,0,0,0.371134021,0,0,0,0.718844678,0,0.010309278,0,2.75E-06,0,0,0,0,0,0,0,0.017169045,0,0,3.57E-08,3.57E-08,0,0.586333491,0.736842105,0,0.001623377,Research
0.001006543,0.002724796,0.5,0.004048583,1,0.007707129,0.034334764,0.5,0.014403292,0.875,0.005832793,0,0,0,0,0,0,0.015151515,0.5,0.076923077,0.375,0.029739777,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.94,0.94,1,1,1,0.001087548,1,0,0,0.007845504,0.8125,0.006160164,0.1875,0.066666667,0.035949194,0.020554066,0.023399511,2.60E-05,0.000145414,0.001175088,0.5,0.002209131,0.1875,0.001792115,0.5,0.002777778,0.1875,0.001226288,0.009634393,0.007534024,0,0,0,0,0,0,0,0,0.005079826,0.4375,0,0,0.085496183,0.158464567,0.007053616,0.02171423,0,0,0,0.134020619,0,0,0,0.450392306,0,0.010309278,0,1.58E-11,0,0,0,0,0,0,0,0.021628299,0,0,3.25E-14,3.25E-14,0,0.935812411,1,0,0.001623377,GradStudent
0.535480624,0.242506812,0.0836,0.222672065,0.1034,0.350192678,0.463519313,0.1486,0.369341564,0.4938,0.580362929,0.25872093,0.4182,0.197101449,0.1528,0.180722892,0.1685,0.289772727,0.2105,0.615384615,0.1569,0.319702602,0.5621,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.53,0.65,0.95,0.93,0.94,0.379010332,0.655075,0.556060606,0.397986558,0.31985516,0.729025,0.404517454,0.270975,0.339393333,0.095552112,0.285402402,0.072988989,0.008994578,0.00388432,0.079905993,0.0639,0.100883652,0.18845,0.093189964,0.048875,0.047222222,0.07015,0.505274656,0.338895954,0.580362919,0,0,0,0,0.21967655,0.3064,0.28125,0.0423,0.228592163,0.433275,0.564705882,0.066025,0.513574011,0.318188218,0.445891052,0.13853955,0.770166001,0.487044841,0.146489773,0.324599084,0.168091168,0.293995859,0.8988622,0.978015938,0.402985075,0.742268041,0.161906437,0.175695717,0,0,0.54369092,0.429488376,0.005074966,0.029404773,0.311707082,0.421063865,0.001759781,0.001759781,0.004557199,0.004557199,0.477272727,0.430956892,0.578947368,0.40625,0.724025974,PM
0.044791142,0.073569482,0.3034,0.08097166,0.4494,0.032755299,0.115879828,0.3971,0.047325103,0.6765,0.050874919,0,0,0,0,0,0,0.013257576,0.1029,0.051282051,0.2857,0.011152416,0.4286,0.090909091,0.0224,0.090909091,1,0.125,1,0,0,0,0,0,0,0.35,0.28,0.32,0.85,0.71,0.79,0.037520392,0.775275,0.03030303,0.259295584,0.038020519,0.926475,0.01026694,0.073525,0.09418,0.055366834,0.072660515,0.083717916,0.00359092,0.00635012,0.022326675,0.213475,0.013254786,0.2647,0.014336918,0.0899,0.003703704,0.058825,0.048525952,0.036394509,0.058411788,0,0,0,0,0.045822102,0.76405,0.01875,0.0337,0.021044993,0.426475,0.058823529,0.073525,0.176573177,0.272695692,0.079368364,0.115988438,0.000712695,0,0,0.38365243,0,0.636363636,0,0.785477819,0,0.144329897,0,0.000437948,0,0,0,0.001365968,0,0.043860828,0,0.048801276,0,0,1.83E-06,1.83E-06,0,0.536594031,0.684210526,0,0.01461039,GradStudent
0.030699547,0.038147139,0.2295,0.038461538,0.3115,0.045761079,0.077253219,0.1895,0.062757202,0.6421,0.050550875,0,0,0,0,0,0,0.051136364,0.2842,0.128205128,0.1852,0.059479554,0.5926,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.84,0.85,0.95,0.87,0.9,0.026644916,0.803275,0.018181818,0.226988202,0.045262523,0.789475,0.041067762,0.210525,0.116193333,0.091505501,0.06958301,0.073591125,0.002656664,0.002565876,0.019976498,0.2787,0.005891016,0.0842,0.025089606,0.2295,0.005555556,0.06315,0.030964866,0.047339595,0.054037031,0,0,0,0,0.033692722,0.819675,0.01875,0.049175,0.033381713,0.4842,0,0,0.271238477,0.370576046,0.445190588,0.250039138,0.019819415,8.57E-06,0.287313433,0.458459673,0.833333333,0.507352941,0.774228675,0.908603523,0.059701493,0.175257732,0.007014436,0.019870211,0,0,8.49E-06,0.018874516,0.004962131,0.027714681,0.050127022,0.088138381,0.000154539,0.000154539,0.000618412,0.000618412,0.554102977,0.463879678,0.578947368,0.03125,0.030844156,GradStudent
0,0.005449591,0,0.004048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087548,0,0,0,0,0,0,0,0.066666667,0,0.022788204,0,1.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001347709,0,0,0,0,0,0,0,0.333842239,0,0.022292911,0,0,0,0,0.582474227,0,1,0,0.746904512,0,0.020618557,0,1.80E-05,0,0,0,0,0,0.19047619,0,0.018114354,0,0,3.42E-07,3.42E-07,0,0.564306016,0.684210526,0,0.001623377,GradStudent
0.028183191,0.070844687,0.4643,0.058704453,0.5179,0.120905588,0.424892704,0.3944,0.219135802,0.8486,0.099481529,0.001162791,0.0357,0.005797101,1,0.004819277,1,0.011363636,0.0239,0.102564103,0.6667,0.018587361,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.11,0.18,0.8,0.17,0.28,0.026101142,0.85715,0.012121212,0.164825338,0.150271575,0.992025,0.004106776,0.007975,0.09106,0.040378135,0.171789225,0.148736109,0.011221524,0.010176461,0.022326675,0.339275,0.08910162,0.482075,0.016129032,0.160725,0.003703704,0.015925,0.0265941,0.11700578,0.099481257,0,0,0,0,0.018867925,0.5,0,0,0.019593614,0.107575,0.023529412,0.007975,0.243693202,0.419895222,0.112744123,0.13021105,0.004017827,0,0,0.228678538,0,0.345454545,0,0.809047511,0,0.113402062,0,7.83E-05,0,0,0,0.009587682,0,0.034474532,0,0.066994268,0,0,1.87E-06,1.87E-06,0,0.52096163,0.684210526,0,0.012987013,GradStudent
0.500251636,0.465940054,0.172,0.441295547,0.2193,0.335741811,0.570815451,0.1908,0.282921811,0.3945,0.547958522,0,0,0,0,0,0,0.274621212,0.208,0.487179487,0.131,0.304832714,0.5655,0,0,0,0,0,0,0.428571429,0.0043,0.428571429,1,0.428571429,1,0.59,0.52,0.56,0.78,0.75,0.77,0.306144644,0.5664,0.653030303,0.500302882,0.271575136,0.645625,0.507186858,0.354375,0.143746667,0.072568312,0.122028267,0.0684272,0.004078196,0.053111069,0.126909518,0.10865,0.043446244,0.08465,0.121863799,0.0684,0.026851852,0.0416,0.472032399,0.32491185,0.547958581,0,0,0,0,0.533018868,0.795775,0.65625,0.105625,0.355587808,0.703025,0.705882353,0.086075,0.286953272,0.259108214,0.253108803,0.082800369,0.236659424,0.111739264,0.202425373,0.379152348,0.316666667,0.447397564,0.904580153,0.969754768,0.23880597,0.463917526,0.113569138,0.107109518,0,0,0.10987866,0.359583321,0.005962795,0.038790939,0.233457913,0.285250759,0.00377725,0.00377725,0.008536866,0.008536867,0.474255833,0.434628138,0.526315789,0.265625,0.230519481,Director
0.082033216,0.122615804,0.2761,0.085020243,0.2577,0.059248555,0.111587983,0.2114,0.100823045,0.7967,0.092676604,0.023837209,0.2515,0.057971014,0.4878,0.040963855,0.4146,0.045454545,0.1951,0.153846154,0.25,0.063197026,0.7083,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.88,0.72,0.88,0.9,0.89,0.058727569,0.662575,0.083333333,0.389332795,0.070006035,0.9431,0.014373717,0.0569,0.130926667,0.143336627,0.052824334,0.084696489,0.001028918,0.002171553,0.03172738,0.16565,0.006627393,0.073175,0.032258065,0.110425,0.006481481,0.0569,0.077406277,0.057336705,0.092676527,0,0,0,0,0.083557951,0.760725,0.00625,0.006125,0.02394775,0.2683,0.035294118,0.0244,0.163798998,0.42769349,0.045211497,0.198835055,0.116397188,0.001291288,0.324626866,0.330200121,0.666666667,0.32798574,0.779320424,0.959557832,0.059701493,0.350515464,0.007640158,0.035291637,0,0,0.001308471,0.102743259,0.004494382,0.030205726,0.056599048,0.140474975,0.000198767,0.000198767,0.000639826,0.000639826,0.550482703,0.439246802,0.578947368,0.03125,0.123376623,Research
0.119275289,0.125340599,0.1941,0.109311741,0.2278,0.259152216,0.236051502,0.1022,0.348765432,0.6301,0.251134154,0.014534884,0.1055,0.031884058,0.44,0.028915663,0.48,0.331439394,0.3253,0.384615385,0.0857,0.3866171,0.5943,0,0,0,0,0,0,0.428571429,0.0056,0.428571429,1,0.428571429,1,0.91,0.63,0.71,1,1,1,0.095704187,0.742625,0.092424242,0.296968298,0.162945081,0.50185,0.550308008,0.49815,0.222533333,0.087391222,0.192310545,0.045972933,0.025150593,0.001102625,0.01880141,0.0675,0.069955817,0.176575,0.028673835,0.0675,0.047222222,0.0948,0.112547587,0.250791908,0.251134122,0,0,0,0,0.049191375,0.308025,0.26875,0.181425,0.183599419,0.47025,0.388235294,0.06135,0.282273113,0.267482364,0.096515411,0.068822582,0.341220752,0.263774439,0.291618829,0.433195876,0.397435897,0.487588652,0.915450644,0.972936031,0.194029851,0.515463918,0.134066664,0.197911757,0,0,0.225518614,0.291096227,0.003329024,0.029519413,0.133108578,0.247212962,0.003082266,0.003082266,0.010062238,0.010062238,0.468624296,0.433207011,0.526315789,0.234375,0.493506494,Director
