@relation Month12

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {Research,GradStudent,PM,Director,Operations,Outreach}

@data
0,0,0,0,0,0.005299,0.021459,0.4545,0.009259,0.8182,0.003564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,1,0,0,0,0,0,0.006035,0.9091,0.002053,0.0909,0,0.569036,0,0.044882,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726,0.0909,0.047059,0.363625,0,0.328561,0,0.045607,0,0,0,0.546392,0,0,0,0.611407,0,0.010309,0,0.000006,0,0,0,0,0,0,0,0.018125,0,0,0,0,0,0.689365,0.842105,0,0.001623,Research
0.002516,0.008174,0.6,0.008097,0.8,0.016859,0.025751,0.1714,0.028807,0.8,0.012962,0,0,0,0,0,0,0.05303,0.8,0.102564,0.1429,0.085502,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,1,0.91,0.93,1,0.91,0.93,0.002719,1,0,0,0.017502,0.828575,0.01232,0.171425,0.066667,0.033835,0.042419,0.025799,0.000762,0.000161,0.001175,0.2,0.001473,0.05715,0.001792,0.2,0.000926,0.028575,0.002538,0.017441,0.013856,0,0,0,0,0.001348,0.4,0,0,0.013788,0.54285,0.035294,0.085725,0.237761,0.20045,0.131723,0.063176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GradStudent
0.172622,0.171662,0.1837,0.222672,0.3207,0.394027,0.549356,0.1565,0.472222,0.5611,0.376215,0.101163,0.5073,0.124638,0.2471,0.144578,0.3448,0.200758,0.1296,0.564103,0.2075,0.241636,0.6132,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.45,0.5,0.91,0.91,0.91,0.116911,0.626825,0.193939,0.430582,0.368739,0.74695,0.425051,0.25305,0.136927,0.087862,0.172317,0.065749,0.007026,0.003287,0.038778,0.0962,0.076583,0.12715,0.039427,0.06415,0.033333,0.044,0.162884,0.381316,0.376215,0,0,0,0,0.113881,0.4927,0.18125,0.08455,0.300435,0.5061,0.647059,0.067225,0.297664,0.281058,0.285793,0.099073,0.121027,0.133395,0.114428,0.359107,0.171429,0.394419,0.591186,0.735331,0.223881,0.556701,0.006127,0.007858,0,0,0.135377,0.114001,0.005746,0.033413,0.193457,0.413097,0,0,0.000003,0.000003,0.725664,0.573188,0.736842,0.15625,0.371753,PM
0.034726,0.070845,0.3768,0.072874,0.5217,0.047206,0.218884,0.5204,0.072016,0.7143,0.054115,0.020349,0.5072,0.04058,0.4,0.043373,0.5143,0.001894,0.0102,0.025641,1,0.003717,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.16,0.15,0.62,0.49,0.54,0.034802,0.927525,0.007576,0.083624,0.057936,0.9796,0.004107,0.0204,0.076667,0.039157,0.06847,0.057866,0.002081,0.001173,0.012926,0.159425,0.013255,0.183675,0.001792,0.0145,0.002778,0.0306,0.035026,0.048834,0.057847,0,0,0,0,0.018868,0.4058,0.025,0.057975,0.024673,0.34695,0.082353,0.071425,0.142907,0.276715,0.036332,0.123814,0.04854,0,0,0.332842,0,0.47619,0,0.583443,0,0.072165,0,0.00002,0,0,0,0.049457,0,0.045163,0,0.069229,0,0,0,0,0,0.722406,0.842105,0,0.006494,GradStudent
0,0,0,0,0,0.002408,0.017167,0.8,0.005144,1,0.00162,0,0,0,0,0,0,0.001894,0.2,0.025641,1,0.003717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0,0,0,0.001811,0.6,0.004107,0.4,0,0.101504,0,0.035547,0,0.000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001451,0.4,0,0,0,0.247244,0,0.052308,0.000041,0,0,0.412371,0,0.666667,0,0.676102,0,0.030928,0,0.000021,0,0,0,0.000049,0,0.034871,0,0.022254,0,0,0,0,0,0.623401,0.789474,0,0.003247,GradStudent
0.003523,0.010899,0.5714,0.006073,0.4286,0.003372,0.021459,0.7143,0.006173,0.8571,0.004537,0,0,0,0,0,0,0.005682,0.4286,0.025641,0.3333,0.007435,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.71,0.86,1,1,1,0.002175,0.571425,0.004545,0.494505,0.003018,0.714275,0.004107,0.285725,0.116667,0.095863,0.080301,0.048988,0.000463,0.000585,0,0,0.002946,0.571425,0,0,0.003704,0.571425,0.00368,0.003613,0.005023,0,0,0,0,0.003369,0.714275,0,0,0.002177,0.428575,0,0,0.238459,0.325084,0.034804,0.088321,0.000051,0,0,0.53866,0,0.833333,0,0.62242,0,0.041237,0,0.000052,0,0,0,0.000045,0,0.054844,0,0.022087,0,0,0,0,0,0.677167,0.842105,0,0.003247,GradStudent
0.02919,0.081744,0.5172,0.068826,0.5862,0.110308,0.446352,0.4541,0.187243,0.7948,0.093001,0.004651,0.1379,0.014493,0.625,0.009639,0.5,0.041667,0.0961,0.205128,0.3636,0.052045,0.6364,0,0,0,0,0,0,0.142857,0.0044,0.142857,1,0.142857,1,0.47,0.14,0.2,0.66,0.25,0.33,0.029364,0.931025,0.006061,0.079586,0.136391,0.9869,0.00616,0.0131,0.082267,0.039725,0.122996,0.139448,0.052216,0.012469,0.017626,0.258625,0.064801,0.384275,0.005376,0.051725,0.003704,0.017475,0.028461,0.110308,0.096101,0,0,0,0,0.022911,0.5862,0.0125,0.034475,0.025399,0.15285,0.035294,0.0131,0.164675,0.318468,0.056778,0.084506,0.008715,0,0,0.290951,0,0.583333,0,0.626916,0,0.185567,0,0.00021,0,0,0,0.011694,0,0.055921,0,0.071508,0,0,0,0,0,0.672312,0.842105,0,0.029221,GradStudent
0.456467,0.501362,0.2029,0.437247,0.2381,0.398362,0.579399,0.1632,0.311728,0.3664,0.561892,0.384884,0.7299,0.457971,0.2387,0.392771,0.2462,0.3125,0.1995,0.564103,0.1333,0.334572,0.5455,0,0,0,0,0,0,0.142857,0.0012,0.142857,1,0.142857,1,0.5,0.49,0.49,0.74,0.74,0.74,0.278956,0.5656,0.59697,0.501226,0.328908,0.659,0.579055,0.341,0.134373,0.067754,0.134726,0.059117,0.01174,0.003024,0.072855,0.06835,0.021355,0.035075,0.05914,0.036375,0.013889,0.01815,0.445075,0.398363,0.580622,0,0,0,0,0.50876,0.832425,0.48125,0.0849,0.431785,0.719475,0.894118,0.0919,0.246618,0.261261,0.127117,0.093822,0.156139,0.253225,0.158752,0.356842,0.418182,0.415796,0.620961,0.777414,0.164179,0.453608,0.007104,0.005324,0,0,0.263222,0.123274,0.00984,0.035587,0.159115,0.393192,0,0,0.000006,0.000006,0.690869,0.54216,0.736842,0.15625,0.175325,Director
0.044288,0.095368,0.3977,0.058704,0.3295,0.027938,0.094421,0.3793,0.037037,0.6207,0.04731,0.001744,0.0341,0.008696,1,0.00241,0.3333,0.037879,0.3448,0.128205,0.25,0.04461,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.86,0.64,0.88,0.9,0.88,0.032626,0.681825,0.042424,0.367121,0.028968,0.827575,0.020534,0.172425,0.130373,0.113007,0.071056,0.065471,0.002068,0.003241,0.003525,0.0341,0.007364,0.172425,0,0,0.008333,0.155175,0.043182,0.027938,0.048888,0,0,0,0,0.03841,0.647725,0.03125,0.056825,0.023948,0.568975,0,0,0.241036,0.298534,0.056394,0.22219,0.016917,0,0,0.408444,0,0.490476,0,0.727961,0,0.216495,0,0.001253,0,0,0,0.017861,0,0.028233,0,0.07476,0,0,0,0,0,0.578991,0.736842,0,0.045455,Research
0.087066,0.084469,0.1792,0.095142,0.2717,0.220135,0.206009,0.105,0.270576,0.5755,0.204148,0,0,0,0,0,0,0.333333,0.3851,0.410256,0.0909,0.35316,0.5398,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.71,0.77,0.99,0.99,0.99,0.070691,0.75145,0.065152,0.286786,0.140616,0.50985,0.459959,0.49015,0.167147,0.088068,0.083601,0.043101,0.002514,0.000752,0.007051,0.034675,0.040501,0.12035,0.010753,0.034675,0.037963,0.089725,0.082154,0.213033,0.204148,0,0,0,0,0.080189,0.68785,0.125,0.1156,0.181422,0.54705,0.4,0.0744,0.229261,0.25395,0.21172,0.085115,0.21869,0.034633,0.170149,0.45723,0.4,0.578078,0.615584,0.780311,0.149254,0.381443,0.006353,0.005708,0,0,0.045091,0.125313,0.009421,0.030342,0.116803,0.283526,0,0,0.000006,0.000006,0.696903,0.540147,0.736842,0.140625,0.293831,Director
