pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_hume_all,inter_vt_sent,inter_vt_received,inter_vt_all,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,time_seg,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,time_seg.1,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,fg_current_flow_closeness_centrality,fg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_square_clustering,fg_square_clustering,fg_eccentricity,pg_hubs,pg_authorities,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,pg_num_cliques,fg_num_cliques,pg_degree,fg_degree,Status
apoetter,-0.31781435992655593,-0.15856585310523943,1.3759984539195615,-0.4092078320907134,0.2656126628139097,-0.8386370890147677,-0.7438839036414574,-0.14044243923537036,-0.8066900970527088,-1.4821597617126985,-0.7046923415653398,-0.34351345002214423,-0.09631257226109197,-0.29558229056967755,1.629049821704464,-0.16640168663033744,1.9920080823817197,-0.3981491269269936,1.8538840447200733,-0.12765864237082664,1.8197049548147999,-0.2683890799738834,1.4466899038567975,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.09888540539747478,1.203366215890392,0.3761348766309304,0.5255482169936718,0.6298513922565613,0.7853813929382417,-0.2349070067489432,1.1332247924412842,-0.599809208610633,-0.6685941603425942,-0.7999440186913469,-0.7045542808072427,-0.6409770773721873,0.704541150756219,0.23054435508550802,-0.18762180934417919,0.0,-0.6314910358105417,-0.8176440039270506,-0.3962865282531532,-0.2059187308657521,0.29731351357933317,2.3261540965323317,-0.5686233013415193,1.7453749808648888,-0.03330328598927726,0.9356550998888095,-0.27714828874829256,2.615766524384297,0.6852506330478988,-0.5078798432434204,0.14458718495235073,-0.2748110009121493,-0.5500080441768471,-0.5743218853413007,3.2152441673247103,-0.5583617816089573,-0.4439845519027937,-0.4116782016146413,-0.3230786574183755,-0.6431774696891163,2.060422051405612,-0.6156915517988871,-0.512485947909482,0.0,2.2995409892972796,-2.5833694810730474,5.339500974791028,-0.8272028496297155,1.4321112831153544,-0.1767766952966369,1.7253128833503055,-0.016685549508686504,0.0,-0.08514480922639545,2.771393210800484,0.8701609120729012,1.7253128833503055,0.7582819977792722,0.9913743302599994,0.7771018412266086,2.0351472301483917,0.7459001956439423,0.0,1.0708767283904115,0.0,-0.25932865146986206,-0.3981491269269936,-0.23641091275716689,-0.27049787894645405,1.3716711798886172,-1.0537692662399194,1.7253128833503055,0.4193050165627649,1.7253128833503055,0.758281997779272,PM
arog3632,1.0118400646424979,1.6322955466715823,-0.17923238462996774,0.6641241865078791,-0.5291600407947177,0.8503662790709183,1.4834176090160056,0.6738567745202232,0.7708372038503662,-0.3093205834200175,1.1481259993840105,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,-0.663581878211656,-0.7296114101479019,-0.8085047350152355,-0.8896004197326581,-0.720412793614108,-0.9482318463368135,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.8463656351736621,-1.2761058294658953,-0.9439772065124641,0.12776139309307397,-2.180465930927398,-0.11728758041988865,1.0315481600714462,0.7926458797103156,0.5634571353615038,-0.08236760071714319,1.1658616499458194,0.9234848418229361,-0.8177983400955493,-0.9234911439968186,-0.12248613496283556,-0.14907265278927834,0.0,0.6684463109443861,1.342112425665591,0.7122939101739646,0.09529640059627714,0.004574054055066664,-0.39920269690672994,0.335523066008971,0.05047612083162272,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,0.9342911811175497,0.7786292465679229,1.0724131796231935,-0.06789448257829571,-0.5500080441768471,-0.2546992708904898,-0.6795626473525416,1.7007571508778587,0.5202893849760806,-0.4116782016146413,-0.3230786574183755,1.1511227534435977,0.12688149853068087,1.2607017489215309,0.5799625965630839,0.0,0.3155064761917692,0.12742265075579823,-0.14202833676558504,0.7938866660273731,-0.059834599159276865,-0.1767766952966369,-0.3981491269269936,0.15254434460270003,0.0,-0.9771944050892538,-0.34006317916269,-1.800416393733244,-0.3981491269269936,-0.5897748871616558,0.9876607896931477,0.04803405181028676,-0.419558942887248,-0.5945396846844123,0.0,-0.4435655408010705,0.0,-0.5215158055110719,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.007104062469031536,-0.3981491269269936,-0.4193050165627649,-0.3981491269269936,-0.589774887161656,GradStudent
bdeird7,0.04155170076778293,0.4383879468203678,0.330816438765308,0.23479137906844208,0.03838874798023862,1.788701483562966,1.7618302980981886,-0.08443670409829579,2.0615413591347003,0.3406234195908768,1.1029353081413433,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,-0.663581878211656,-0.7296114101479019,-0.8085047350152355,-0.8896004197326581,-0.720412793614108,-0.9482318463368135,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,0.3994347477866501,-0.4411815692949006,-0.08978703506673823,0.5255482169936718,-1.8730874737041527,-0.09353313375256944,-0.030640044358557807,0.3388584410540777,0.36957941136614764,0.6987208314220162,1.5932107083452034,0.24524374333520352,1.8345206007548809,-0.24525289000270314,-0.12248613496283556,-0.18762180934417919,0.0,1.0307534803959162,1.516003507303203,1.8116201558217262,-0.0931715914088702,1.1755318921521327,1.543413781207975,2.8219255762228195,1.3640914123517325,0.42342749329223944,0.6911118751043025,-0.04974456464712944,-0.45678310948203404,-0.026283116841900912,1.7532465944991604,1.0260243154267985,-0.1713527417452225,1.4349833934538794,-0.15881248655524655,-0.16566452597151526,0.4685104604305045,1.0354380330727635,2.5158112320894745,1.0092147697701614,0.20119910590274917,-0.7345616150046671,-0.6156915517988871,-0.512485947909482,0.0,0.48874560462028177,1.0311235328862927,-0.1553152960735059,0.3443806946631924,-0.4533814634470578,-0.1767766952966369,-0.3981491269269936,-1.7849652594072583,0.0,-0.8497587485374167,-0.34006317916269,-1.4056354007010299,-0.3981491269269936,-0.012036222186972402,0.24735818763384887,0.3172759417923066,-0.419558942887248,-0.5619823149232419,0.0,-0.6245413121696621,0.0,-0.14838477406486436,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.6133173931598599,-0.3981491269269936,-0.251583009937659,-0.3981491269269936,-0.012036222186972572,GradStudent
ccallsen,-0.49749739027372536,-0.9047581030122485,-1.2369565839660723,-0.8385406395301503,-1.0970494951091547,-0.8011036808350858,-0.7438839036414574,-0.8121083419224436,-0.7110823818464619,1.1428160178143398,-0.7950737240506739,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,-0.663581878211656,-0.7296114101479019,-0.8085047350152355,-0.8896004197326581,-0.720412793614108,-0.9482318463368135,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-1.0955257117657247,-1.3267072997792888,-1.099284510411687,-1.2423932225645409,0.6298513922565613,-1.2575010204512114,-0.43917396913932855,-1.250112595459125,-0.599809208610633,-0.6685941603425942,-0.7999440186913469,-1.2473425242921443,-0.46415581464882527,1.2473271178268817,-0.6520318700353509,2.7732021183080358,0.0,-0.8111125450831963,-0.7338153202978109,-0.5008627182179444,-0.20598278851448035,-0.4345351352313331,-0.6087552222691561,-0.6816415972603306,-1.001624792284651,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,-0.5599521073003559,-0.8899329000569199,-0.8945753311727029,-0.2748110009121493,-0.9470063317029924,-0.5743218853413007,-0.8418462646307603,-0.6610490058129036,-0.9988026974027214,-0.4116782016146413,-0.3230786574183755,-0.8542716135870826,-1.1854073138368444,-0.6156915517988871,-0.512485947909482,0.0,0.5213145607648421,0.8900464165944737,-0.314278091004044,-0.8137109101040958,-0.9388317573141817,-0.1767766952966369,-0.3981491269269936,0.9503424168420946,0.0,0.9343404431882993,-0.34006317916269,-0.3833123667216598,-0.3981491269269936,-0.782354442153217,-0.6100740033211249,-0.6005666317298117,-0.419558942887248,-0.5992830863406741,0.0,-0.7110108691314837,0.0,0.29575956493480127,1.7253128833503055,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.9922007248416275,-0.3981491269269936,-0.5870270231878709,-0.3981491269269936,-0.7823544421532171,Director
cheadley,-0.3896875720654237,-0.6062812030494449,0.5051005397922798,-0.4092078320907134,1.1741676566091126,-0.5759032317569943,-0.5350743868298202,-0.3644653797836683,-0.5198669514339679,-0.023723218607475692,-0.5917156134586721,-0.1949670932558116,1.222325564130595,-0.06488391744212434,1.629049821704464,-0.16640168663033744,0.675337037373023,-0.663581878211656,-0.7296114101479019,-0.8085047350152355,-0.8896004197326581,-0.720412793614108,-0.9482318463368135,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,1.3960750541549,0.6467500424430621,1.049133193527563,0.967533576883225,-0.3361951875879248,0.714118052936284,-0.31661379170509735,1.1332247924412842,-0.599809208610633,-0.6685941603425942,-0.6717393011715317,-0.8855922312437184,0.06630797352126075,0.8855783419327568,-0.12248613496283556,-0.18762180934417919,0.0,-0.37639637640927465,-0.3565862439662322,-0.4399661648304182,-0.20206932558244067,-0.4345351352313331,-0.6087552222691561,-0.22956841358508545,1.43990860609066,-0.33779047217695507,-0.5308709857753993,-0.04974456464712944,0.8081547321605217,-0.3731716962481177,-0.4396560830981527,-0.5048893876258078,-0.1713527417452225,-0.6823408066855622,1.5671496314791322,-0.24680633461062468,-0.5583617816089573,-0.0741982579270919,-0.4116782016146413,-0.3230786574183755,-0.537630397740133,-0.10357238640153357,-0.6156915517988871,-0.512485947909482,0.0,0.15281233818934012,-1.0363859300110414,-0.18730374928174628,-0.5539910742359175,-0.8507728028830834,-0.1767766952966369,-0.3981491269269936,-0.4034967360489994,0.0,-0.29367588358394675,-0.34006317916269,0.16472539733165514,-0.3981491269269936,0.7582819977792722,0.8886120568522914,0.4902043956975108,-0.419558942887248,0.5238375792980939,0.0,0.6549235067965744,0.0,-0.2597896311707371,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,-0.8264392672308585,-0.3981491269269936,0.4193050165627649,-0.3981491269269936,0.758281997779272,Research
cthomp,-0.49749739027372536,-0.9047581030122485,-1.2369565839660723,-0.8385406395301503,-1.0970494951091547,0.28736515637568966,-0.6742807313709117,-1.9032128797008443,0.6752294886441192,1.1428160178143398,-0.13980870103200127,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,-0.663581878211656,-0.7296114101479019,-0.8085047350152355,-0.8896004197326581,-0.720412793614108,-0.9482318463368135,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-1.0955257117657247,-1.3267072997792888,-1.099284510411687,-1.2423932225645409,0.6298513922565613,-1.2575010204512114,-0.43917396913932855,-1.250112595459125,-0.599809208610633,-0.6685941603425942,-0.030715713572455724,-0.39913414140182113,1.480878075308157,0.3994478987194997,-0.6520318700353509,0.3453158388802551,0.0,-0.8111125450831963,-0.7359359864015268,-0.5008627182179444,-0.20595045185166808,-0.4345351352313331,-0.6087552222691561,0.674577953765405,1.0586250375775037,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,-0.5599521073003559,0.19384246410674566,-0.24974251608847828,-0.2748110009121493,-0.9470063317029924,-0.5743218853413007,-0.8418462646307603,-0.6610490058129036,-0.9988026974027214,-0.4116782016146413,-0.3230786574183755,-0.8542716135870826,-1.1854073138368444,-0.6156915517988871,-0.512485947909482,0.0,-1.2956174181933966,0.6620122846572685,-0.32018205646566644,-0.7889941963930642,0.6788885042276191,-0.1767766952966369,-0.3981491269269936,-0.7516268039352809,0.0,-0.4674517788819062,-0.34006317916269,0.668063170011895,-0.3981491269269936,-0.3971953321700947,-0.0187680097999881,-0.3799331120679912,-0.419558942887248,-0.5488950018413319,0.0,-0.5955725050218539,0.0,-1.0713402290819065,1.7253128833503055,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.6133173931598599,-0.3981491269269936,-0.251583009937659,-0.3981491269269936,-0.39719533217009484,Director
deannac,0.5806007918092913,0.8861032967645732,-0.1917745688118187,2.5961218199853455,0.7197198269417708,0.9254330954302821,0.9265922308516399,-0.09934470553766109,0.9620526342628601,-0.03579810719330049,0.9221725431706751,3.667238182668837,1.975590889097434,2.242099813833408,0.2826115397632098,4.218772172804437,0.7693473499866438,0.663581878211656,-0.20257833735483502,0.5531874502735822,0.19412173008632522,1.0876820609467905,0.9677055538180753,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,1.0721669545852188,-0.23877568804132612,0.4279039779306714,0.9012357728997921,-0.07272793853942865,0.8566447329401994,0.5413074503345212,0.6565573148612024,0.5634571353615038,0.15187688182038842,0.7812474973863739,0.19249527576198575,1.1272355498614328,-0.19250464365270473,-0.12248613496283556,-0.1513820492649177,0.0,0.25422882025806626,0.5777492006826989,-0.07797680452633546,-0.13563006092677318,-0.4345351352313331,-0.6087552222691561,-0.11655011766627414,-0.44123683856214496,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,0.5073609695617471,0.856595359661935,0.8404526217269043,0.552855072423265,1.4349833934538794,1.119677971247997,0.15890270858492236,0.9819465814502354,0.48061988757283586,1.0520665152374167,0.009744831894289785,0.7289344656476651,-0.1918589451361284,2.19889839928174,1.0569471723187112,0.0,-0.23599527811123056,-0.011814613943791788,-0.22884884030835204,0.0680762833880638,0.17554282308266952,-0.1767766952966369,-0.3981491269269936,-0.07793065404423635,0.0,-0.17010191359428684,-0.34006317916269,0.8185911434090579,-0.3981491269269936,0.5657024427877112,0.6750016003249655,0.5310469629145059,-0.419558942887248,0.451291751284699,0.0,0.6550377432540481,0.0,-0.7750408797864482,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,-0.9779925999035652,-0.3981491269269936,0.4193050165627649,-0.3981491269269936,0.5657024427877109,Operations
example,-0.3896875720654237,-0.6062812030494449,0.5051005397922798,-0.4092078320907134,1.1741676566091126,-0.8386370890147677,-0.6742807313709117,1.8741523498680284,-0.7588862394495853,1.1428160178143398,-0.7498830328080068,-0.1949670932558116,1.222325564130595,-0.06488391744212434,1.629049821704464,0.14682501761500363,1.9920080823817197,-0.3981491269269936,1.8538840447200733,-0.12765864237082664,1.8197049548147999,-0.2683890799738834,1.4466899038567975,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,1.3960750541549,1.203366215890392,1.489170554575361,0.967533576883225,0.6298513922565613,1.1179436462807109,-0.31661379170509735,1.1332247924412842,-0.599809208610633,-0.6685941603425942,-0.7572091128514086,0.9234848418229361,-0.8177983400955493,-0.9234911439968186,-0.2990013799870074,1.5888370180706015,0.0,1.3647623150076469,-0.609070255373347,2.497530822812943,-0.20204778819650027,-0.4345351352313331,-0.6087552222691561,-0.5686233013415193,1.7453749808648888,-0.33779047217695507,-0.5308709857753993,-0.27714828874829256,2.615766524384297,-0.4105277784585653,-0.9445119081731342,-0.829627673914887,-0.2748110009121493,-0.9470063317029924,-0.5743218853413007,-0.8418462646307603,-0.45567455740501117,0.8506835906212875,-0.4116782016146413,-0.3230786574183755,-0.6431774696891163,2.060422051405612,-0.6156915517988871,-0.512485947909482,0.0,-0.41209786320798314,-1.6639358611022328,-0.30553928498346794,-0.8223240679262548,-0.8815058556953835,-0.1767766952966369,-0.3981491269269936,1.836784719330311,0.0,2.208697008706668,-0.34006317916269,-1.4306441513908534,-0.3981491269269936,-0.9749339971447781,-1.7769468359344238,-0.7471887812574866,-0.419558942887248,-0.6716937103331931,0.0,-0.796308040117339,0.0,-1.343398195562442,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.689094059496214,-0.3981491269269936,-0.7547490298129769,-0.3981491269269936,-0.9749339971447782,GradStudent
fnguyen,-0.49749739027372536,-0.9047581030122485,-1.2369565839660723,-0.8385406395301503,-1.0970494951091547,-0.5008364153976305,-0.25666169774763736,0.7753923518910345,-0.47206309383084444,-0.2888457723397071,-0.6143109590800055,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,-0.13271637564233119,0.20974753724209377,-0.12765864237082664,0.465052267541071,-0.2683890799738834,0.24922902875999195,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-1.0955257117657247,-0.4158808341382038,-1.099284510411687,-1.2423932225645409,-1.3461529756071604,-1.2575010204512114,-0.43917396913932855,-1.250112595459125,-0.599809208610633,-0.6685941603425942,-0.37259496029196293,0.9234848418229361,-0.8177983400955493,-0.9234911439968186,-0.6520318700353509,0.5229617216217329,0.0,-0.8111125450831963,0.07816164775597219,-0.5008627182179444,-0.18823058549186497,-0.4345351352313331,-0.6087552222691561,-0.5686233013415193,-0.5022202335260647,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,-0.5599521073003559,-0.5533714465082851,-0.6943254669325422,-0.2748110009121493,1.037985105927734,-0.5743218853413007,2.8365823936755334,-0.6610490058129036,-0.9988026974027214,-0.4116782016146413,-0.3230786574183755,-0.4320833257911499,-0.0052237566346871565,-0.6156915517988871,-0.512485947909482,0.0,-1.2956174181933966,-0.5852929562879872,-0.32018205646566644,-0.5682555746434647,-0.92322637298462,-0.1767766952966369,-0.3981491269269936,0.5957654958468082,0.0,-1.6143726878484381,-0.34006317916269,-2.005845417256793,-0.3981491269269936,-0.9749339971447781,-1.4278417142791626,-0.7075988805893324,-0.419558942887248,-0.7155968492185365,0.0,-0.845763875186164,0.0,-0.9946597983750373,1.7253128833503055,-0.236410912770523,-0.27049787906551737,-0.395851414330272,1.3710840565233966,-0.3981491269269936,-0.5870270231878709,-0.3981491269269936,-0.9749339971447782,GradStudent
het,-0.3537509659959898,-0.45704275306804304,0.7227596944481531,-0.4092078320907134,0.6062782022946758,-0.5383698235773124,-0.4654712145592745,-0.14044243923537036,-0.5676708090370914,-0.9571646058072909,-0.546524922216005,-0.4920598067884769,-0.6614028385527941,-0.5262806636972308,-0.7273349909333626,-0.4796283908756785,-0.6413340076356735,0.13271637564233119,0.820485862772883,0.5531874502735822,0.9166934734781321,0.635658347306566,1.4466899038567975,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.1767766952966369,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,-0.17677669529663687,0.7731748626747438,0.6973515127564558,0.945594990928081,0.967533576883225,0.6298513922565613,1.1179436462807109,-0.31661379170509735,0.5373904454661819,-0.4059314846152769,0.35699464236113404,-0.6290043953315934,-0.7045542808072427,0.06630797352126075,0.704541150756219,0.05402911006133623,-0.18762180934417919,0.0,-0.37668312849942887,-0.07236708804233376,-0.26118988006404176,-0.1887717491220622,-0.4345351352313331,-0.6087552222691561,-0.6816415972603306,-1.001624792284651,-0.33779047217695507,-0.5308709857753993,-0.5045520128494557,-0.6376744263424406,-0.31091155923070496,-0.3714323229528849,-0.423704816053538,-0.2748110009121493,-0.5500080441768471,-0.5743218853413007,-0.03042817823966628,-0.352987333201065,1.0817653482220075,1.0520665152374167,2.175596187271304,-0.32653625384216667,0.437507368784384,-0.6156915517988871,-0.512485947909482,0.0,1.3029695082342903,-0.2804071758128167,-0.32018205646566644,1.189381937941601,-0.059834599159276865,-0.1767766952966369,-0.3981491269269936,-0.7516268039352809,0.0,-0.34001612233006934,-0.34006317916269,-1.19651700297306,-0.3981491269269936,-0.3971953321700947,-0.4160558855056297,0.1033688810004397,-0.419558942887248,-0.596841598898301,0.0,-0.4843848194194653,0.0,-0.6311304930375277,-0.3981491269269936,-0.236410912770523,-0.27049787906551737,-0.395851414330272,0.23443406147809237,-0.3981491269269936,-0.5870270231878709,-0.3981491269269936,-0.39719533217009484,Research
