pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_vt_sent,inter_vt_received,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
fnguyen,1001,176,0.1758,368,0.3676,1549,310,0.2001,1036,0.6688,2550,87,0.0869,51,0.5862,49,0.5632,140,0.0904,20,0.1429,92,0.6571,6,0.006,6,1.0,6,1.0,8,0.0052,8,1.0,6,0.75,27,40,91,69,846,0.8452,155,0.1548,1362,0.8793,187,0.1207,1.9705,1.1118,515.2387612387612,852.4777275661717,192547.10483123286,1172483.8557014873,756,0.7552,515,0.3325,107,0.1069,166,0.1072,1.046,1.6186,2.6646,303,381,0.3,0.25,378,0.3776,44,0.044,480,0.3099,47,0.0303,22.44855144855145,36.409296320206586,151.4421582413586,636.6007140948939,0.0018065685387624907,0.0002973706359212609,38.142857142857146,46.79411764705882,0.8939393939393939,0.7762096774193549,0.5364238410596026,0.6115107913669064,0.1728395061728395,0.4,98.34606414734002,0.016416678768622274,91639875016.17917,8.782721241682954e+16,0.11992930994255367,0.0003184011633085708,0.0018065685387624914,0.6351626016260162,0.3419828239972125,3.0,0.004149154205448759,0.004030712840923492,0.0005855389876685773,0.0005855389879012671,0.0005547738877582911,0.0005547738880267161,1.8414634146341464,3.0,1.6162790697674418,3.0,3.0,31.0,GradStudent
hayajs,162,23,0.142,56,0.3457,292,32,0.1096,216,0.7397,454,1,0.0062,1,1.0,1,1.0,73,0.25,9,0.1233,57,0.7808,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,85,90,89,88,0.5432,74,0.4568,240,0.8219,52,0.1781,1.9756,2.0337,180.3703703703704,760.0616438356165,59783.33196159121,596280.4071589416,35,0.216,72,0.2466,30,0.1852,63,0.2158,0.1559,0.281,0.437,55,116,0.34,0.4,123,0.7593,1,0.0062,111,0.3801,14,0.0479,33.26543209876543,47.342465753424655,402.88633592440215,1032.7114843310178,0.00014859943565492185,5.1440329218107e-05,47.33333333333334,53.555555555555564,0.9333333333333332,0.9281045751633988,0.5126582278481012,0.5592105263157895,0.07407407407407407,0.21176470588235294,81.78655628502979,0.0037066229522068643,22803057297.78711,2.9785757799104604e+16,0.0331223147165025,5.144032921810702e-05,0.00014859943565492196,0.7790262172284644,0.4667867966254402,3.0,0.002850135537334052,0.002809365684833446,0.0013355159285368431,0.0013355159269833189,0.0013682233500405315,0.0013682233485488432,1.9268292682926829,3.0,1.7674418604651163,2.0,2.0,16.0,GradStudent
het,1077,108,0.1003,321,0.2981,2277,148,0.065,1182,0.5191,3354,5,0.0046,5,1.0,5,1.0,667,0.2929,36,0.054,369,0.5532,3,0.0028,3,1.0,3,1.0,8,0.0035,6,0.75,7,0.875,85,83,93,95,632,0.5868,445,0.4132,1443,0.6337,834,0.3663,2.4257,3.0527,899.5273909006501,557.6855511638121,3021190.57236952,493092.31306747155,185,0.1718,336,0.1476,161,0.1495,274,0.1203,1.2791,2.7043,3.9834,425,1291,0.39,0.57,726,0.6741,70,0.065,1225,0.538,193,0.0848,29.484679665738163,38.390425999121646,543.3528293542101,995.4580198887919,0.003148931061712594,2.5205761316872432e-05,40.333333333333336,47.68888888888889,0.9883040935672516,0.7718715393133998,0.5664335664335665,0.6692913385826772,0.25925925925925924,0.5294117647058824,119.54669586390871,0.034605806823028204,270806625419.91986,1.621720968047412e+17,0.3086090961076011,2.5205761316872463e-05,0.0031489310617125953,0.5038745387453875,0.3362986200995985,2.0,0.007966706590352987,0.008281659107438503,0.006782366754814438,0.006782366756831204,0.006843818684894063,0.006843818687053586,1.7439024390243902,2.0,1.4767441860465116,2.0,4.0,51.0,Research
jacouch,549,47,0.0856,68,0.1239,410,40,0.0976,120,0.2927,959,32,0.0583,17,0.5313,5,0.1563,105,0.2561,14,0.1333,51,0.4857,0,0.0,0,0.0,0,0.0,1,0.0024,1,1.0,1,1.0,62,62,82,74,236,0.4299,313,0.5701,207,0.5049,203,0.4951,3.9214,1.6944,357.8105646630237,333.89268292682925,381118.2883401184,170553.4177513383,231,0.4208,95,0.2317,139,0.2532,64,0.1561,0.6976,0.521,1.2186,149,104,0.27,0.25,395,0.7195,17,0.031,327,0.7976,17,0.0415,21.719489981785067,22.358536585365854,84.70819937558294,275.28852468768616,2.6921523758244713e-05,0.00021027393271831984,36.6,56.27777777777778,0.8571428571428571,0.9833333333333332,0.5126582278481012,0.551948051948052,0.12345679012345677,0.21176470588235294,86.98195239390185,0.02798757554377404,44246486522.1412,3.189637609560624e+16,0.05909005291636282,0.00021747828074988572,2.692152375824469e-05,0.3943050193050193,0.5285512865703208,3.0,0.003263918296211748,0.003215149304246006,0.001055600039849667,0.0010556000400260693,0.0008527399154419413,0.0008527399152852161,1.9268292682926829,3.0,1.7906976744186047,2.0,3.0,2.0,GradStudent
javier,204,41,0.201,85,0.4167,450,36,0.08,304,0.6756,654,59,0.2892,11,0.1864,30,0.5085,94,0.2089,6,0.0638,49,0.5213,4,0.0196,4,1.0,4,1.0,2,0.0044,2,1.0,2,1.0,87,92,96,97,174,0.8529,30,0.1471,381,0.8467,69,0.1533,1.4069,1.6216,306.64705882352933,807.5555555555555,127825.96366782008,548614.9580246919,34,0.1667,54,0.12,27,0.1324,44,0.0978,0.1954,0.431,0.6264,16,183,0.08,0.41,167,0.8186,0,0.0,180,0.4,10,0.0222,24.549019607843142,47.11333333333334,294.6691657054977,1083.9004888888887,0.0012427182846163401,1.9290123456790123e-05,48.125,51.0,0.9642857142857144,0.8042328042328042,0.5159235668789809,0.5985915492957746,0.09876543209876544,0.32941176470588235,91.11506078169079,0.004217223176119953,45426569836.04152,6.76890232616829e+16,0.06311123411893839,1.9290123456790123e-05,0.0012438623446924385,0.5162393162393163,0.3568742164646887,3.0,0.003355583394832328,0.003292924397201645,0.0003996414359713978,0.0003996414359403847,0.0005722367572467418,0.0005722367571284903,1.9146341463414636,3.0,1.6511627906976745,2.0,2.0,19.0,GradStudent
jdemma,353,48,0.136,99,0.2805,570,44,0.0772,267,0.4684,923,0,0.0,0,0.0,0,0.0,75,0.1316,6,0.08,36,0.48,2,0.0057,2,1.0,2,1.0,1,0.0018,1,1.0,1,1.0,76,88,85,92,239,0.6771,114,0.3229,395,0.693,175,0.307,1.8877,1.5153,548.9461756373938,530.9684210526316,710410.6344967047,227721.0832132965,25,0.0708,45,0.0789,22,0.0623,38,0.0667,0.3854,0.6223,1.0076,31,153,0.09,0.27,271,0.7677,8,0.0227,295,0.5175,27,0.0474,24.15864022662889,31.98947368421053,235.95217038897658,906.1823453370273,0.0028477599450043817,0.0,54.5,44.42424242424242,1.0,0.7161290322580646,0.5225806451612903,0.6115107913669064,0.09876543209876544,0.3882352941176471,95.7973715930337,0.004357385623981529,55591166991.49102,7.197526378821604e+16,0.07646053761117945,0.0,0.002851691342124633,0.5121841155234657,0.3384410721324399,3.0,0.0035467339940067405,0.003825256243015278,0.0007489687285626174,0.0007489687287799753,0.0008896321604721637,0.0008896321605675769,1.8902439024390243,3.0,1.6162790697674418,2.0,1.0,42.0,GradStudent
jgaedder,479,78,0.1628,92,0.1921,516,59,0.1143,261,0.5058,995,0,0.0,0,0.0,0,0.0,6,0.0116,2,0.3333,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,82,93,90,210,0.4384,269,0.5616,347,0.6725,169,0.3275,3.1722,2.9381,417.23173277661795,497.18023255813966,277473.3262581666,262795.44619839545,62,0.1294,99,0.1919,53,0.1106,90,0.1744,0.6517,0.702,1.3537,84,228,0.18,0.44,378,0.7891,9,0.0188,285,0.5523,54,0.1047,24.356993736951985,29.143410852713174,169.1147266617559,407.83989844360326,0.001747852271503318,0.000762419165196943,36.692307692307686,44.03333333333333,0.7820512820512819,0.7354497354497355,0.5294117647058824,0.5985915492957746,0.16049382716049382,0.3529411764705882,98.7785671529712,0.010524712879437743,80626802436.79031,5.982576719674142e+16,0.10979312764571154,0.0007624191651969429,0.0017478522715033186,0.38399609660892897,0.27327183419192524,3.0,0.003990815557269847,0.003626020668428062,0.0019005120482472727,0.0019005120479322266,0.001943529059506662,0.0019435290592934762,1.8658536585365852,3.0,1.6511627906976745,2.0,5.0,45.0,Research
jmahal,242,35,0.1446,54,0.2231,337,34,0.1009,216,0.6409,579,0,0.0,0,0.0,0,0.0,101,0.2997,9,0.0891,69,0.6832,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,88,90,91,116,0.4793,126,0.5207,262,0.7774,75,0.2226,2.9157,1.8165,129.3595041322314,655.893175074184,11248.089765043364,603938.2497160318,93,0.3843,84,0.2493,69,0.2851,77,0.2285,0.2347,0.3269,0.5616,103,131,0.43,0.39,145,0.5992,2,0.0083,170,0.5045,14,0.0415,26.020661157024797,40.58753709198813,241.62354005873883,1051.1503491269639,0.0003341887731724287,0.00016460905349794235,37.77777777777778,48.79166666666666,0.8571428571428571,0.9004329004329005,0.5159235668789809,0.5743243243243243,0.1111111111111111,0.2823529411764706,85.76957190874161,0.013113270901506205,31857324804.87028,4.454487929067916e+16,0.04517613684677395,0.00016460905349794243,0.0003341887731724288,0.8018372703412073,0.4689447785675233,3.0,0.003085176482475273,0.0030845652121320078,0.001855691779648548,0.0018556917777592238,0.0019025761211733934,0.0019025761193739946,1.9146341463414636,3.0,1.7209302325581397,2.0,3.0,26.0,GradStudent
jmernst,8659,345,0.0398,2641,0.305,9269,479,0.0517,4522,0.4879,17928,5358,0.6188,266,0.0496,1699,0.3171,2174,0.2345,71,0.0327,1226,0.5639,58,0.0067,58,1.0,37,0.6379,32,0.0035,32,1.0,32,1.0,85,77,95,91,7160,0.8269,1499,0.1731,7031,0.7586,2238,0.2414,1.6817,1.5801,324.93740616699387,574.7580105728773,157779.13316481578,705179.4765581726,1349,0.1558,2288,0.2468,1142,0.1319,1743,0.188,10.3083,11.0345,21.3429,1388,3311,0.16,0.36,5452,0.6296,429,0.0495,5139,0.5544,497,0.0536,22.009007968587603,31.153522494335963,271.05477507546107,722.3075345226863,0.02768784666460404,0.036542163939875576,26.57142857142857,39.64179104477611,0.4217687074829932,0.5221153846153846,0.7168141592920354,0.8095238095238095,0.6049382716049383,0.7882352941176469,127.2204826764176,0.13123839456701858,742804636130.0029,2.5891802884039613e+17,0.6735969174883045,0.03650360132796614,0.027678776328194057,0.25850400084599384,0.2169447952976252,2.0,0.03699048551645834,0.03707024620438176,0.018316564789483927,0.01831656479595018,0.01841332073980427,0.018413320746588108,1.3780487804878048,2.0,1.2209302325581397,2.0,91.0,209.0,Research
jnl,330,51,0.1545,102,0.3091,873,84,0.0962,427,0.4891,1203,93,0.2818,37,0.3978,18,0.1935,160,0.1833,15,0.0938,92,0.575,0,0.0,0,0.0,0,0.0,1,0.0011,1,1.0,1,1.0,89,81,95,88,195,0.5909,135,0.4091,509,0.583,364,0.417,1.8644,2.8134,176.4939393939394,557.7789232531501,104035.22572084484,340087.93394294113,40,0.1212,147,0.1684,39,0.1182,114,0.1306,0.3793,1.0034,1.3828,41,460,0.12,0.53,278,0.8424,2,0.0061,507,0.5808,75,0.0859,30.918181818181814,37.051546391752574,421.5478512396695,706.080962671674,0.001004134586639725,0.0,47.25,51.612903225806456,1.0,0.8669950738916257,0.54,0.6028368794326241,0.14814814814814814,0.3647058823529412,107.62279728336131,0.003044852883295605,109297003032.59683,8.444382415033603e+16,0.14319989911569495,0.0,0.001004134586639725,0.4534641068447413,0.3949699773599764,2.0,0.004080620262684698,0.004251928870868865,0.004643812922583803,0.0046438129202100355,0.0047102420806703045,0.0047102420782887495,1.8292682926829267,2.0,1.6395348837209305,2.0,1.0,9.0,Research
jodavis5,894,71,0.0794,384,0.4295,604,74,0.1225,305,0.505,1498,322,0.3602,40,0.1242,168,0.5217,29,0.048,5,0.1724,20,0.6897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,80,95,89,647,0.7237,247,0.2763,406,0.6722,198,0.3278,1.7192,2.6973,451.39149888143163,450.42052980132445,361740.13755636674,322563.85626726906,125,0.1398,96,0.1589,88,0.0984,70,0.1159,1.0034,0.6779,1.6813,487,269,0.54,0.45,446,0.4989,6,0.0067,382,0.6325,33,0.0546,28.50447427293065,29.59602649006623,258.8517696900536,391.975878250954,0.0008350785926008091,0.0012967561769304688,40.93333333333333,49.875,0.8095238095238095,0.8079710144927537,0.5510204081632653,0.5821917808219178,0.1851851851851852,0.2823529411764706,104.83363998032348,0.012840157771904935,126043446863.82166,4.678410457003653e+16,0.16645363457189538,0.0013281973916505511,0.0008350785926008091,0.3940785307156428,0.3538074712643678,2.0,0.004617372530966912,0.004043598103259487,0.0020331095438293825,0.0020331095452985584,0.0020242056900900396,0.002024205691610984,1.7926829268292683,2.0,1.6976744186046508,2.0,5.0,41.0,GradStudent
jonblack,231,44,0.1905,33,0.1429,299,50,0.1672,132,0.4415,530,0,0.0,0,0.0,0,0.0,142,0.4749,12,0.0845,70,0.493,0,0.0,0,0.0,0,0.0,1,0.0033,1,1.0,1,1.0,20,83,100,94,231,1.0,0,0.0,123,0.4114,176,0.5886,6.7941,2.5287,880.4675324675325,627.8528428093646,9347.028166638569,445432.8211541262,26,0.1126,48,0.1605,2,0.0087,42,0.1405,0.5775,0.7475,1.325,231,128,1.0,0.43,0,0.0,0,0.0,188,0.6288,24,0.0803,92.26839826839829,32.94314381270903,153.28726972882816,734.6355633605891,4.3858122959328665e-05,0.00010989524878413768,42.42857142857143,58.45454545454545,0.8095238095238095,0.9826839826839828,0.50625,0.5743243243243243,0.08641975308641975,0.2588235294117647,83.54199258062539,0.0016399405727416186,30669452408.078438,5.300829710878114e+16,0.042418102345697206,0.00010989524878413755,4.385812295932872e-05,0.2850491464045525,0.4722196152041295,3.0,0.002684247662543329,0.002695699912929879,0.001993858976392374,0.0019938589748717773,0.0020210022779319926,0.002021002276389641,1.951219512195122,3.0,1.7209302325581397,2.0,2.0,3.0,Director
jpokorsk,8241,356,0.0432,2285,0.2773,13367,409,0.0306,5541,0.4145,21608,359,0.0436,73,0.2033,97,0.2702,2015,0.1507,56,0.0278,1109,0.5504,19,0.0023,19,1.0,14,0.7368,11,0.0008,11,1.0,11,1.0,75,72,91,91,4390,0.5327,3851,0.4673,6930,0.5184,6437,0.4816,2.3512,2.0679,285.39667516078146,543.6875140270816,109228.5237554784,328245.8479648461,1385,0.1681,2314,0.1731,1064,0.1291,1909,0.1428,7.7892,12.6342,20.4234,7820,7701,0.95,0.58,5339,0.6479,1021,0.1239,8266,0.6184,964,0.0721,29.521295959228247,31.15059474826064,547.7588293361433,630.4386812876318,0.016827200850531025,0.014439398713839487,32.21621621621622,41.90163934426229,0.6218487394957983,0.5827001753360608,0.6377952755905512,0.7657657657657657,0.4567901234567901,0.7176470588235294,127.32018675491165,0.07798213728853268,577377171401.958,2.366636870709449e+17,0.5577923395293787,0.014383655942032643,0.01682300728716937,0.2686398872445384,0.2290184775335838,2.0,0.03372714021649817,0.033243582091177844,0.05127505866917453,0.05127505866372024,0.05137647027282633,0.051376470267340865,1.548780487804878,2.0,1.2906976744186047,2.0,45.0,179.0,PM
jrmurphy,1812,114,0.0629,361,0.1992,3461,149,0.0431,2107,0.6088,5273,22,0.0121,9,0.4091,10,0.4545,806,0.2329,38,0.0471,526,0.6526,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,66,98,99,1568,0.8653,244,0.1347,2379,0.6874,1082,0.3126,3.4449,1.5468,288.6782560706402,465.5163247616296,259773.9886442007,349703.2136167721,113,0.0624,360,0.104,104,0.0574,225,0.065,1.6339,3.1208,4.7547,1725,1218,0.95,0.35,397,0.2191,876,0.4834,1404,0.4057,204,0.0589,26.07891832229581,37.622652412597525,259.46231494476416,613.0358809739527,0.008434583674379008,0.0036504304399731227,36.12903225806452,44.35849056603774,0.7505376344086021,0.6588235294117647,0.6183206106870229,0.7142857142857143,0.382716049382716,0.6235294117647059,121.97778529439778,0.0219811198609938,506758885253.46796,1.9726319360961216e+17,0.5169365353333559,0.0036486380399395842,0.00843458367437901,0.3333553021815066,0.2671889599654999,2.0,0.010500757043453105,0.010381403458428095,0.007508911020177768,0.007508911022882111,0.007512780051228356,0.007512780054008342,1.5975609756097562,2.0,1.3837209302325582,2.0,42.0,99.0,Operations
jsprick,2906,142,0.0489,504,0.1734,2953,223,0.0755,1359,0.4602,5859,892,0.307,115,0.1289,255,0.2859,681,0.2306,29,0.0426,343,0.5037,0,0.0,0,0.0,0,0.0,8,0.0027,8,1.0,8,1.0,69,60,82,81,1421,0.489,1485,0.511,2103,0.7122,850,0.2878,2.2792,1.8561,321.0326909841707,520.0436843887571,78680.80450597245,431084.63236190815,247,0.085,268,0.0908,202,0.0695,162,0.0549,12.0083,12.2025,24.2107,813,1089,0.28,0.37,2092,0.7199,167,0.0575,1722,0.5831,166,0.0562,28.368891947694426,36.924822214696924,378.1261348355349,737.0048460994493,0.00044716928470429885,0.00024591346482938744,39.95454545454545,52.63333333333333,0.935064935064935,0.9312169312169312,0.5785714285714286,0.5985915492957746,0.2716049382716049,0.3529411764705882,120.18114719600096,0.014590884852535256,304549179852.86035,8.319368498852118e+16,0.3488153583450975,0.00024591346482938744,0.0004471692847042985,0.5433133380381087,0.4732815301852959,2.0,0.008372496739181678,0.008449097659754056,0.007336806026644358,0.007336806026372274,0.007364661869973928,0.007364661869714544,1.7073170731707317,2.0,1.6511627906976745,2.0,13.0,7.0,PM
justus,10895,567,0.052,2690,0.2469,14149,761,0.0538,5850,0.4135,25044,2157,0.198,169,0.0783,431,0.1998,2199,0.1554,80,0.0364,1156,0.5257,0,0.0,0,0.0,0,0.0,9,0.0006,9,1.0,9,1.0,66,59,80,73,6136,0.5632,4759,0.4368,9752,0.6892,4397,0.3108,2.0884,1.7015,466.2557136301056,458.3547953919005,172060.16425716653,457599.25994255155,2003,0.1838,3309,0.2339,1298,0.1191,1832,0.1295,9.8419,12.7814,22.6233,3081,4628,0.28,0.33,7822,0.7179,878,0.0806,9218,0.6515,944,0.0667,29.37475906379073,34.45275284472401,410.27414949449775,695.4096872766039,0.008113185347472195,0.009761095955518679,31.0,43.3469387755102,0.6134453781512605,0.6392229417206291,0.6377952755905512,0.6910569105691057,0.4567901234567901,0.5764705882352941,127.20857847875787,0.10794663619412127,556303387251.8752,1.5876329123632835e+17,0.5421337072378297,0.009782412706530156,0.008113185347472195,0.4063470036153818,0.273435653106872,2.0,0.03143800169044005,0.031735731985048886,0.049018006626855314,0.04901800661299382,0.049133455300494254,0.04913345528641201,1.548780487804878,2.0,1.430232558139535,2.0,43.0,59.0,Research
jziegler,1750,99,0.0566,446,0.2549,2268,103,0.0454,1230,0.5423,4018,876,0.5006,65,0.0742,183,0.2089,539,0.2377,35,0.0649,309,0.5733,33,0.0189,25,0.7576,20,0.6061,24,0.0106,22,0.9167,23,0.9583,94,94,98,98,1445,0.8257,305,0.1743,1793,0.7906,475,0.2094,2.2966,1.4413,339.95657142857135,506.84567901234567,287924.75582824426,276203.78570884326,269,0.1537,327,0.1442,252,0.144,310,0.1367,1.6892,2.1892,3.8784,165,855,0.09,0.38,1142,0.6526,33,0.0189,1164,0.5132,140,0.0617,16.018285714285714,33.329805996472665,248.20766563265403,1079.3762368230466,0.007593469302304766,0.015251392896942778,29.35,44.72222222222222,0.5234708392603129,0.665158371040724,0.6532258064516129,0.7203389830508474,0.4938271604938271,0.6352941176470588,121.78818156549593,0.050019805541179886,569168253685.8298,2.0682889570981645e+17,0.5555166145122652,0.015239676813939009,0.00759346930230477,0.2744864470645436,0.2404591670207721,2.0,0.012055667963301448,0.011483846359332106,0.004444504361181515,0.004444504362670397,0.004203807856913505,0.004203807858150461,1.5121951219512195,2.0,1.372093023255814,2.0,48.0,168.0,Research
kevin007,303,47,0.1551,76,0.2508,398,49,0.1231,197,0.495,701,44,0.1452,18,0.4091,16,0.3636,97,0.2437,10,0.1031,44,0.4536,2,0.0066,2,1.0,2,1.0,6,0.0151,3,0.5,3,0.5,81,83,94,97,246,0.8119,57,0.1881,296,0.7437,102,0.2563,2.0753,1.2879,221.63036303630363,497.286432160804,72938.72805498376,418833.9983586275,71,0.2343,55,0.1382,51,0.1683,36,0.0905,0.3966,0.5209,0.9175,62,99,0.2,0.25,229,0.7558,19,0.0627,263,0.6608,11,0.0276,23.184818481848183,30.86683417085427,174.15726127068126,708.2460859574252,0.0007712550204918342,2.2045855379188707e-05,43.714285714285715,51.03571428571429,0.9523809523809524,0.8707692307692307,0.5094339622641509,0.5902777777777778,0.08641975308641975,0.32941176470588235,84.49475885270182,0.0033029633706615287,31291279014.032036,6.727684764226577e+16,0.04374990082537993,2.2045855379188704e-05,0.0007746424021389844,0.5548327137546468,0.4194938958175656,3.0,0.003017284443280625,0.003240431805988999,0.00032961792411791786,0.00032961792407370464,0.00042785359963915334,0.0004278535996157476,1.9390243902439024,3.0,1.6744186046511629,2.0,2.0,11.0,GradStudent
kgantt,5546,379,0.0683,1167,0.2104,4681,268,0.0573,1973,0.4215,10227,286,0.0516,50,0.1748,90,0.3147,1540,0.329,42,0.0273,845,0.5487,0,0.0,0,0.0,0,0.0,3,0.0006,3,1.0,3,1.0,76,79,92,91,3564,0.6426,1982,0.3574,3159,0.6749,1522,0.3251,2.4881,1.5842,476.9356292823657,480.1629993591113,118738.46448244744,392660.23811824154,281,0.0507,487,0.104,225,0.0406,393,0.084,8.1439,6.8737,15.0176,2174,1810,0.39,0.39,3401,0.6132,968,0.1745,3227,0.6894,392,0.0837,29.203570140641904,30.814569536423846,355.2786096846762,481.4366687369394,0.02224814895291664,0.0041766554712174475,33.53125,41.15254237288136,0.696551724137931,0.5695488721804511,0.6136363636363636,0.7522123893805309,0.3950617283950617,0.6941176470588235,124.8757777186548,0.08517957861525248,467957430441.2825,2.1335444906350182e+17,0.4779489850185004,0.004190983767365489,0.02223484702467979,0.33426573426573425,0.2675795558989251,2.0,0.01652869754302296,0.017423213866619696,0.01682015777681737,0.016820157783643395,0.01686232351674584,0.0168623235237577,1.6097560975609757,2.0,1.313953488372093,2.0,24.0,118.0,Outreach
kkarranc,1881,94,0.05,505,0.2685,2562,108,0.0422,1305,0.5094,4443,1392,0.74,79,0.0568,389,0.2795,647,0.2525,37,0.0572,394,0.609,25,0.0133,25,1.0,14,0.56,17,0.0066,17,1.0,15,0.8824,96,92,98,95,1549,0.8235,332,0.1765,1784,0.6963,778,0.3037,2.0785,1.9342,307.76820839978734,447.87353629976576,337792.88194516854,286405.4719070109,320,0.1701,451,0.176,312,0.1659,411,0.1604,1.721,2.344,4.065,357,835,0.19,0.33,1393,0.7406,55,0.0292,1501,0.5859,143,0.0558,26.566188197767143,39.68384074941452,378.219037516948,1097.2232283399762,0.0048749131844384435,0.0029394581959869773,35.58064516129032,47.04347826086956,0.7684729064039408,0.733615221987315,0.6090225563909775,0.6746031746031746,0.382716049382716,0.5411764705882353,122.27421048304085,0.06323635845634755,487329970790.0453,1.6418631126171814e+17,0.4910573650697079,0.0029390350937120234,0.004874913184438447,0.31157489163589663,0.30649860277067603,2.0,0.011449297713425882,0.011782532996209709,0.007604403742924601,0.0076044037437090935,0.007477968548373756,0.007477968549087535,1.6219512195121952,2.0,1.4651162790697674,2.0,30.0,53.0,Research
kls,581,69,0.1188,134,0.2306,715,61,0.0853,381,0.5329,1296,8,0.0138,7,0.875,2,0.25,175,0.2448,11,0.0629,91,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,87,94,96,384,0.6609,197,0.3391,489,0.6839,226,0.3161,2.7023,1.7152,564.2874354561102,651.5062937062937,432198.7728025458,341893.0891212287,84,0.1446,112,0.1566,73,0.1256,102,0.1427,0.563,0.6928,1.2558,190,303,0.33,0.42,356,0.6127,71,0.1222,444,0.621,48,0.0671,23.046471600688466,32.90909090909091,244.05808135418468,609.6043229497775,0.00012805713469777723,0.0001234567901234568,46.83333333333334,58.157894736842096,0.9545454545454546,0.9415204678362572,0.5364238410596026,0.5629139072847682,0.14814814814814814,0.22352941176470587,104.98287939602345,0.003957384352563087,103890194146.62564,3.846063561788063e+16,0.13748018836348905,0.00012345679012345687,0.0001280571346977773,0.5842982208415701,0.4823669264297979,3.0,0.003890701255479847,0.003854101267556413,0.002661327938944822,0.0026613279389241106,0.0027128842683150863,0.0027128842683711127,1.8414634146341464,3.0,1.7558139534883719,2.0,2.0,3.0,Outreach
krich,4039,480,0.1188,728,0.1802,9086,464,0.0511,4741,0.5218,13125,0,0.0,0,0.0,0,0.0,1963,0.216,74,0.0377,1172,0.597,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70,79,83,91,2135,0.5286,1904,0.4714,4327,0.4762,4759,0.5238,3.2494,1.4172,267.1354295617727,406.77261721329523,97594.96878435966,126950.88864485627,528,0.1307,3591,0.3952,385,0.0953,3187,0.3508,3.642,8.193,11.835,810,3179,0.2,0.35,3447,0.8534,192,0.0475,6187,0.6809,764,0.0841,29.453577618222326,31.10796830288356,312.1364312462057,442.50375116607086,0.01834754521774357,0.004811840632811345,32.51724137931034,41.24137931034483,0.6894586894586895,0.5694805194805195,0.6,0.7456140350877193,0.3580246913580247,0.6823529411764706,126.70647568667269,0.10001173233132417,364175376640.5098,2.0507403308122208e+17,0.3966915140742552,0.004824757559246525,0.018353268752326787,0.502547858421705,0.243802174764148,2.0,0.02608786068808442,0.02679414752166749,0.06723070714643449,0.06723070707563646,0.06741766863694237,0.06741766856464386,1.6463414634146343,2.0,1.3255813953488371,2.0,14.0,143.0,Operations
