@relation trai_norm_50_50

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute sent_bcc numeric
@attribute sent_bcc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute rec_bcc numeric
@attribute rec_bcc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Director,PM,Outreach,Research,Operations}

@data
0.015813,0.05345,0.582,0.022062,0.579308,0.159073,0.224064,0.090072,0.191235,0.187713,0.017242,0.175,0,0.464286,0.061644,0.0182,0.679546,0.011586,0.589643,0,0,0.222715,0.227314,0,0,0,0,0.353373,0.33287,0.380617,1,0.061068,1,0.008233,0.358664,0.182572,0.690934,0.003146,0.074,0.01398,0.058207,0.016632,0.171049,0.059346,0.01299,0.056696,0.284091,0.013333,0.01462,0.825769,0.013875,0.126281,0.057866,0.288736,0.075704,0.323733,0.325739,0.449783,0.233883,0.585557,0,0,0.68617,0.445185,1,1,0.555556,0.326451,0.25,0.484848,0.345394,0.073053,0.088077,0.350191,0.132498,0,0,1,0.774836,1,0.060264,0.025212,0.009272,0.009272,0.004633,0.004633,0.947368,1,0.53125,0,0.035714,0,Research
0.003408,0.011595,0.58575,0.005384,0.656027,0.048626,0.099448,0.14757,0.061572,0.214621,0.00386,0.625,0.116129,0.809524,0.068493,0.003936,0.681909,0.001537,0.36297,0,0,0.072344,0.26023,0,0,0,0,0.297697,0.324281,0.247944,0.241414,0.034842,0.012028,0.001128,0.228119,0.072224,0.892308,0.002097,0.2285,0.013158,0.178815,0.00852,0.141192,0.045157,0.002176,0.025571,0.215909,0.106667,0.002522,0.660908,0.001291,0.054563,0.013535,0.220489,0.019366,0.269585,0.360187,0.629986,0.411591,0.586902,0.014447,0.001513,0.781915,0.358841,0.964286,0.840132,0.576923,0.477941,0.25,0.636364,0.287196,0.030242,0.113862,0.548775,0.181592,0.001513,0.01445,0.740145,0.468338,1,0.050733,0.021299,0.003528,0.003528,0.005008,0.005008,0.912281,1,0.375,0,0.071429,0.15625,GradStudent
0.121052,0.053733,0.0765,0.070322,0.241215,0.084524,0.084715,0.055326,0.094665,0.153347,0.109447,0.9375,0.451613,0.988095,0.376712,0.189407,0.923904,0.023408,0.155594,0,0,0.100665,0.149748,0,0,0,0,1,0.367196,0.988563,0,0.152111,0.002053,0.008901,0.05071,0.034573,0.246154,0.026085,0.08,0.053043,0.414788,0.172119,0.122878,0.160457,0.261023,0.080718,0.75,0.333333,0.017557,0.129575,0.037431,0.044556,0.086112,0.80801,0.109155,0.876728,1,0.318495,0.951513,0.510931,0.61774,0.830578,0.540494,0.024,0.529557,0.040462,0.967742,1,0.96875,1,0.935303,0.780561,0.977706,1,0.984172,0.830578,0.617643,0.47038,0.105521,1,0.377888,0.373541,0.120329,0.120329,0.119159,0.119159,0.54386,1,0,0,0.964286,1,Operations
0.084771,0.095305,0.1935,0.077938,0.381772,0.229778,0.184162,0.036711,0.214801,0.075539,0.083208,0.7875,0.348387,0.857143,0.287671,0.072216,0.503013,0.103269,0.980215,0,0,0.181293,0,0,0,0,0,0.489135,0.443395,0.348145,0.045313,0.135438,0.003219,0.024447,0.198699,0.230642,0.60467,0.059641,0.26125,0.347039,1,0.086023,0.225467,0.125378,0.106994,0.187524,0.431818,0.266667,0.067801,0.714348,0.073572,0.124851,0.227148,0.784911,0.265845,0.785714,0.503628,0.347717,0.749589,0.543394,0.164392,0.082697,0.68869,0.233333,0.818713,0.521067,0.731707,0.662364,0.59375,0.787879,0.904381,0.302531,0.564372,0.752359,0.701141,0.082697,0.164429,0.598598,0.414414,1,0.272375,0.230361,0.314437,0.314437,0.313719,0.313719,0.719298,1,0.21875,0,0.392857,0.375,Research
0.00446,0.017534,0.67675,0.007551,0.703066,0.023222,0.058932,0.193382,0.026173,0.156589,0.005167,0.475,0.180645,0.77381,0.219178,0.005417,0.71724,0.002364,0.426722,0,0,0.030826,0.201435,0,0,0,0,0.300135,0.338712,0.19648,0.109535,0.030953,0.005316,0.001797,0.277646,0.011603,0.299176,0.001704,0.142,0.008224,0.232826,0.008854,0.04597,0.019175,0.001792,0.015756,0.136364,0.186667,0.002873,0.575403,0.004518,0.14558,0.012162,0.413379,0.007923,0.230415,0.311782,0.460315,0.272112,0.667422,0.195307,0,0.823404,0.32,1,0.404129,0.545455,0.477941,0.15625,0.575758,0.214302,0.019105,0.048097,0.438031,0.07935,0,0.195124,0.891577,0.502538,1,0.045372,0.02346,0.00269,0.00269,0.00396,0.00396,0.964912,1,0.375,0,0.035714,0.1875,GradStudent
0.011782,0.029129,0.4255,0.022456,0.791404,0.09507,0.14733,0.102999,0.094866,0.102124,0.014223,0.7,0.167742,0.952381,0.150685,0.019954,1,0.00136,0.092819,0,0,0.131298,0.220344,0,0,0,0,0.278985,0.335365,0.250971,0.195887,0.051078,0.014384,0.007355,0.430071,0.124082,0.78544,0.013239,0.41725,0.060033,0.417934,0.018346,0.140857,0.052293,0.006655,0.035516,0.193182,0.026667,0.009959,0.755051,0.001613,0.019776,0.049823,0.415629,0.022007,0.156682,0.307823,0.464771,0.318397,0.655059,0.021608,0.002017,0.783366,0.297971,0.981818,0.767465,0.612245,0.477941,0.34375,0.636364,0.515328,0.07727,0.22505,0.529884,0.333778,0.002017,0.021613,0.731374,0.500484,1,0.077732,0.040637,0.011203,0.011203,0.010566,0.010566,0.859649,1,0.375,0,0.071429,0.28125,GradStudent
0.007692,0.026584,0.595,0.014839,0.801064,0.044158,0.062615,0.093175,0.048636,0.145648,0.009327,0.8375,0.419355,0.988095,0.335616,0.012043,0.924377,0.001951,0.203957,0,0,0.054619,0.167207,0,0,0,0,0.274325,0.341933,0.190296,0.033622,0.03714,0.003698,0.000418,0.037404,0.009472,0.128846,0.00118,0.057,0.01398,0.209229,0.00947,0.051173,0.021059,0.001792,0.028284,0.079545,0.173333,0.005778,0.670864,0.004518,0.084346,0.034033,0.610169,0.065141,1,0.273974,0.153557,0.313191,0.562945,0.266715,0.02663,0.726678,0.1425,0.871795,0.291369,0.638298,0.841518,0.40625,0.909091,0.55491,0.057564,0.283836,0.919713,0.407398,0.02663,0.266708,0.757953,0.200422,1,0.076125,0.044133,0.036266,0.036266,0.03218,0.03218,0.824561,1,0.09375,0,0.107143,0.59375,Operations
0.281753,0.25,0.15275,0.274064,0.403892,1,0.92081,0.046639,1,0.102853,0.279994,0.7375,0.258065,0.857143,0.232877,0.246229,0.516011,0.346338,0.989253,0,0,1,0.078324,0,0,0,0,0.431986,0.364765,0.414712,0.145353,0.193948,0.014734,0.113753,0.27809,1,0.602747,0.249443,0.32875,1,0.662297,0.28575,1,0.485629,0.685288,0.79659,0.840909,0.253333,0.315447,1,0.145531,0.074339,0.799627,0.635218,0.960387,0.653226,0.321456,0.371309,0.320406,0.756836,0.152125,0.318536,0.593381,0.195,0.653333,0.403628,0.857143,0.841518,0.84375,0.909091,0.990758,0.739484,0.87573,0.959754,0.909547,0.318536,0.152159,0.480688,0.115624,1,0.71895,0.71408,0.809225,0.809225,0.809119,0.809119,0.614035,1,0.09375,0,0.785714,0.875,Director
0,0,0,0,0,0.00026,0.002455,0.870734,0.001103,1,0,0,1,0,1,0,0,0,0,0,0,0.001156,1,0,0,0,0,0,0,0,0.214221,0,0.004733,0,0,0,0,0,0,0,0,0,0,0,0,0.000775,0,1,0,0,0,0,0.000098,0.187491,0,0,0,0.751057,0,0.429801,0,0,0,0.813333,0,1,0,0.053768,0,0.090909,0,0,0,0.02694,0,0,0,0,0.730294,0,0,0.001666,0,0,0.000333,0.000333,0,0,0.90625,1,0,0,GradStudent
0.018462,0.04129,0.385,0.026724,0.601008,0.065094,0.092081,0.09183,0.068793,0.126925,0.020351,0.7,0.316129,0.904762,0.315068,0.025917,0.828902,0.008276,0.360772,0,0,0.08005,0.164309,0,0,0,0,0.303684,0.372596,0.267361,0.08329,0.069462,0.010166,0.005725,0.213631,0.034573,0.319231,0.011011,0.2215,0.035773,0.363398,0.01963,0.069944,0.033705,0.015102,0.043781,0.284091,0.186667,0.015833,0.766032,0.009358,0.072909,0.056199,0.684266,0.043134,0.449309,0.280651,0.309119,0.15963,0.734582,0.055576,0.001729,0.707038,0.283333,0.981818,0.643148,0.612245,0.662364,0.40625,0.787879,0.602372,0.080671,0.259935,0.781837,0.35963,0.001729,0.055589,0.754289,0.334861,1,0.089723,0.061399,0.030888,0.030888,0.028068,0.028068,0.859649,1,0.21875,0,0.071429,0.59375,GradStudent
0.099552,0.088235,0.1525,0.100591,0.419572,0.321315,0.187231,0.017373,0.301845,0.077403,0.09979,0.8625,0.380645,0.928571,0.342466,0.118711,0.704124,0.07058,0.570591,0,0,0.282824,0.033883,0,0,0,0,0.454368,0.346038,0.35714,0.045866,0.072813,0.003695,0.014376,0.099497,0.191096,0.358242,0.038537,0.14375,0.284128,0.585737,0.099586,0.32349,0.162355,0.103219,0.283611,0.363636,0.306667,0.063938,0.573646,0.160697,0.232071,0.321401,0.79436,0.330106,0.698157,0.420575,0.291148,0.494572,0.523645,0.099629,0.269863,0.599018,0.23828,0.67029,0.511376,0.833333,0.793605,0.8125,0.878788,0.944449,0.480525,0.827882,0.932057,0.878697,0.269863,0.099652,0.514903,0.162301,1,0.382783,0.363367,0.346231,0.346231,0.345978,0.345978,0.631579,1,0.125,0,0.678571,0.84375,PM
0.02148,0.056561,0.45325,0.02633,0.50903,0.077666,0.123389,0.106722,0.08915,0.165019,0.022589,0.5875,0.187097,0.714286,0.082192,0.02619,0.719839,0.014423,0.540303,0,0,0.101435,0.192533,0,0,0,0,0.335603,0.328828,0.342186,0.197434,0.169393,0.015127,0.007815,0.250591,0.069856,0.540934,0.009307,0.161,0.045641,0.388568,0.023001,0.08108,0.039251,0.013822,0.036033,0.227273,0.08,0.019504,0.810981,0.014198,0.095068,0.038545,0.39343,0.038732,0.33871,0.343469,0.449981,0.462636,0.729364,0.026601,0.046047,0.710106,0.350256,0.841667,0.778839,0.681818,0.583984,0.5,0.727273,0.609487,0.101418,0.415203,0.705158,0.557262,0.046047,0.026607,0.631535,0.443674,1,0.091062,0.053849,0.034739,0.034739,0.030973,0.030973,0.77193,1,0.28125,0,0.285714,0.46875,GradStudent
0,0,0,0,0,0.000104,0.000614,0.793175,0.000201,0.331334,0,0,0.206452,0,0.212329,0,0,0,0,0,0,0.000096,0.25816,0,0,0,0,0,0,0,0.186848,0,0.008486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093333,0,0,0,0,0,0,0,0,0,0.20355,0,0.198273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.440177,0,0,0,0,0,0.000021,0.000021,0,0,1,1,0,0,GradStudent
1,1,0.17225,1,0.415232,0.955218,1,0.057601,0.854793,0.05868,1,0.425,0.212903,0.702381,0.205479,1,0.590453,1,0.804592,0,0,0.897312,0.055759,0,0,0,0,0.39886,0.316923,0.490296,0.070851,0.090747,0.005273,1,0.688941,0.709685,0.447802,1,0.3715,0.577303,0.400105,1,0.959938,1,1,1,0.340909,0.386667,1,0.893265,1,0.143912,1,0.831558,1,0.711982,0.393402,0.274951,0.453011,0.515657,0.21505,0.090908,0.641199,0.184889,0.8,0.39444,0.75,0.747869,0.6875,0.848485,1,1,0.668331,0.828911,0.758416,0.090908,0.214872,0.598005,0.114368,1,1,1,1,1,1,1,0.701754,1,0.15625,0,0.357143,0.71875,Director
0.024226,0.033937,0.24125,0.038148,0.653787,0.084264,0.09515,0.066391,0.089852,0.130815,0.027411,0.775,0.36129,0.952381,0.335616,0.036011,0.877703,0.006148,0.204201,0,0,0.110105,0.19274,0,0,0,0,0.283669,0.319512,0.244337,0.081972,0.054321,0.078196,0.004137,0.117682,0.037177,0.265385,0.011011,0.16875,0.044819,0.351862,0.028615,0.099763,0.048527,0.009087,0.065091,0.125,0.24,0.01944,0.716691,0.006454,0.038361,0.068752,0.647068,0.056338,0.453917,0.255302,0.337533,0.176337,0.936161,0.074105,0.061882,0.657071,0.272644,0.847619,0.582629,0.666667,0.704167,0.53125,0.818182,0.655179,0.174683,0.401866,0.829632,0.52461,0.061882,0.074122,0.68172,0.178465,1,0.112995,0.079755,0.031228,0.031228,0.024662,0.024662,0.789474,1,0.1875,0,0.142857,0.59375,Research
0.000818,0.002828,0.59525,0.00197,1,0.024313,0.02701,0.06908,0.030686,0.212919,0.001081,0.9875,0.445161,0.964286,0.342466,0.001286,0.928394,0.000059,0.058134,0,0,0.027839,0.133945,0,0,0,0,0.248757,0.321565,0.155901,0.119863,0.012147,0.005284,0.000334,0.281638,0.010893,0.268407,0.001049,0.47625,0.018092,0.489775,0.000981,0.029387,0.008816,0.001024,0.026476,0.431818,0.413333,0.000319,0.348609,0.000645,0.113414,0.01324,0.429879,0.014965,0.415899,0.354074,0.709595,0.290719,1,0.012853,0,0.857143,0.542222,1,0.854666,0.566038,0.477941,0.21875,0.575758,0.455267,0.034719,0.103913,0.518911,0.164763,0,0.012856,0.758337,0.486718,1,0.064116,0.017913,0.013419,0.013419,0.003802,0.003802,0.929825,1,0.375,0,0.035714,0.15625,GradStudent
0.051431,0.102376,0.34275,0.069993,0.565029,0.320796,0.474524,0.09576,0.367529,0.164046,0.055677,0.5,0.167742,0.809524,0.150685,0.064928,0.745362,0.032689,0.51148,0,0,0.412966,0.185287,0,0,0,0,0.353639,0.315786,1,0.115153,1,0.01063,0.015755,0.21097,0.261899,0.491758,0.02425,0.175,0.146382,0.302045,0.053072,0.33362,0.130929,0.035899,0.216583,0.238636,0.186667,0.047722,0.828843,0.018393,0.051465,0.177815,0.440228,0.235915,0.5,0.339758,0.415374,0.263952,0.644274,0.084044,0.204022,0.619681,0.256444,0.705628,0.555923,0.789474,0.747869,0.75,0.848485,0.76518,0.219908,0.734431,0.884022,0.814797,0.204022,0.084063,0.504327,0.27975,1,0.149332,0.114422,0.065722,0.065722,0.059206,0.059206,0.666667,1,0.15625,0,0.607143,0.6875,Research
