fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
0.02400567,0.003466512,0.37853817,0.290848039,0.707400019,0.552132238,0.222288242,0.168693982,0.154929577,0.268656716,0.693584943,0.01736459,0.07122698,0.144475097,0.126128396,0.003467815,0.024010007,0.332847516,0.233115585,1,0.014852468,0.011889351,0.010698023,0.010698023,0.011032912,0.011032912,0.626262626,1,0.742424242,0,0.03030303,0.128358209,Research
0.00449215,0.000748433,0.404676819,0.459146364,0.808211777,0.841869398,0.193205945,0.10472973,0.098591549,0.179104478,0.560818339,0.02167257,0.025812136,0.092076737,0.047663504,0.000748714,0.004492961,1,0.760741974,1,0.008213004,0.007966889,0.01041302,0.01041302,0.010773099,0.010773099,0.666666667,1,0.833333333,0,0.015151515,0.071641791,GradStudent
0.382068689,0.166147269,0.134822459,0.135522811,0.223714337,0.177482564,0.626352016,0.724675325,0.661971831,0.820895522,0.983856133,0.218261074,0.687856579,0.827165011,0.810759527,0.166034308,0.382012482,0.132478647,0.081231367,0,0.256781214,0.254169096,0.115084049,0.115084049,0.11552007,0.11552007,0.222222222,0,0.181818182,0,0.681818182,0.617910448,Research
0.013739755,0,0.632772555,0.558931174,1,0.783147159,0.245117845,0.179883946,0.14084507,0.28358209,0.783846979,0.004916311,0.097925087,0.228890729,0.166694487,0,0.013742237,0.443764674,0.561271079,0,0.015510848,0.016423613,0.028142062,0.028142062,0.028585409,0.028585409,0.595959596,0,0.727272727,0,0,0.020895522,Research
0.011406188,0.005895997,0.480664138,0.497462971,0.74428237,0.67949135,0.268879269,0.125466999,0.183098592,0.179104478,0.755381526,0.021218045,0.113519618,0.099755069,0.19493167,0.006041221,0.011408249,0.348945788,0.450277582,0,0.019445912,0.014914404,0.011541181,0.011541181,0.011544738,0.011544738,0.565656566,0,0.803030303,0,0.03030303,0.11641791,GradStudent
0.000484567,0.000499664,0.516670201,0.800914416,0.74428237,0.986315621,0.172348485,0.10472973,0.070422535,0.149253731,0.538084213,0.0025782,0.024705972,0.121097905,0.044314402,0.000499852,0.000484655,0.174862358,0.769572475,1,0.005273695,0.005149836,0.011291595,0.011291595,0.011524415,0.011524415,0.696969697,1,0.833333333,0,0.007575758,0.002985075,Director
0.232153636,0.065652014,0.270751702,0.215451781,0.492325293,0.283879269,0.455977094,0.609336609,0.492957746,0.731343284,0.984873688,0.129629904,0.533808125,0.750854588,0.670137168,0.065423144,0.232137677,0.148662264,0.113787699,0,0.232856822,0.226447623,0.324659778,0.324659778,0.324643895,0.324643895,0.363636364,0,0.272727273,0,0.333333333,0.528358209,PM
0.116306046,0.016597513,0.364974222,0.302348582,0.665092394,0.417564209,0.4139872,0.473644003,0.408450704,0.611940299,0.930350454,0.036430795,0.468047354,0.615749792,0.620525661,0.016595598,0.116327056,0.251991119,0.216713292,0,0.06257846,0.060827318,0.046360584,0.046360584,0.046365187,0.046365187,0.404040404,0,0.393939394,0,0.310606061,0.289552239,Operations
0.006051677,0.001118102,0.457094448,0.595022945,0.912823535,0.895931142,0.328282828,0.168693982,0.281690141,0.268656716,0.912014407,0.024131674,0.279746745,0.224603986,0.416374867,0.001118522,0.006052771,0.58722382,0.772435898,0,0.046975657,0.04682913,0.045266206,0.045266206,0.0454255,0.0454255,0.494949495,0,0.742424242,0,0.090909091,0.014925373,PM
0.11186962,0.044381045,0.241464621,0.26657083,0.481043633,0.383142402,0.455977094,0.412416851,0.492957746,0.552238806,0.983734642,0.179498008,0.514183912,0.483733133,0.651122774,0.044494682,0.111889829,0.368534432,0.233557318,0,0.216074581,0.215524316,0.310307687,0.310307686,0.310413827,0.310413826,0.363636364,0,0.454545455,0,0.318181818,0.170149254,Research
