pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_received,inter_vt_sent,inter_vt_received,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
adamq,131,61,0.4656,88,0.6718,404,139,0.3441,343,0.849,535,25,0.1908,18,0.72,19,0.76,11,0.0272,5,0.4545,9,0.8182,0,0.0,0,0.0,0,0.0,1,0.0025,1,1.0,1,1.0,18,15,79,52,118,0.9008,13,0.0992,386,0.9554,18,0.0446,1.1008,2.3045,228.29007633587787,1062.851485148515,57175.274634345325,1777307.7254680938,37,0.2824,126,0.3119,6,0.0458,4,0.0099,1.0844,3.3444,4.4288,46,77,0.35,0.19,82,0.626,11,0.084,86,0.2129,11,0.0272,22.488549618320608,39.21782178217822,197.27276965211811,553.9030487207166,8.692779777117128e-06,0.0,57.5,59.0,1.0,0.9848484848484848,0.4723926380368098,0.535031847133758,0.025974025974025976,0.14285714285714285,25.7512965429588,0.000506037925343313,72107965.80961272,764305989745206.6,0.00846749009349388,0.0,8.692779777117117e-06,0.42857142857142855,0.5125715276573608,3.0,0.002347181506889551,0.0024521888885292178,0.00015327388516788102,0.00015327388512441158,0.00029521802966346914,0.00029521802963434416,2.08974358974359,3.0,1.847058823529412,3.0,1.0,2.0,GradStudent
ahmed12,12,8,0.6667,7,0.5833,116,21,0.181,103,0.8879,128,0,0.0,0,0.0,0,0.0,15,0.1293,5,0.3333,13,0.8667,0,0.0,0,0.0,0,0.0,1,0.0086,1,1.0,1,1.0,92,89,100,99,7,0.5833,5,0.4167,97,0.8362,19,0.1638,1.7143,9.6972,67.66666666666667,841.9051724137931,6879.555555555556,552337.3616973839,1,0.0833,12,0.1034,1,0.0833,10,0.0862,0.0341,0.3295,0.3636,0,79,0.0,0.68,12,1.0,0,0.0,33,0.2845,24,0.2069,36.16666666666666,45.10344827586207,478.47222222222223,888.6961950059456,6.761406034970881e-05,0.0,44.6,52.5,1.0,0.956043956043956,0.4967741935483871,0.5384615384615384,0.06493506493506494,0.16666666666666666,46.68059088253589,0.0020624413040737878,354977314.3207588,857686614670564.6,0.03972041020917595,0.0,6.761406034970884e-05,0.6126482213438735,0.5224383519681421,3.0,0.002858589636917606,0.00282604378049847,0.0008551798255831412,0.0008551798249635867,0.0009794081835064867,0.0009794081830758602,1.9871794871794872,3.0,1.8352941176470587,3.0,1.0,2.0,Research
ajm,285,100,0.3509,156,0.5474,573,123,0.2147,380,0.6632,858,7,0.0246,5,0.7143,5,0.7143,150,0.2618,23,0.1533,110,0.7333,4,0.014,4,1.0,3,0.75,4,0.007,4,1.0,4,1.0,62,72,75,84,205,0.7193,80,0.2807,370,0.6457,203,0.3543,1.3835,2.6092,402.0456140350877,557.43630017452,456998.9277439212,365139.68747810967,9,0.0316,49,0.0855,8,0.0281,38,0.0663,4.8469,9.7449,14.5918,119,247,0.42,0.43,176,0.6175,23,0.0807,309,0.5393,45,0.0785,29.60350877192982,36.2041884816754,490.4708648815017,800.1694763484185,0.005213540905987863,5.053645734294725e-05,39.266666666666666,46.27777777777778,0.9714285714285714,0.8021390374331551,0.5539568345323741,0.6268656716417911,0.1948051948051948,0.42857142857142855,75.18386518355123,0.0071521830187454075,2779529996.765536,4730725617864899.0,0.2703243084596404,5.053645734294727e-05,0.005231061981092802,0.3491335372069317,0.3295508691432101,2.0,0.005376882965893516,0.0065305757982756845,0.0036103200998823244,0.003610320100021953,0.0037611613020816772,0.0037611613023935467,1.7820512820512822,2.0,1.5764705882352938,2.0,4.0,39.0,Director
apblair,83,16,0.1928,65,0.7831,165,24,0.1455,133,0.8061,248,2,0.0241,2,1.0,2,1.0,76,0.4606,8,0.1053,61,0.8026,2,0.0241,2,1.0,2,1.0,4,0.0242,4,1.0,4,1.0,94,92,99,100,79,0.9518,4,0.0482,153,0.9273,12,0.0727,1.0506,3.0692,253.39759036144582,495.3939393939394,67017.54071708523,316525.85087235994,62,0.747,34,0.2061,60,0.7229,30,0.1818,0.3178,0.6317,0.9495,10,50,0.12,0.3,58,0.6988,2,0.0241,68,0.4121,6,0.0364,16.975903614457827,33.587878787878786,121.4692988822762,918.0847015610657,0.00015382038846741643,0.0,44.25,51.0625,1.0,0.9166666666666666,0.4782608695652174,0.5490196078431373,0.05194805194805195,0.19047619047619047,54.215718957816286,0.0027446298570568423,197427978.96645293,1075595540448034.4,0.02281117640836424,0.0,0.0001538203884674165,0.7831858407079646,0.5986636337787887,3.0,0.0033994911488957878,0.003586434107159957,0.00045355811241573575,0.0004535581123774988,0.0005990319442439816,0.0005990319444002111,2.0641025641025643,3.0,1.8,3.0,1.0,6.0,GradStudent
apoetter,8280,375,0.0453,2726,0.3292,8140,581,0.0714,4731,0.5812,16420,2113,0.2552,196,0.0928,841,0.398,729,0.0896,54,0.0741,556,0.7627,4,0.0005,4,1.0,1,0.25,14,0.0017,14,1.0,13,0.9286,67,51,87,84,5115,0.6178,3165,0.3822,6095,0.7488,2045,0.2512,1.6898,1.5786,658.105193236715,645.0079852579852,252924.75789573466,950663.0880197709,670,0.0809,1321,0.1623,492,0.0594,579,0.0711,18.9041,18.5845,37.4886,4900,3139,0.59,0.39,4162,0.5027,659,0.0796,4193,0.5151,470,0.0577,40.97185990338164,33.61289926289926,1101.007058376513,862.1374994566867,0.05749492566344965,0.08988980495608025,20.615384615384613,34.69117647058823,0.3346938775510204,0.455011655011655,0.7403846153846154,0.8235294117647058,0.6753246753246753,0.8095238095238095,93.38965314782587,0.2552522822539145,11520164328.492931,1.0360923138341008e+16,0.7532199406597959,0.0897495172576656,0.05746480026254362,0.21694434597660406,0.21051618775191785,2.0,0.05347345041315208,0.04985472042354358,0.037439946794941226,0.037439946820646,0.03726222013745209,0.0372622201628783,1.3333333333333333,2.0,1.2,2.0,61.0,257.0,PM
arog3632,1351,242,0.1791,694,0.5137,1919,453,0.2361,1385,0.7217,3270,136,0.1007,47,0.3456,72,0.5294,64,0.0334,19,0.2969,50,0.7813,4,0.003,4,1.0,4,1.0,4,0.0021,3,0.75,4,1.0,23,19,76,57,1130,0.8364,221,0.1636,1729,0.901,190,0.099,1.2338,1.346,254.2324204293116,813.5758207399688,95951.09327904168,3402267.3604575656,224,0.1658,446,0.2324,44,0.0326,35,0.0182,3.2197,4.5734,7.7931,516,420,0.38,0.22,822,0.6084,53,0.0392,673,0.3507,84,0.0438,17.954108068097707,34.408546117769674,183.79952235397647,685.1733714662175,0.003607282781380669,0.0017163355146766026,34.27272727272727,46.125,0.8055555555555556,0.7586206896551724,0.5202702702702703,0.60431654676259,0.14285714285714288,0.3809523809523809,69.7572851358289,0.04693016000548557,1011737559.3956387,3618652978783391.0,0.1073003635498573,0.0017397898154477105,0.003612519374618426,0.3293474547318073,0.308425590917954,3.0,0.00544257234296652,0.005988754804296231,0.0017585074834994402,0.0017585074848164874,0.001967694841693091,0.00196769484300614,1.8974358974358971,3.0,1.6352941176470588,3.0,2.0,21.0,GradStudent
asohangh,250,51,0.204,120,0.48,354,43,0.1215,235,0.6638,604,4,0.016,3,0.75,4,1.0,101,0.2853,11,0.1089,67,0.6634,1,0.004,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,70,81,91,90,183,0.732,67,0.268,260,0.7345,94,0.2655,1.3228,2.1107,326.776,564.3587570621469,181413.17382399985,352116.1905024097,52,0.208,43,0.1215,35,0.14,33,0.0932,0.5723,0.8104,1.3828,41,129,0.16,0.36,204,0.816,3,0.012,184,0.5198,21,0.0593,20.608,35.32485875706215,212.3743360000001,844.2306249800508,0.02713815791844451,0.00044119900063638713,38.25,42.72,0.8214285714285714,0.6766666666666666,0.5,0.5874125874125874,0.1038961038961039,0.2976190476190476,66.22698868824496,0.009622087326975556,625233039.3954017,1914692027893854.0,0.07080346020590045,0.00045034461152882225,0.027189561229781962,0.3324280282455188,0.5091884641180415,3.0,0.004719967976481685,0.006843194097394929,0.0007562163057421692,0.0007562163056650649,0.0008757861741520148,0.0008757861742060865,1.9743589743589745,3.0,1.6823529411764706,2.0,3.0,15.0,GradStudent
awais,49,15,0.3061,24,0.4898,119,21,0.1765,102,0.8571,168,0,0.0,0,0.0,0,0.0,38,0.3193,2,0.0526,30,0.7895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,84,100,90,33,0.6735,16,0.3265,106,0.8908,13,0.1092,1.2895,1.9759,221.36734693877548,818.1932773109244,30992.84464806331,761695.0298707719,10,0.2041,38,0.3193,6,0.1224,31,0.2605,0.1151,0.2796,0.3947,26,40,0.53,0.34,36,0.7347,0,0.0,50,0.4202,6,0.0504,30.857142857142854,45.42857142857143,327.06122448979585,1318.1608643457382,0.0001135376122720458,0.0,55.0,53.06666666666667,1.0,0.923809523809524,0.4904458598726114,0.5419354838709678,0.03896103896103896,0.17857142857142855,47.03274003284274,0.0017708514576647524,155225346.62136954,977336644371546.8,0.01812851840722822,0.0,0.00011353761227204575,0.2847222222222222,0.5001945777662472,3.0,0.0028277633204090344,0.002933687947214567,0.0017954497980286691,0.0017954497952367265,0.0020694826849886826,0.002069482682703096,2.0128205128205128,3.0,1.8235294117647056,3.0,1.0,8.0,GradStudent
bdeird7,2057,477,0.2319,1165,0.5664,2009,446,0.222,1548,0.7705,4066,21,0.0102,19,0.9048,15,0.7143,90,0.0448,21,0.2333,75,0.8333,6,0.0029,6,1.0,5,0.8333,2,0.001,2,1.0,2,1.0,16,19,77,37,1855,0.9018,202,0.0982,1906,0.9487,103,0.0513,1.2288,1.1637,478.06076810889647,1306.674962667994,1486879.856783663,2737634.435415937,1670,0.8119,888,0.442,131,0.0637,88,0.0438,5.4591,5.3317,10.7909,525,453,0.26,0.23,1132,0.5503,96,0.0467,374,0.1862,42,0.0209,21.09868740884784,42.82130413140866,216.49147615751332,589.6221245311957,0.0026123905987715163,0.0015108381564374591,29.69230769230769,44.444444444444436,0.7454545454545455,0.7789661319073083,0.5238095238095238,0.6268656716417911,0.16883116883116886,0.42857142857142855,72.3422132836582,0.03906871118920359,1074198179.0408065,4427928282206943.0,0.11502163224367536,0.001725820910501362,0.002610857239323631,0.3773856679870364,0.3139659610983982,3.0,0.006413187069111365,0.006646837469731967,0.0015702075580978788,0.0015702075591770654,0.0014826421588392306,0.0014826421600119088,1.8846153846153848,3.0,1.5764705882352938,2.0,4.0,71.0,GradStudent
ccallsen,9093,1021,0.1123,3366,0.3702,6939,732,0.1055,3485,0.5022,16032,4425,0.4866,630,0.1424,1730,0.391,1284,0.185,79,0.0615,898,0.6994,0,0.0,0,0.0,0,0.0,5,0.0007,5,1.0,5,1.0,54,53,76,77,5598,0.6156,3495,0.3844,4635,0.668,2304,0.332,1.4082,1.4801,468.4039370944683,483.7649517221502,223626.47149885254,606336.9337997186,800,0.088,619,0.0892,519,0.0571,354,0.051,20.4982,15.6425,36.1407,3034,2609,0.33,0.38,6841,0.7523,786,0.0864,5094,0.7341,591,0.0852,31.668756186077204,31.978383052313013,576.509435129489,520.6157598296327,0.0107494788887839,0.007306416923254062,28.16666666666667,39.458333333333336,0.6851851851851852,0.6135265700483091,0.6111111111111112,0.6829268292682927,0.3896103896103896,0.5714285714285714,92.64071742436295,0.07560269737980893,6785454789.726857,6421940632325856.0,0.5300439812184613,0.0072907246119369405,0.010749478888783895,0.41694073844244495,0.2999456855429084,2.0,0.03585850376776804,0.03557126241440852,0.052502033617549064,0.05250203359350968,0.052288042093967854,0.05228804207007151,1.6153846153846154,2.0,1.4470588235294115,3.0,21.0,81.0,Director
