pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_sent_perc,inter_hume_rec,inter_hume_rec_perc,inter_vt_sent,inter_vt_sent_perc,inter_vt_rec,inter_vt_rec_perc,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,fg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,fg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,fg_communicability_betweenness_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,fg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths_x,pg_avg_shortest_paths_y,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,pg_degree,fg_degree,Status
cheadley,0.025178844,0.036134627,0.078015922,0.037436968,0.353808354,0.071214299,0.086836028,0.297202797,0.076300294,0.541604597,0.037854481,0.017373811,0.294459459,0.042474608,0.1937,0.028297284,0.3663,0.136813681,0.546111347,0.111553785,0.048330166,0.136325503,0.154809437,0.155172414,0.087420043,0.155172414,1,0.243243243,1,0.5625,0.509933775,0.5625,1,0.53125,0.9444,0.042916879,0.638554217,0.105945828,0.863636364,0.032425633,0.846153846,0.086167518,0.859375,0.031909109,0.611812298,0.015473831,0.388187702,0.082612457,0.633102695,0.047027209,0.366897305,0.116295204,0.107825418,0.188219832,0.079919737,0.032210574,0.003164953,0.008767718,0.255164195,0.048304094,0.34043659,0.019765166,0.192814537,0.070862944,0.420058997,0.025569633,0.07260557,0.038555333,0.013805619,0.050514558,0.2,0.256410256,0.025516055,0.7349,0.01088,0.064542822,0.049208366,0.435564921,0.054640069,0.252493766,0.09476053,0.597897747,0.094361776,0.565416962,0.277800518,0.261061947,0.258462613,0.210587418,0.464075652,0.28432979,0.75015989,0.44768069,0.450704225,0.686567164,0.918658333,0.945862091,0.075140575,0.034139625,0.424508286,0.660341991,0.571758033,0.788930711,0.157703937,0.137058237,0,0,0.067635428,0.066922801,0.019249189,0.019249189,0.019246357,0.019246357,0.393939394,0.318181818,0,0.325757576,0.50764526,0.450704225,0.686567164,Research
chrisdob,0.001184473,0.003097254,0.193998775,0.003107014,0.616052416,0.010499344,0.013394919,0.395104895,0.010733562,0.510746967,0.003449941,0,0,0,0,0,0,0.010126013,0.252231194,0.023904382,0.203502579,0.008389262,0,0.086206897,0.795309168,0.086206897,1,0.108108108,0.8,0.0625,0.331125828,0.0625,1,0.0625,1,0.003079618,0.927710843,0.016676658,0.931818182,0.001584527,0.923076923,0.013205432,0.921875,0.002039231,0.818932039,0.0004438,0.181067961,0.010428681,0.509104151,0.009993282,0.490895849,0.036787789,0.080204356,0.278635874,0.079210601,0.12573968,0.001643939,0.000459261,0.217425847,0.001871345,0.111226611,0.001369863,0.21736718,0.004873096,0.232153392,0.001411099,0.013031858,0.004361328,0.000777781,0.003200301,0.18,0.08974359,0.001672401,0.7836,0.00048,0.046338436,0.006596951,0.440265845,0.005637467,0.172693267,0.090010577,0.284043056,0.227371649,0.43522805,0.045228041,0,0.831436583,0.563757571,1,0.933618416,0,0.341563786,0.028169014,0.149253731,0.487492072,0.647884836,0.003153925,0.004358285,0.009337407,0.08181189,0.01736749,0.133691354,0.87438487,1,1,0,0.005851877,0.007011795,0.000648176,0.000648176,0.002097767,0.002097767,0.727272727,0.863636364,0,0,0.024464832,0.028169014,0.149253731,GradStudent
chrisj12,0.000433916,0.003303737,0.412002449,0.001171497,0.475675676,0.009218174,0.012471132,0.427572428,0.011162905,0.682485635,0.002544332,0,0,0,0,0,0,0.005850585,0.169145771,0.011952191,0.208118382,0.010486577,0.818511797,0,0,0,0,0,0,0,0,0,0,0,0,0.001158388,0.795180723,0.01416971,0.909090909,0.000539066,0.826923077,0.010963,0.859375,0.000679744,0.514563107,0.00062132,0.485436893,0.00831411,0.429169701,0.010245213,0.570830299,0.149735496,0.184030544,0.084423246,0.039543844,0.006817172,0.000801621,0.000104378,0.094544492,0.004093567,0.278846154,0.000260926,0.079206547,0.008121827,0.394985251,0.00046514,0.010972546,0.003098763,0.00012963,0.004267068,0.06,0.192307692,0.000716743,0.6429,0,0,0.00581509,0.451775004,0.004770165,0.168329177,0.05556234,0.770205235,0.028057933,1,0.217083451,0.002212389,0.587621639,0.685444474,0.904105889,0.836446536,0.394191856,0.653850676,0.084507042,0.164179104,0.58879267,0.704393276,0.009112009,0.000578552,0.033865163,0.11237077,0.06208484,0.188095322,0.464587786,0.452665731,1,0,0.009131921,0.010079859,0.005467924,0.005467924,0.005885444,0.005885444,0.646464646,0.818181818,0,0.007575758,0.091743119,0.084507042,0.164179104,GradStudent
cshahria,0.00188812,0.00516209,0.189344764,0.002088321,0.193939394,0.010030623,0.015704388,0.481018981,0.014720314,0.916152373,0.00383806,0,0,0,0,0,0,0.01890189,0.478963026,0.023904382,0.105213141,0.026006711,0.50508167,0.017241379,0.1108742,0.017241379,1,0.027027027,1,0.03125,0.17218543,0.03125,1,0.03125,1,0.004040233,0.78313253,0.014387705,0.852272727,0.002499306,0.903846154,0.011461318,0.8125,0.001456594,0.124271845,0.003106601,0.875728155,0.011822376,0.696103423,0.006298287,0.303896577,0.347359292,0.110072239,0.159710188,0.129479118,0.008859972,0.010007076,0.000730643,0.238877119,0.014035088,0.826923077,0.001891716,0.207379664,0.02213198,0.897050147,0.00195202,0.010833168,0.004152822,0.001976861,0.007906627,0.31,0.358974359,0.002341361,0.7577,0,0,0.005766224,0.396984925,0.011708586,0.41084788,0.203346604,0.737366652,0.137849708,0.604166387,0.035333588,0.075589971,0.703007312,0.393786645,0.910498829,0.724362561,0.603062462,0.341563786,0.056338028,0.164179104,0.579292576,0.714657765,0.004299535,0.021105569,0.019859978,0.067538523,0.03734183,0.112460729,0.525767876,0.560880826,1,0,0.006888307,0.008926073,0.013726648,0.013726648,0.014678116,0.014678116,0.676767677,0.848484848,0,0.007575758,0.073394495,0.056338028,0.164179104,GradStudent
cthomp,0.055635042,0.056163535,0.046662584,0.043600061,0.092547093,0.287013312,0.10669746,0,0.29624632,0.497127048,0.119816463,0.011411851,0.088243243,0.01800554,0.125,0.015937551,0.3141,0.618586859,0.623246919,0.139442231,0,0.653942953,0.21415608,0,0,0,0,0,0,0.1875,0.039735099,0.1875,1,0.1875,1,0.121546025,0.879518072,0.35903864,0.715909091,0.076988418,0.980769231,0.378431128,0.984375,0.073295786,0.665048544,0.029261221,0.334951456,0.254901961,0.306809905,0.325915351,0.693190095,0.444558148,0.075386601,0.39815732,0.044738111,0.073074024,0.002132381,0.010124627,0.134401483,0.169356725,0.270010395,0.028897586,0.128589263,0.219492386,0.313864307,0.055688753,0.287990132,0.120099391,0.069416988,0.221762048,0.45,0.294871795,0.02776185,0.3649,0.13056,0.353330575,0.235877639,0.561193062,0.296183868,0.369700748,0.126922965,0.44715979,0.140564453,0.283966389,0.106831792,0.043141593,0.294307915,0.275617436,0.574031862,0.382493523,0.618514173,0.56462585,0.478873239,0.611940299,0.980274395,0.986795063,0.143099606,0.114020125,0.54902029,0.598016997,0.677668888,0.735589074,0.275901954,0.262434811,0,0,0.186264193,0.178202711,0.2606599,0.260659899,0.260416367,0.260416367,0.373737374,0.393939394,0,0.416666667,0.198776758,0.478873239,0.611940299,Director
darek,0.000433916,0.001238902,0.237109614,0.000814954,0.311875512,0,0,0.915584416,0,0.64715897,0,0,0,0,0,0,0,0,0.127709307,0.003984064,1,0,0.092558984,0,0,0,0,0,0,0,0,0,0,0,0,0.001327909,0.891566265,0,0.943181818,0.000637078,1,0,0.96875,0.000699165,0.537702265,0.000591733,0.462297735,0,0.95429716,0,0.04570284,0.117717457,0.037311506,0.35399206,0.109774835,0.046798689,0.02221755,0.000835021,0.756620763,0,0.820686071,0.002413568,0.733250104,0.001624365,0.916814159,0.000367147,0,0,0.000421298,0.001066767,0.19,1,0.00066896,0.6,0,0,0,0.883611606,0,0.308603491,0.138654782,0.165347254,0.055885372,0.010610135,0.060912165,0,1,1,1,0.990128687,0.262836018,0.458861789,0,0,0,0,0,0,0,0,0,0,0.503004038,0.738480305,1,1,0,0,0.001237605,0.001237605,0.001690021,0.001690021,0.818181818,1,1,0,0,0,0,GradStudent
deannac,0.087158438,0.089820359,0.047519902,0.094280039,0.204586405,0.266764577,0.272517321,0.218281718,0.259874877,0.434773356,0.137411164,0.167410388,0.828513514,0.170360111,0.0806,0.229630834,0.3085,0.344509451,0.369953251,0.250996016,0.03923432,0.342701342,0.15353902,0.5,0.08315565,0.5,1,0.567567568,0.7241,0.4375,0.105960265,0.4375,1,0.4375,1,0.162993728,0.734939759,0.282195215,0.590909091,0.115621478,0.903846154,0.306548731,0.796875,0.124431929,0.773624595,0.030888488,0.226375405,0.288590927,0.534777859,0.212630165,0.465222141,0.223068251,0.044793584,0.502735768,0.104406023,0.141765217,0.008503581,0.00382022,0.032441737,0.132046784,0.204781705,0.010697978,0.030517409,0.097461929,0.133923304,0.124877019,0.383101791,0.197207174,0.121917231,0.272402108,0.5,0.448717949,0.046747579,0.3932,0.04544,0.078609847,0.207388585,0.51564273,0.275802255,0.37032419,0.301347506,0.574672429,0.538238555,0.377521053,0.628685655,0.55199115,0.082934741,0.036460951,0.133414256,0.045811362,0.90343063,0.640701754,0.816901408,0.970149254,0.97896487,0.98546246,0.194598133,0.091775568,0.894755182,0.972078416,0.919017964,0.989431818,0.105036452,0.024772531,0,0,0.197600208,0.182064011,0.117417394,0.117417394,0.117224286,0.117224286,0.131313131,0.03030303,0,0.856060606,0.868501529,0.816901408,0.970149254,Operations
drdepoy,0.014624135,0.017138138,0.062706675,0.011256558,0.087469287,0.028279483,0.028637413,0.255744256,0.032016683,0.607363269,0.018241565,0.00113387,0.032702703,0.005540166,0.3871,0.001951537,0.3871,0.056480648,0.550998725,0.071713147,0.08824328,0.060822148,0.231397459,0.017241379,0.017057569,0.017241379,1,0.027027027,1,0.09375,0.205298013,0.0625,0.6667,0.0625,0.6667,0.027151495,0.710843373,0.041364652,0.852272727,0.018050542,0.788461538,0.034840746,0.890625,0.01386677,0.302265372,0.016331844,0.69789644,0.030324875,0.548252003,0.023009741,0.451747997,0.419998266,0.120180185,0.627558437,0.082243355,0.239066321,0.003748499,0.001711793,0.084878178,0.008538012,0.11460499,0.004305284,0.071577195,0.010761421,0.163421829,0.014796939,0.028774622,0.018546455,0.003824092,0.020205823,0.09,0.282051282,0.015513507,0.7609,0.00656,0.066197766,0.023162627,0.577078943,0.022983521,0.273690773,0.17678525,0.536331018,0.08336264,0.323859906,0.216412532,0.046091445,0.294256461,0.380495435,0.537901565,0.510135696,0.772378456,0.56462585,0.338028169,0.432835821,0.860117863,0.883929085,0.094105256,0.075061008,0.253117709,0.364586984,0.385522659,0.512001358,0.1923721,0.206524424,0,0,0.044301357,0.036416247,0.015621983,0.015621983,0.014546371,0.014546371,0.474747475,0.575757576,0,0.143939394,0.171253823,0.338028169,0.432835821,Research
dslevy,0.026820687,0.039851332,0.081322719,0.028829012,0.200982801,0.115024061,0.09330254,0.154845155,0.093596663,0.265801234,0.051154005,0.02911485,0.463648649,0.060480148,0.1646,0.03285087,0.2538,0.340234023,0.851253719,0.131474104,0.013168613,0.331795302,0.134482759,0,0,0,0,0,0,0.4375,0.245033113,0.28125,0.6429,0.40625,0.9286,0.052212239,0.759036145,0.15755627,0.795454545,0.032915693,0.769230769,0.136788339,0.84375,0.025033987,0.290614887,0.030089648,0.709385113,0.095588235,0.246722505,0.142089352,0.753277495,0.209626225,0.090411185,0.28744654,0.074203809,0.057323633,0.004190236,0.006575789,0.179819915,0.077777778,0.334199584,0.017677756,0.162019698,0.114111675,0.417699115,0.058714776,0.25270655,0.11259414,0.017338043,0.083207831,0.23,0.269230769,0.027538863,0.7453,0.02704,0.150599917,0.123876075,0.824444805,0.133130963,0.424563591,0.140377197,0.541930819,0.38609495,0.487473942,0.019090891,0.01659292,0.42832921,0.572316589,0.925710491,0.805464095,0.601091116,0.244837758,0.323943662,0.313432836,0.942687511,0.962105524,0.0526188,0.057028948,0.338465205,0.27650801,0.472276523,0.40627557,0.455143419,0.563101558,0,0,0.068252443,0.065966214,0.110938754,0.110938753,0.11097351,0.11097351,0.484848485,0.696969697,0,0.098484848,0.027522936,0.323943662,0.313432836,Director
example,0.00313123,0.005368573,0.117575015,0.004991596,0.364946765,0.009249422,0.010161663,0.356643357,0.010978901,0.661204512,0.004536673,0.001719093,0.211756757,0.006925208,0.3191,0.004390958,0.5745,0.024527453,0.661283468,0.039840637,0.125984252,0.025167785,0.180943739,0.051724138,0.213219616,0.051724138,1,0.054054054,0.6667,0.125,0.741721854,0.09375,0.75,0.125,1,0.007741425,0.963855422,0.015641179,0.988636364,0.004361534,0.980769231,0.012333375,1,0.004699942,0.762621359,0.001301814,0.237378641,0.011726259,0.786962855,0.004366812,0.213037145,0.105923164,0.06552586,0.23125063,0.119232674,0.028810721,0.00468761,0.00121078,0.255958686,0.004912281,0.328482328,0.0037182,0.26355944,0.01035533,0.484365782,0.005663994,0.017558164,0.008737069,0.000550928,0.00502008,0.06,0.230769231,0.003328874,0.6967,0.00128,0.055233761,0.006254887,0.490355001,0.002601908,0.08042394,0.091791903,0.518364939,0.166550118,0.531566605,0.087979962,0.007190265,0.598293674,0.59103944,0.902362359,0.892572075,0.660928536,0.44768069,0.126760563,0.23880597,0.595913445,0.709238567,0.009112518,0.01089048,0.070429431,0.187533135,0.124264237,0.288231504,0.423834605,0.574209092,1,1,0.009719539,0.010488432,0.001723604,0.001723604,0.001562876,0.001562876,0.616161616,0.787878788,1,0.007575758,0.036697248,0.126760563,0.23880597,GradStudent
fnguyen,0.011352175,0.034482759,0.189957134,0.018438344,0.399180999,0.044497219,0.137182448,0.91008991,0.057899902,0.782081294,0.02031153,0.003182151,0.117432432,0.023545706,0.5862,0.007968775,0.5632,0.03060306,0.190820229,0.071713147,0.175807765,0.037751678,0.377676951,0.103448276,0.12793177,0.103448276,1,0.162162162,1,0.25,0.357615894,0.25,1,0.1875,0.75,0.007232864,0.120481928,0.026976947,0.318181818,0.014424098,0.826923077,0.039242556,0.5,0.016158477,0.749514563,0.004585934,0.250485437,0.060265283,0.858521486,0.014276117,0.141478514,0.163368312,0.006344934,0.461397754,0.199531664,0.067766495,0.015979469,0.015781893,1,0.05005848,0.64527027,0.006979778,0.148286864,0.018274112,0.167551622,0.013176788,0.052082136,0.023781201,0.00981949,0.020143072,0.3,0.102564103,0.006020642,0.3776,0.00704,0.091021928,0.020279515,0.208947966,0.014744146,0.066084788,0.080687628,0.597471822,0.04998701,0.355634238,0.298193049,0.174778761,0.413468109,0.386472626,0.857611774,0.620628041,0.749567432,0.653850676,0.169014085,0.328358209,0.689162262,0.761151645,0.027173144,0.025544798,0.081482513,0.240086365,0.138436837,0.360325219,0.733876348,0.419960442,1,1,0.016045988,0.014846204,0.002336229,0.002336229,0.002222207,0.002222207,0.606060606,0.696969697,1,0.015151515,0.088685015,0.169014085,0.328358209,GradStudent
hayajs,0.001512842,0.00289077,0.148560931,0.002546733,0.363308763,0.007187051,0.008775982,0.415584416,0.010978901,0.951266227,0.002777203,3.66E-05,0.008378378,0.000461681,1,0.000162628,1,0.015526553,0.521886953,0.027888446,0.149199023,0.02307047,0.602177858,0,0,0,0,0,0,0,0,0,0,0,0,0.003588179,0.86746988,0.010463785,0.863636364,0.001878563,0.807692308,0.008263776,0.828125,0.001437172,0.260841424,0.002189414,0.739158576,0.008746636,0.747450838,0.004030904,0.252549162,0.164252884,0.056785783,0.123017487,0.141867309,0.029619855,0.00427586,0.000730643,0.286016949,0.005730994,0.497401247,0.001956947,0.256901096,0.01035533,0.601769912,0.001546982,0.007766848,0.003010364,0.001782416,0.004706325,0.34,0.307692308,0.001959098,0.7593,0.00016,0.012825817,0.003225176,0.323229048,0.004336513,0.205112219,0.253507739,0.92947008,0.355118434,0.568390777,0.010807096,0.004424779,0.634779262,0.628306829,0.910498829,0.890596667,0.3814285,0.341563786,0.056338028,0.089552239,0.520169883,0.612097797,0.006017649,0.000303636,0.017380671,0.041627029,0.033026458,0.072939765,0.963578384,0.758322174,1,0,0.00648994,0.005973068,0.007105339,0.007105339,0.007383074,0.007383074,0.676767677,0.893939394,0,0.007575758,0.042813456,0.056338028,0.089552239,GradStudent
het,0.012243462,0.020441875,0.097489284,0.016044415,0.285339885,0.069214424,0.062355658,0.192807193,0.070228165,0.481804639,0.027789278,0.000182882,0.006216216,0.002308403,1,0.00081314,1,0.149189919,0.613047174,0.135458167,0.05511811,0.153942953,0.189110708,0.051724138,0.059701493,0.051724138,1,0.081081081,1,0.25,0.231788079,0.1875,0.75,0.21875,0.875,0.025484545,0.819277108,0.099950951,0.840909091,0.015861607,0.865384615,0.087745526,0.921875,0.012002331,0.331391586,0.01316607,0.668608414,0.066560938,0.404770575,0.069701041,0.595229425,0.242320701,0.112764029,0.810505249,0.079469112,1,0.004107848,0.003861971,0.227489407,0.036608187,0.24012474,0.010502283,0.207379664,0.05319797,0.320058997,0.01622241,0.092205625,0.037086183,0.013773212,0.078438755,0.39,0.525641026,0.011563456,0.6741,0.0112,0.134464212,0.057662236,0.579186254,0.081960104,0.435162095,0.162816039,0.628759996,0.294886032,0.56900408,0.413013429,0.007374631,0.466215845,0.41960945,0.98429804,0.616555106,0.333748392,0.627690518,0.267605634,0.492537313,0.905539773,0.939678876,0.057441298,0.07568392,0.248325189,0.495922274,0.367552104,0.64300184,0.524253259,0.409414498,0,0,0.044002385,0.045618151,0.041740648,0.041740648,0.042121172,0.042121172,0.525252525,0.515151515,0,0.022727273,0.149847095,0.267605634,0.492537313,Research
jacouch,0.006051366,0.007846376,0.079485609,0.003157948,0,0.01087432,0.012471132,0.355644356,0.005090775,0,0.007132754,0.001170446,0.078783784,0.007848569,0.5313,0.00081314,0.1563,0.022727273,0.534849129,0.047808765,0.162774912,0.020553691,0.066606171,0,0,0,0,0,0,0.03125,0.158940397,0.03125,1,0.03125,1,0.009097587,0.542168675,0.010845278,0.602272727,0.006860839,0.653846154,0.01000789,0.59375,0.004311517,0.077508091,0.009260629,0.922491909,0.007160707,0.170247633,0.016711454,0.829752367,0.501743127,0.03814651,0.351153158,0.011462889,0.192706384,0.001494088,0.004822245,0.55720339,0.008421053,0.458679834,0.009067189,0.351227632,0.010558376,0.425663717,0.008624688,0.016129538,0.010520419,0.004828726,0.003953313,0.27,0.115384615,0.006291412,0.7195,0.00272,0.064129086,0.013780297,1,0.005637467,0.16521197,0.074684364,0,0,0,0.095025547,0.064528024,0.376315355,0.724417464,0.808211777,0.987471025,0.643583122,0.361993769,0.112676056,0.089552239,0.573192796,0.645069255,0.046427061,0.070940807,0.037349103,0.048818068,0.064559275,0.080210113,0.349307415,0.925748027,1,0,0.009523617,0.008912645,0.005325415,0.005325415,0.004112759,0.004112759,0.676767677,0.924242424,0,0.015151515,0,0.112676056,0.089552239,GradStudent
javier,0.002005395,0.006607475,0.220820576,0.004023837,0.47960688,0.012124242,0.010623557,0.267732268,0.016376349,0.814854224,0.004502173,0.00215801,0.390810811,0.005078486,0.1864,0.004878842,0.5085,0.020252025,0.434551636,0.015936255,0.068422482,0.019714765,0.131215971,0.068965517,0.417910448,0.068965517,1,0.108108108,1,0.0625,0.291390728,0.0625,1,0.0625,1,0.004548794,0.843373494,0.0195106,0.943181818,0.00269533,0.923076923,0.015655496,0.953125,0.003107399,0.76197411,0.0008876,0.23802589,0.015522876,0.792607429,0.005458515,0.207392571,0.065614431,0.034147279,0.246840757,0.192324059,0.027654189,0.0052279,0.000709768,0.220736229,0.003625731,0.168399168,0.001761252,0.183659315,0.006497462,0.253687316,0.002063079,0.012993529,0.004830226,0.000518521,0.008910643,0.08,0.320512821,0.002659913,0.8186,0,0,0.006596951,0.355487113,0.002601908,0.044887781,0.111206575,0.986645026,0.210490788,0.642046265,0.320984564,0.024336283,0.653842982,0.535558665,0.952052944,0.673318591,0.601583477,0.66713948,0.084507042,0.23880597,0.615374241,0.705767084,0.006867559,0.000328447,0.038448014,0.171362046,0.069442226,0.276064706,0.54399567,0.464518294,1,0,0.010196516,0.009476955,0.001154318,0.001154318,0.002333195,0.002333195,0.666666667,0.742424242,0,0.007575758,0.051987768,0.084507042,0.23880597,GradStudent
jdemma,0.003752785,0.00805286,0.141212492,0.004736923,0.256511057,0.015874008,0.014318707,0.253746254,0.014106968,0.373909342,0.006822259,0,0,0,0,0,0,0.015976598,0.270293243,0.015936255,0.090415422,0.014261745,0.056261343,0.034482759,0.121535181,0.034482759,1,0.054054054,1,0.03125,0.119205298,0.03125,1,0.03125,1,0.007091597,0.710843373,0.024361001,0.897727273,0.004377869,0.711538462,0.019268303,0.875,0.004369781,0.477508091,0.003372881,0.522491909,0.016195694,0.512745812,0.014360094,0.487254188,0.149007025,0.028307743,0.426980992,0.081539339,0.17049203,0.001200323,0.000521888,0.09375,0.002573099,0.061590437,0.001435095,0.086419753,0.005279188,0.161946903,0.004545567,0.01965929,0.008493012,0.001004634,0.007028112,0.09,0.141025641,0.004316386,0.7677,0.00128,0.04695904,0.012216575,0.545955584,0.009973981,0.201995012,0.114865634,0.387864139,0.233610398,0.407548511,0.380666573,0.002028024,0.807356094,0.303777411,1,0.518779603,0.519100399,0.735761991,0.084507042,0.313432836,0.663160691,0.773568129,0.007100778,0.004652714,0.047913434,0.185751558,0.085652384,0.291365267,0.537520872,0.412655289,1,0,0.01159756,0.013333164,0.003375614,0.003375614,0.004346807,0.004346807,0.646464646,0.696969697,0,0,0.122324159,0.084507042,0.313432836,GradStudent
jgaedder,0.005230444,0.014247367,0.174035517,0.00438038,0.111711712,0.014186613,0.020785219,0.42957043,0.013677625,0.449457331,0.007443248,0,0,0,0,0,0,0.000450045,0.015299618,0,0.434292696,0.001677852,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010340736,0.759036145,0.019783094,0.818181818,0.006795498,0.865384615,0.016776712,0.84375,0.003806564,0.091262136,0.007958815,0.908737864,0.013888889,0.475418791,0.013856231,0.524581209,0.371797763,0.106468536,0.359224388,0.047138725,0.091073059,0.001150089,0.001294282,0.171345339,0.00877193,0.350051975,0.003457273,0.153419337,0.015634518,0.474041298,0.008024971,0.0224364,0.011818536,0.002722235,0.011734438,0.18,0.358974359,0.006020642,0.7891,0.00144,0.038891187,0.011727912,0.602366672,0.021682567,0.559226933,0.131638126,0.216189475,0.08139907,0.08487917,0.187775696,0.133849558,0.37853817,0.293373778,0.707400019,0.571944552,0.736638204,0.493069307,0.154929577,0.253731343,0.693585983,0.760272229,0.017364598,0.00268805,0.07122698,0.130579187,0.126128396,0.210228652,0.332847516,0.270870939,1,0,0.014852154,0.01184895,0.010698023,0.010698023,0.011032213,0.011032213,0.626262626,0.757575758,0,0.03030303,0.113149847,0.154929577,0.253731343,Research
jmahal,0.002451038,0.005368573,0.151745254,0.002444863,0.162489762,0.008593213,0.009699769,0.372127872,0.010978901,0.741008725,0.003855309,0,0,0,0,0,0,0.021827183,0.627496813,0.027888446,0.102769481,0.028104027,0.425045372,0,0,0,0,0,0,0,0,0,0,0,0,0.004887834,0.746987952,0.012970734,0.897727273,0.003071042,0.807692308,0.010215523,0.859375,0.001980967,0.157443366,0.003727921,0.842556634,0.009803922,0.666423889,0.005962378,0.333576111,0.327308993,0.044854012,0.10066585,0.152992914,0.004259903,0.00911882,0.001941423,0.508871822,0.007134503,0.504417879,0.004500978,0.395477875,0.01319797,0.639233038,0.002576562,0.009366213,0.004207591,0.003337978,0.00564759,0.43,0.294871795,0.002309506,0.5992,0.00032,0.017170046,0.006108288,0.524882477,0.004336513,0.16521197,0.117500381,0.756956203,0.091376685,0.583541969,0.044710121,0.048672566,0.404676819,0.460113217,0.808211777,0.842058988,0.443457898,0.263492063,0.098591549,0.179104478,0.560819544,0.665546025,0.021672552,0.02529341,0.025812136,0.092380923,0.047663504,0.15098366,1,0.764171845,1,0,0.008212921,0.007966452,0.010413021,0.010413021,0.010773099,0.010773099,0.666666667,0.833333333,0,0.015151515,0.073394495,0.098591549,0.179104478,GradStudent
jmernst,0.101161018,0.069378484,0.023392529,0.134212805,0.296642097,0.287700769,0.215242494,0.126373626,0.275024534,0.415194722,0.153487891,0.195976591,0.836216216,0.122807018,0.0496,0.27630509,0.3171,0.48829883,0.488950276,0.274900398,0.026201466,0.513422819,0.208529946,1,0.142857143,1,1,1,0.6379,1,0.231788079,1,1,1,1,0.206871221,0.819277108,0.386451578,0.772727273,0.134423444,0.903846154,0.349237988,0.859375,0.13878423,0.719902913,0.044350425,0.280097087,0.335063437,0.631828114,0.187688949,0.368171886,0.113277253,0.031872991,0.265083231,0.081512156,0.052066243,0.006187725,0.028161076,0.206302966,0.264795322,0.497661123,0.074494455,0.182965737,0.351269036,0.519469027,0.134195497,0.382467621,0.203886089,0.04498169,0.205195783,0.16,0.256410256,0.086837411,0.6296,0.06864,0.102399669,0.248876075,0.605608689,0.213790113,0.240648379,0.081791886,0.366095763,0.140015061,0.38480302,0.082705245,0.122050147,0.134822459,0.135487324,0.223714337,0.17762542,0.563638018,0.235633872,0.661971831,0.820895522,0.983856203,0.989697991,0.21827009,0.031645772,0.687856579,0.827589335,0.810759527,0.904797056,0.132478647,0.08216836,0,0,0.256822927,0.254195955,0.115083873,0.115083873,0.11551986,0.11551986,0.222222222,0.181818182,0,0.681818182,0.626911315,0.661971831,0.820895522,Research
