@relation trai_traffic_100_0_0

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute Status {GradStudent,Research,Director,PM,Operations}

@data
0.012243,0.020442,0.097489,0.016044,0.28534,0.069201,0.062356,0.192807,0.070224,0.481805,0.027789,0.000183,0.006216,0.002308,1,0.000813,1,0.14919,0.613047,0.135458,0.055118,0.153943,0.189111,0.051724,0.059701,0.051724,1,0.081081,1,0.25,0.231788,0.1875,0.75,0.21875,0.875,0.821429,0.840909,0.865385,0.920635,0.012002,0.331392,0.013166,0.668608,0.066542,0.404771,0.069701,0.595229,0.242321,0.112764,0.863838,0.073656,1,0.003816,0.003862,0.212624,0.036574,0.237532,0.010502,0.20738,0.053112,0.320059,0.016222,0.092189,0.037086,0.013773,0.078439,0.39,0.525641,0.011563,0.6741,0.0112,0.134464,0.057662,0.579186,0.08196,0.435162,0.176608,0.610194,0.400875,0.780225,Research
0.006051,0.007846,0.079486,0.003158,0,0.010872,0.012471,0.355644,0.00509,0,0.007133,0.00117,0.078784,0.007849,0.5313,0.000813,0.1563,0.022727,0.534849,0.047809,0.162775,0.020554,0.066606,0,0,0,0,0,0,0.03125,0.15894,0.03125,1,0.03125,1,0.547619,0.602273,0.653846,0.587302,0.004312,0.077508,0.009261,0.922492,0.007159,0.170248,0.016711,0.829752,0.501743,0.038147,0.306515,0.002656,0.12454,0.000454,0.004822,0.520792,0.008413,0.453728,0.009067,0.351228,0.010541,0.425664,0.008625,0.016127,0.01052,0.004829,0.003953,0.27,0.115385,0.006291,0.7195,0.00272,0.064129,0.01378,1,0.005637,0.165212,0.07477,0,0,0.026654,GradStudent
0.002005,0.006607,0.220821,0.004024,0.479607,0.012122,0.010624,0.267732,0.016375,0.814854,0.004502,0.002158,0.390811,0.005078,0.1864,0.004879,0.5085,0.020252,0.434552,0.015936,0.068422,0.019715,0.131216,0.068966,0.41791,0.068966,1,0.108108,1,0.0625,0.291391,0.0625,1,0.0625,1,0.845238,0.943182,0.923077,0.952381,0.003107,0.761974,0.000888,0.238026,0.015518,0.792607,0.005459,0.207393,0.065614,0.034147,0.253877,0.15293,0.040547,0.004395,0.00071,0.206312,0.003622,0.166581,0.001761,0.183659,0.006487,0.253687,0.002063,0.012991,0.00483,0.000519,0.008911,0.08,0.320513,0.00266,0.8186,0,0,0.006597,0.355487,0.002602,0.044888,0.111878,0.942198,0.183515,0.87277,GradStudent
0.003753,0.008053,0.141212,0.004737,0.256511,0.015871,0.014319,0.253746,0.014106,0.373909,0.006822,0,0,0,0,0,0,0.015977,0.270293,0.015936,0.090415,0.014262,0.056261,0.034483,0.121535,0.034483,1,0.054054,1,0.03125,0.119205,0.03125,1,0.03125,1,0.714286,0.897727,0.711538,0.873016,0.00437,0.477508,0.003373,0.522492,0.016191,0.512746,0.01436,0.487254,0.149007,0.028308,0.503157,0.06518,0.233735,0.00105,0.000522,0.087624,0.002571,0.060925,0.001435,0.08642,0.005271,0.161947,0.004546,0.019656,0.008493,0.001005,0.007028,0.09,0.141026,0.004316,0.7677,0.00128,0.046959,0.012217,0.545956,0.009974,0.201995,0.106759,0.366565,0.132194,0.686809,GradStudent
0.00523,0.014247,0.174036,0.00438,0.111712,0.014184,0.021247,0.439061,0.013738,0.453501,0.007443,0,0,0,0,0,0,0.00045,0.0153,0,0.434293,0.001678,1,0,0,0,0,0,0,0,0,0,0,0,0,0.761905,0.829545,0.865385,0.84127,0.003807,0.091262,0.007959,0.908738,0.013885,0.475419,0.013856,0.524581,0.371798,0.106469,0.367648,0.05446,0.090171,0.001416,0.001294,0.160149,0.008881,0.351414,0.003457,0.153419,0.015812,0.479646,0.008025,0.022432,0.011819,0.002722,0.011734,0.18,0.358974,0.006021,0.7891,0.00144,0.038891,0.011728,0.602367,0.021683,0.559227,0.10936,0.258241,0.073775,0.165353,Research
0.002451,0.005369,0.151745,0.002445,0.16249,0.008592,0.0097,0.372128,0.010978,0.741009,0.003855,0,0,0,0,0,0,0.021827,0.627497,0.027888,0.102769,0.028104,0.425045,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.897727,0.807692,0.857143,0.001981,0.157443,0.003728,0.842557,0.009801,0.666424,0.005962,0.333576,0.327309,0.044854,0.071482,0.104813,0.00189,0.004971,0.001941,0.475619,0.007128,0.498972,0.004501,0.395478,0.013177,0.639233,0.002577,0.009364,0.004208,0.003338,0.005648,0.43,0.294872,0.00231,0.5992,0.00032,0.01717,0.006108,0.524882,0.004337,0.165212,0.131179,0.693818,0.137151,0.8385,GradStudent
0.101161,0.069378,0.023393,0.134213,0.296642,0.287647,0.215242,0.126374,0.275069,0.415408,0.153488,0.195977,0.836216,0.122807,0.0496,0.276305,0.3171,0.488299,0.48895,0.2749,0.026201,0.513423,0.20853,1,0.142857,1,1,1,0.6379,1,0.231788,1,1,1,1,0.821429,0.772727,0.903846,0.857143,0.138784,0.719903,0.04435,0.280097,0.335015,0.632192,0.187605,0.367808,0.113277,0.031867,0.272695,0.079072,0.05048,0.006027,0.028161,0.192822,0.264665,0.492545,0.074494,0.182966,0.350902,0.519764,0.134195,0.382397,0.203886,0.044982,0.205196,0.16,0.25641,0.086837,0.6296,0.06864,0.1024,0.248925,0.605771,0.21379,0.240648,0.078567,0.334748,0.162875,0.494406,Research
0.003483,0.008672,0.16387,0.00489,0.303358,0.025337,0.032794,0.348651,0.023919,0.417961,0.009237,0.003402,0.380811,0.017082,0.3978,0.002927,0.1935,0.035104,0.380153,0.051793,0.10915,0.037752,0.228675,0,0,0,0,0,0,0.03125,0.072848,0.03125,1,0.03125,1,0.869048,0.818182,0.903846,0.809524,0.003515,0.338026,0.003994,0.661974,0.021668,0.312454,0.030232,0.687546,0.144966,0.099618,0.119975,0.073686,0.032658,0.002221,0.000835,0.15,0.014489,0.291003,0.002544,0.163962,0.020677,0.350442,0.004466,0.032932,0.012098,0.001329,0.026293,0.12,0.474359,0.004428,0.8424,0.00032,0.012619,0.022576,0.648565,0.030789,0.44202,0.195408,0.559234,0.294412,0.477427,Research
0.010097,0.012802,0.071892,0.019253,0.500573,0.016933,0.028176,0.48002,0.016437,0.451798,0.011782,0.011778,0.486757,0.018467,0.1242,0.027322,0.5217,0.005626,0.092648,0.011952,0.215857,0.00755,0.436842,0,0,0,0,0,0,0,0,0,0,0,0,0.535714,0.806818,0.903846,0.825397,0.012294,0.552913,0.007308,0.447087,0.01672,0.474873,0.016292,0.525127,0.119781,0.09324,0.402792,0.039625,0.118114,0.002039,0.002609,0.17302,0.00853,0.266581,0.00574,0.136496,0.011758,0.30708,0.01262,0.021593,0.014966,0.015782,0.014307,0.54,0.371795,0.007104,0.4989,0.00096,0.01386,0.016468,0.732372,0.012576,0.246883,0.163753,0.275468,0.152209,0.148753,GradStudent
0.002322,0.007227,0.207961,0.001375,0.031122,0.007404,0.01709,0.703297,0.005826,0.316663,0.003433,0,0,0,0,0,0,0.031053,0.999788,0.039841,0.096525,0.028523,0.079855,0,0,0,0,0,0,0.03125,0.218543,0.03125,1,0.03125,1,0.047619,0.840909,1,0.904762,0.004214,1,0,0,0.003123,0,0.014444,1,1,0.083978,0.844229,0.095917,0.001259,0.003319,0.000543,0.139356,0.002921,0.270694,0.00013,0.012068,0.006081,0.379646,0.007055,0.024017,0.011543,0.007486,0.005459,1,0.346154,0,0,0,0,0.006988,0.726374,0.008673,0.407107,1,0.402863,0.059941,0.507306,Director
0.096259,0.07165,0.027557,0.11608,0.251269,0.415677,0.18291,0.020979,0.337565,0.259204,0.185227,0.013131,0.058919,0.033703,0.2033,0.015775,0.2702,0.45252,0.31088,0.215139,0.019549,0.464346,0.184029,0.327586,0.049041,0.327586,1,0.378378,0.7368,0.34375,0.05298,0.34375,1,0.34375,1,0.702381,0.715909,0.826923,0.857143,0.084987,0.243851,0.113938,0.756149,0.330162,0.194829,0.540225,0.805171,0.229399,0.058665,0.232015,0.069215,0.03438,0.002098,0.028913,0.208045,0.267703,0.303085,0.069406,0.179082,0.384553,0.386431,0.101282,0.438128,0.195051,0.253427,0.480673,0.95,0.538462,0.085038,0.6479,0.16336,0.256309,0.40173,0.709515,0.416305,0.355985,0.177088,0.334637,0.404726,0.398276,PM
0.020863,0.021681,0.051684,0.018082,0.123342,0.106192,0.062818,0.083417,0.126955,0.672696,0.04434,0.000805,0.016351,0.004155,0.4091,0.001626,0.4545,0.180468,0.48555,0.143426,0.045751,0.219799,0.36951,0,0,0,0,0,0,0,0,0,0,0,0,0.916667,0.647727,0.961538,0.984127,0.030181,0.782039,0.007219,0.217961,0.111511,0.502549,0.090527,0.497451,0.419096,0.030038,0.235391,0.044414,0.084302,0.002322,0.002359,0.077228,0.039378,0.12545,0.006784,0.079623,0.043179,0.156932,0.020858,0.106699,0.044497,0.055903,0.073858,0.95,0.24359,0.006323,0.2191,0.14016,1,0.066409,0.364727,0.08673,0.273691,0.131943,0.580971,0.152743,0.380066,Operations
0.033693,0.027462,0.034538,0.025365,0.081081,0.090321,0.096998,0.245255,0.081079,0.356459,0.049395,0.032626,0.414865,0.053093,0.1289,0.04147,0.2859,0.15234,0.480663,0.10757,0.039642,0.143037,0.099274,0,0,0,0,0,0,0.25,0.178808,0.25,1,0.25,1,0.630952,0.579545,0.653846,0.698413,0.027326,0.173139,0.043936,0.826861,0.098251,0.547706,0.071045,0.452294,0.216911,0.047029,0.268677,0.061714,0.024251,0.00317,0.005156,0.105198,0.028628,0.091517,0.013177,0.096407,0.030407,0.127139,0.156407,0.423088,0.231442,0.026347,0.065763,0.28,0.269231,0.033321,0.7199,0.02672,0.118949,0.081949,0.652294,0.070252,0.256858,0.161975,0.554411,0.25646,0.509785,PM
0.127384,0.115218,0.038334,0.136709,0.201474,0.440109,0.345497,0.136863,0.356516,0.257076,0.214862,0.078895,0.267568,0.078024,0.0783,0.070093,0.1998,0.493924,0.320867,0.310757,0.031225,0.48406,0.139201,0,0,0,0,0,0,0.28125,0.039735,0.28125,1,0.28125,1,0.595238,0.568182,0.615385,0.571429,0.118897,0.293204,0.140803,0.706796,0.465744,0.505827,0.368912,0.494173,0.183818,0.038537,0.418084,0.042142,0.055216,0.003446,0.041814,0.227475,0.383968,0.459383,0.084671,0.16521,0.368944,0.347198,0.128102,0.443256,0.216189,0.099848,0.287839,0.28,0.217949,0.124586,0.7179,0.14048,0.166736,0.448251,0.763171,0.407632,0.322319,0.175167,0.460321,0.284559,0.46626,Research
0.020136,0.018584,0.043968,0.022411,0.214578,0.06892,0.04157,0.094905,0.073168,0.531177,0.033516,0.032041,0.676486,0.030009,0.0742,0.029761,0.2089,0.120387,0.49575,0.131474,0.069916,0.128775,0.22559,0.568966,0.402985,0.431034,0.7576,0.540541,0.6061,0.75,0.701987,0.6875,0.9167,0.71875,0.9583,0.928571,0.965909,0.961538,0.968254,0.027792,0.717961,0.009024,0.282039,0.083357,0.690459,0.039553,0.309541,0.219929,0.024243,0.288147,0.057527,0.093637,0.001556,0.005616,0.190223,0.035522,0.228792,0.016438,0.19975,0.060409,0.368437,0.021581,0.074243,0.036077,0.005347,0.051079,0.09,0.282051,0.018189,0.6526,0.00528,0.039098,0.054681,0.538985,0.058977,0.291147,0,0.41758,0.142906,0.868035,Research
0.003166,0.007846,0.164605,0.003565,0.207862,0.010497,0.016628,0.483017,0.009813,0.430517,0.004908,0.001609,0.196216,0.00831,0.4091,0.002602,0.3636,0.020927,0.5085,0.031873,0.121776,0.017617,0.008348,0.034483,0.140725,0.034483,1,0.054054,1,0.1875,1,0.09375,0.5,0.09375,0.5,0.77381,0.840909,0.884615,0.952381,0.004506,0.695631,0.001686,0.304369,0.011435,0.605062,0.00823,0.394938,0.181545,0.015816,0.166411,0.054494,0.022347,0.003042,0.001482,0.289975,0.003739,0.213368,0.003327,0.233458,0.004865,0.232153,0.004692,0.016123,0.007627,0.002009,0.00364,0.2,0.115385,0.003647,0.7558,0.00304,0.129706,0.010653,0.778246,0.003036,0.078554,0.093987,0.323836,0.078182,0.479692,GradStudent
0.021672,0.017551,0.035885,0.025416,0.236855,0.078105,0.04388,0.078921,0.077768,0.461162,0.037182,0.050914,1,0.036473,0.0568,0.063262,0.2795,0.144689,0.527199,0.139442,0.059462,0.16443,0.290381,0.431034,0.283582,0.431034,1,0.378378,0.56,0.53125,0.437086,0.53125,1,0.46875,0.8824,0.952381,0.943182,0.961538,0.920635,0.029812,0.714401,0.009823,0.285599,0.082925,0.518755,0.064998,0.481245,0.1821,0.05132,0.255031,0.038817,0.110173,0.001662,0.00668,0.21052,0.050012,0.31054,0.020352,0.230129,0.080884,0.438348,0.021996,0.079636,0.03787,0.011569,0.049824,0.19,0.217949,0.022187,0.7406,0.0088,0.060405,0.071149,0.656833,0.060278,0.254364,0.138333,0.659423,0.256541,0.88671,Research
0.04698,0.097254,0.120147,0.036775,0.092219,0.28193,0.208314,0.123377,0.2885,0.487551,0.112063,0,0,0,0,0,0,0.440819,0.449639,0.286853,0.032989,0.490772,0.268603,0,0,0,0,0,0,0,0,0,0,0,0,0.642857,0.795455,0.673077,0.857143,0.041192,0.237217,0.056333,0.762783,0.205102,0.11799,0.399311,0.88201,0.385188,0.022919,0.213228,0.025777,0.030523,0,0.011022,0.161757,0.41692,0.874036,0.025114,0.132196,0.643625,1,0.047095,0.283405,0.112529,0.02625,0.196913,0.2,0.24359,0.054903,0.8534,0.03072,0.098262,0.300137,0.810828,0.329575,0.430798,0.1762,0.333014,0.198782,0.201625,Operations
0.003096,0.00413,0.094182,0.006825,0.569206,0.016715,0.013395,0.21978,0.015394,0.403703,0.006572,0.001719,0.213784,0.005078,0.234,0.003903,0.5106,0.015302,0.246919,0.027888,0.151507,0.014262,0.092559,0.051724,0.215352,0.051724,1,0.081081,1,0.0625,0.225166,0.0625,1,0.0625,1,0.904762,0.954545,0.942308,0.952381,0.004428,0.700324,0.001627,0.299676,0.020515,0.730153,0.00907,0.269847,0.058989,0.002483,0.185667,0.055152,0.021168,0.001351,0.00119,0.2375,0.005842,0.172494,0.003653,0.261617,0.011758,0.311209,0.003311,0.018346,0.007225,0.001069,0.004706,0.11,0.038462,0.003265,0.6902,0.00016,0.007034,0.013487,0.5787,0.00954,0.178304,0.052352,0.278029,0.290025,0.680619,GradStudent
0.015363,0.054099,0.2218,0.025722,0.420311,0.158804,0.220785,0.344655,0.212205,0.823579,0.05482,0.000585,0.016081,0.006464,0.875,0.000976,0.375,0.021377,0.031449,0.055777,0.201195,0.025587,0.340109,0.189655,0.17484,0.189655,1,0.189189,0.6364,0.25,0.10596,0.25,1,0.21875,0.875,0.011905,0,0,0.126984,0.018237,0.530097,0.011539,0.469903,0.222398,0.909687,0.038126,0.090313,0.126095,0.003032,0.340531,1,0.050704,1,0.008601,0.379703,0.173171,0.610026,0.003392,0.053683,0.010339,0.00118,0.016333,0.169829,0.058582,0.013028,0.050452,0.3,0,0.014351,0.6709,0.01344,0.129293,0.057809,0.094018,0.076756,0.125935,0.10292,0.605032,0.153223,0.359891,Research
0.002861,0.010324,0.235517,0.006469,0.583456,0.046832,0.093303,0.555944,0.067403,0.925729,0.014714,0.000585,0.078108,0.00554,0.75,0.001138,0.4375,0.026103,0.154059,0.055777,0.162775,0.028523,0.243739,0.155172,0.692964,0.155172,1,0.135135,0.5556,0.25,0.337748,0.1875,0.75,0.21875,0.875,0.654762,0.25,0.884615,0.15873,0.004137,0.707929,0.001479,0.292071,0.069088,0.995994,0.005123,0.004006,0.067973,0.000934,0.19282,0.245853,0.020169,0.010064,0.001315,0.281436,0.065903,0.824679,0.002414,0.185324,0.008717,0.069027,0.008791,0.137419,0.044095,0.002301,0.018512,0.26,0.076923,0.002867,0.6498,0.00128,0.059785,0.011581,0,0.01431,0.054239,0.122433,0.883755,0.256082,0.376498,GradStudent
0.122294,0.042949,0,0.067081,0.004259,0.083917,0.072979,0.178821,0.089911,0.540966,0.112787,0.000878,0.003108,0.007849,0.7083,0.002114,0.5417,0.168542,0.572886,0.123506,0.041271,0.21099,0.402359,0,0,0,0,0,0,0,0,0,0,0,0,0.845238,0.931818,0.961538,0.968254,0.187823,0.879935,0.022959,0.120065,0.09532,0.603969,0.058952,0.396031,0.875865,0.013063,1,0,0.116135,0.000489,0.008392,0.047525,0.029563,0.116195,0.024331,0.049521,0.048044,0.232448,0.170574,0.117795,0.157659,0.263862,0.067395,0.78,0.320513,0.017281,0.1037,0.03712,0.045925,0.081656,0.719403,0.096271,0.418953,0.778503,0.420789,0.846013,0.340341,Operations
0.007881,0.009911,0.073729,0.009372,0.238493,0.030742,0.029099,0.231269,0.028764,0.406469,0.013964,0.00256,0.134189,0.012927,0.4,0.003578,0.3143,0.053105,0.478113,0.071713,0.094895,0.061242,0.304356,0.103448,0.181237,0.103448,1,0.054054,0.3333,0.3125,0.635762,0.21875,0.7,0.21875,0.7,0.892857,0.920455,0.865385,0.904762,0.008953,0.472168,0.006805,0.527832,0.030797,0.467771,0.028804,0.532229,0.27616,0.037658,0.354441,0.053784,0.065344,0.002231,0.00096,0.080693,0.009114,0.106427,0.002674,0.080732,0.017231,0.238643,0.036355,0.143739,0.06611,0.004051,0.021712,0.18,0.269231,0.008282,0.7376,0.00464,0.085023,0.026534,0.618253,0.031657,0.365337,0.252772,0.655409,0.285192,0.780039,Research
0.013135,0.012595,0.04899,0.016656,0.270106,0.030867,0.030485,0.243756,0.028887,0.406682,0.017862,0.001134,0.036351,0.006002,0.4194,0.002602,0.5161,0.047255,0.423714,0.067729,0.102362,0.042366,0.058621,0.241379,0.257996,0.241379,1,0.189189,0.5,0.28125,0.569536,0.28125,1,0.28125,1,0.809524,0.954545,0.884615,0.936508,0.019344,0.799353,0.004231,0.200647,0.03882,0.752731,0.015116,0.247269,0.154904,0.005153,0.438642,0.019439,0.17062,0.001123,0.006743,0.346658,0.018579,0.303599,0.016569,0.30559,0.032029,0.442773,0.014666,0.034775,0.020107,0.001847,0.015562,0.05,0.153846,0.008139,0.4432,0.00464,0.052131,0.033034,0.82023,0.01431,0.125935,0.060773,0.10119,0.097026,0.361464,GradStudent
0.011669,0.020029,0.100919,0.011511,0.166749,0.026306,0.025404,0.243756,0.027108,0.504788,0.015525,0,0,0,0,0,0,0,0,0,0.660603,0.000419,0.546279,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.829545,0.980769,0.984127,0.012604,0.425405,0.010799,0.574595,0.023734,0.362709,0.029224,0.637291,0.281138,0.047947,0.280177,0.040849,0.026131,0.001437,0.001587,0.09146,0.015541,0.301799,0.003783,0.078236,0.027164,0.441593,0.015002,0.034302,0.020223,0.007648,0.024912,0.23,0.410256,0.008585,0.5243,0.01248,0.157013,0.026192,0.748906,0.0451,0.651496,0.06254,0.192827,0.063202,0.152571,Operations
0.083453,0.092092,0.052541,0.074568,0.133825,0.226412,0.187067,0.153846,0.204845,0.360289,0.12356,0.127762,0.66027,0.129271,0.0802,0.12441,0.219,0.335509,0.425202,0.318725,0.056204,0.322148,0.119964,0,0,0,0,0,0,0.5,0.145695,0.4375,0.875,0.46875,0.9375,0.72619,0.772727,0.769231,0.825397,0.071742,0.221197,0.101808,0.778803,0.18329,0.215768,0.28821,0.784232,0.347671,0.057313,0.30882,0.047542,0.104669,0.001629,0.024153,0.200248,0.232765,0.566838,0.059817,0.177972,0.347659,0.662242,0.084814,0.230517,0.12568,0.109602,0.192897,0.47,0.346154,0.067008,0.5885,0.07232,0.130741,0.234656,0.782136,0.273634,0.448254,0.294701,0.459976,0.706668,0.329924,Research
0.004726,0.010531,0.143172,0.005705,0.240295,0.015215,0.025404,0.487013,0.017725,0.640775,0.007357,0.000037,0.003108,0.000462,1,0.000163,1,0.026553,0.462813,0.031873,0.093131,0.033977,0.419782,0,0,0,0,0,0,0,0,0,0,0,0,0.77381,0.829545,0.923077,0.793651,0.006351,0.647411,0.002811,0.352589,0.018593,0.726875,0.008398,0.273125,0.115844,0.032109,0.246279,0.088281,0.033055,0.010623,0.000668,0.090842,0.015892,0.602571,0.0015,0.073242,0.023921,0.663717,0.006432,0.021216,0.010311,0.003954,0.010166,0.28,0.269231,0.00481,0.6927,0.00128,0.037857,0.013243,0.640136,0.020382,0.485661,0.211431,0.72262,0.327068,0.851447,GradStudent
0.000504,0.00351,0.393631,0.000866,0.292711,0.005999,0.0097,0.536963,0.005704,0.466269,0.001708,0,0,0,0,0,0,0.00135,0.074373,0.011952,0.660603,0.002936,0.818512,0,0,0,0,0,0,0,0,0,0,0,0,0.797619,0.829545,0.769231,0.746032,0.000466,0.190939,0.001124,0.809061,0.003844,0.240168,0.009405,0.759832,0.276143,0.053715,0.064439,0.077364,0.004162,0.003807,0.000084,0.065099,0.002103,0.273008,0.000196,0.054793,0.004662,0.371681,0.000736,0.008901,0.002726,0.000292,0.002447,0.12,0.192308,0.00086,0.7105,0.0008,0.136119,0.005229,0.677095,0.001735,0.102868,0.130217,0.445486,0.014582,0.286287,GradStudent
0.087698,0.07516,0.035517,0.096012,0.2095,0.482504,0.208314,0.017483,0.383625,0.24069,0.19738,0.003328,0.016351,0.012465,0.2967,0.005204,0.3516,0.90414,0.541861,0.250996,0.003801,0.880034,0.132668,0.258621,0.042644,0.258621,1,0.297297,0.7333,0.21875,0.033113,0.21875,1,0.21875,1,0.845238,0.875,0.923077,0.920635,0.072616,0.190453,0.111187,0.809547,0.308206,0.011107,0.75823,0.988893,0.323805,0.053358,0.354177,0.057771,0.085625,0.002144,0.020437,0.161262,0.362,0.375578,0.05623,0.159245,0.547132,0.480826,0.093964,0.5179,0.21167,0.180348,0.528928,0.74,0.5,0.093065,0.7779,0.08784,0.151221,0.499805,0.781002,0.625325,0.488155,0.168933,0.32279,0.341988,0.381109,Director
0.003894,0.015693,0.25989,0.009678,0.676658,0.02012,0.058199,0.851648,0.026066,0.769738,0.008099,0.000622,0.062973,0.004155,0.5294,0.001464,0.5294,0.030603,0.412027,0.035857,0.088515,0.033557,0.248094,0.172414,0.584222,0.172414,1,0.189189,0.7,0.1875,0.562914,0.1875,1,0.1875,1,0.392857,0.465909,0.653846,0.714286,0.005399,0.676375,0.00216,0.323625,0.028106,0.909323,0.004955,0.090677,0.0614,0.002005,0.158987,0.121055,0.028135,0.004665,0.001921,0.312005,0.008997,0.222108,0.002087,0.121653,0.005271,0.123894,0.008525,0.044471,0.018265,0.002236,0.013993,0.19,0.269231,0.00301,0.5178,0.00384,0.136119,0.010262,0.292592,0.004337,0.029925,0.091779,0.597598,0.169118,0.450663,GradStudent
0.123115,0.095602,0.029516,0.083737,0.053726,0.212634,0.142725,0.102398,0.186323,0.329857,0.148925,0.218069,0.765,0.157433,0.0572,0.144251,0.1488,0.558506,0.759881,0.282869,0.021721,0.574245,0.186025,0,0,0,0,0,0,0.3125,0.099338,0.3125,1,0.25,0.8,0.654762,0.761364,0.769231,0.873016,0.07786,0,0.19255,1,0.17666,0.241078,0.262765,0.758922,0.456925,0.024028,0.362824,0.047426,0.097533,0.002071,0.021356,0.120173,0.132157,0.289974,0.04788,0.096685,0.17089,0.332448,0.161006,0.278806,0.195032,0.173672,0.205635,0.51,0.410256,0.105536,0.6292,0.2112,0.259206,0.216869,0.765116,0.224631,0.380299,0.238473,0.482735,0.381992,0.429467,PM
0.051718,0.037993,0.027802,0.054806,0.195905,0.162928,0.090069,0.064935,0.144189,0.340072,0.082695,0.000695,0.005811,0.006925,0.7895,0.001301,0.4211,0.399865,0.70782,0.179283,0.017649,0.388842,0.13176,0.758621,0.211087,0.758621,1,0.837838,0.7045,0.4375,0.178808,0.40625,0.9286,0.375,0.8571,0.880952,0.852273,0.846154,0.809524,0.059584,0.504369,0.040267,0.495631,0.165225,0.457575,0.149143,0.542425,0.220883,0.023237,0.165427,0.041598,0.022917,0.001602,0.021836,0.291337,0.117083,0.357326,0.06184,0.296019,0.173323,0.449853,0.07253,0.229221,0.11629,0.031306,0.116905,0.22,0.25641,0.056113,0.7929,0.01696,0.049441,0.161845,0.738369,0.129662,0.264339,0.177681,0.42862,0.488303,0.59555,Research
0.011317,0.027669,0.150153,0.027148,0.681736,0.092008,0.136721,0.381618,0.092794,0.474143,0.033404,0.010644,0.394054,0.028163,0.2096,0.033989,0.7182,0.093384,0.286655,0.099602,0.069237,0.100252,0.229038,0.224138,0.277186,0.224138,1,0.324324,0.9231,0.34375,0.245033,0.34375,1,0.3125,0.9091,0.559524,0.352273,0.826923,0.380952,0.018314,0.933495,0.001213,0.066505,0.124916,0.860342,0.028972,0.139658,0.026936,0.004713,0.217388,0.184046,0.037352,0.010175,0.006931,0.411757,0.117901,0.74036,0.012459,0.265501,0.052909,0.233038,0.0166,0.135273,0.049247,0.005769,0.029556,0.18,0.012821,0.009238,0.5812,0.00176,0.022755,0.047987,0.260658,0.01778,0,0.094901,0.626838,0.233142,0.423893,GradStudent
