@relation trai_unnorm_email_features_60_20_20

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Research,Director,PM,Operations,Outreach}

@data
1317,155,0.1177,568,0.4313,1401,156,0.1113,870,0.621,2718,290,0.2202,75,0.2586,134,0.4621,366,0.2612,26,0.071,228,0.623,3,0.0023,3,1,3,1,8,0.0057,8,1,8,1,71,86,92,91,994,0.7547,323,0.2453,1046,0.7466,355,0.2534,1.5103,2.5149,233.774487,546.719486,95440.308294,441159.963425,246,0.1868,282,0.2013,189,0.1435,233,0.1663,2.0082,2.1363,4.1446,259,524,0.2,0.37,974,0.7396,45,0.0342,641,0.4575,82,0.0585,22.345482,36.391149,183.650574,970.527945,0.009448,0.007633,30.807692,41.942308,0.618462,0.63102,0.601563,0.708333,0.337662,0.611765,136.227149,0.038634,38163368541.273336,2.850353276180136E16,0.372805,0.007742,0.009443,0.290424,0.234993,2,0.011325,0.011011,0.003161,0.003161,0.003287,0.003287,1.641026,2,1.395349,2,20,149,Research
89,21,0.236,51,0.573,231,37,0.1602,144,0.6234,320,0,0,0,0,0,0,27,0.1169,8,0.2963,13,0.4815,4,0.0449,4,1,3,0.75,1,0.0043,1,1,1,1,93,90,96,95,78,0.8764,11,0.1236,154,0.6667,77,0.3333,1.2027,2.1739,267.921348,581.549784,371635.645499,219460.360076,16,0.1798,25,0.1082,15,0.1685,23,0.0996,0.1611,0.418,0.5791,14,56,0.16,0.24,75,0.8427,3,0.0337,107,0.4632,12,0.0519,18.876404,34.034632,178.737533,1044.232567,0.000076,0,50.25,51.315789,1,0.955882,0.484277,0.555556,0.051948,0.223529,64.072114,0.001602,1829713298.506027,4.979604087172059E15,0.021696,0,0.000076,1.116505,0.539108,3,0.002754,0.00288,0.000286,0.000286,0.000482,0.000482,2.038462,3,1.77907,2,1,4,GradStudent
41,19,0.4634,23,0.561,196,29,0.148,141,0.7194,237,0,0,0,0,0,0,16,0.0816,4,0.25,15,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,85,91,93,92,30,0.7317,11,0.2683,130,0.6633,66,0.3367,1.5185,3.2593,123.414634,511.377551,15039.413444,308207.663578,2,0.0488,36,0.1837,1,0.0244,33,0.1684,0.0714,0.3413,0.4127,3,66,0.07,0.34,23,0.561,0,0,89,0.4541,7,0.0357,19.585366,39.77551,123.559786,1328.010829,0.000385,0.000151,38.857143,51.578947,0.904762,0.853801,0.52027,0.555556,0.090909,0.223529,76.529221,0.005516,3711026348.127597,5.103993473666562E15,0.044155,0.000151,0.000385,0.318118,0.364055,3,0.003218,0.003273,0.000855,0.000855,0.001037,0.001037,1.897436,3,1.77907,3,2,11,GradStudent
121,29,0.2397,38,0.314,229,37,0.1616,182,0.7948,350,0,0,0,0,0,0,53,0.2314,6,0.1132,40,0.7547,0,0,0,0,0,0,0,0,0,0,0,0,81,82,94,86,56,0.4628,65,0.5372,176,0.7686,53,0.2314,2.5208,2.435,234.661157,753.882096,53067.414111,1111972.959898,24,0.1983,86,0.3755,19,0.157,71,0.31,0.1943,0.3677,0.562,40,110,0.33,0.48,89,0.7355,0,0,98,0.4279,17,0.0742,31.826446,45.585153,270.556656,1092.321352,0.000542,0,58.25,44.952381,1,0.836257,0.503268,0.555556,0.051948,0.247059,78.581806,0.001501,2260745038.208193,4.782285186211744E15,0.027022,0,0.000542,0.340426,0.455762,3,0.002894,0.003228,0.002417,0.002417,0.002578,0.002578,1.961538,3,1.77907,3,1,15,GradStudent
2890,213,0.0737,737,0.255,5503,199,0.0362,3372,0.6128,8393,181,0.0626,34,0.1878,82,0.453,1683,0.3058,33,0.0196,1135,0.6744,0,0,0,0,0,0,2,0.0004,2,1,2,1,91,72,99,99,2295,0.7941,595,0.2059,3216,0.5844,2287,0.4156,2.6859,1.9131,439.876817,451.715428,209709.946072,250360.710587,297,0.1028,884,0.1606,271,0.0938,660,0.1199,4.3354,8.2553,12.5908,1256,2169,0.43,0.39,1059,0.3664,488,0.1689,2867,0.521,431,0.0783,25.550865,32.642195,282.681323,518.80474,0.009981,0.008955,29.833333,41.156863,0.627451,0.615646,0.641667,0.702479,0.467532,0.6,150.071926,0.093951,76562091192.73456,2.685205157827436E16,0.59314,0.008955,0.009975,0.309488,0.27494,2,0.028085,0.026436,0.041543,0.041543,0.041512,0.041512,1.538462,2,1.406977,2,34,70,Director
45,13,0.2889,21,0.4667,36,7,0.1944,26,0.7222,81,0,0,0,0,0,0,2,0.0556,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,91,94,100,100,32,0.7111,13,0.2889,33,0.9167,3,0.0833,1.3636,1.4722,513.844444,563.111111,853104.398025,1234349.820988,26,0.5778,13,0.3611,24,0.5333,12,0.3333,0.0703,0.0562,0.1265,10,27,0.22,0.75,25,0.5556,0,0,28,0.7778,1,0.0278,24.244444,27.527778,99.162469,227.138117,0,0,57.5,66,1,1,0.469512,0.524691,0.025974,0.105882,21.768007,0.000106,562005881.869141,1.7231682030033928E15,0.006759,0,0,0.396552,0.542914,3,0.002066,0.001993,0.000431,0.000431,0.00049,0.00049,2.102564,3,1.883721,3,1,1,GradStudent
4451,359,0.0807,1448,0.3253,5247,475,0.0905,3049,0.5811,9698,2714,0.6098,296,0.1091,1080,0.3979,920,0.1753,59,0.0641,595,0.6467,16,0.0036,16,1,13,0.8125,9,0.0017,9,1,9,1,77,62,95,87,3814,0.8569,637,0.1431,3673,0.7,1574,0.3,1.9686,1.5826,570.963828,598.899752,412740.55879,783854.525113,107,0.024,694,0.1323,97,0.0218,310,0.0591,9.5351,11.2404,20.7755,2276,2673,0.51,0.51,1734,0.3896,170,0.0382,2616,0.4986,374,0.0713,39.416311,36.662283,771.772989,693.963325,0.045601,0.079431,22.22807,35.22973,0.333333,0.439358,0.777778,0.867347,0.74026,0.870588,149.808612,0.121227,114114219460.9932,4.2955133107135168E16,0.762799,0.079389,0.045575,0.244489,0.189318,2,0.02982,0.027558,0.018917,0.018917,0.018903,0.018903,1.269231,2,1.139535,2,81,261,Operations
767,82,0.1069,205,0.2673,554,61,0.1101,377,0.6805,1321,19,0.0248,10,0.5263,11,0.5789,150,0.2708,17,0.1133,97,0.6467,1,0.0013,1,1,1,1,2,0.0036,1,0.5,2,1,76,86,89,94,425,0.5541,342,0.4459,392,0.7076,162,0.2924,2.4196,2.4901,697.294654,549.445848,694357.091797,377638.358981,44,0.0574,58,0.1047,36,0.0469,38,0.0686,1.1685,0.844,2.0125,85,204,0.11,0.37,591,0.7705,20,0.0261,296,0.5343,33,0.0596,28.36897,38.028881,185.53922,718.742848,0.004361,0.010225,30,44.6,0.596838,0.699858,0.587786,0.643939,0.324675,0.470588,123.425407,0.052408,32504693429.113476,1.8273777407905484E16,0.321128,0.010259,0.004368,0.254052,0.254377,2,0.007955,0.00698,0.002519,0.002519,0.002425,0.002425,1.679487,2,1.534884,2,22,58,Research
1406,161,0.1145,478,0.34,2240,179,0.0799,1148,0.5125,3646,477,0.3393,98,0.2055,178,0.3732,920,0.4107,30,0.0326,589,0.6402,0,0,0,0,0,0,11,0.0049,8,0.7273,10,0.9091,80,80,88,90,782,0.5562,624,0.4438,1216,0.5429,1024,0.4571,1.7531,2.0956,347.847795,549.004018,196478.814672,460035.204895,198,0.1408,437,0.1951,170,0.1209,364,0.1625,4.5768,7.2917,11.8685,308,815,0.22,0.36,1032,0.734,111,0.0789,1544,0.6893,193,0.0862,26.71835,35.854464,576.311854,877.090426,0.000469,0.000265,35.916667,50.741935,0.939394,0.916256,0.583333,0.602837,0.311688,0.364706,142.051239,0.032646,46033705317.823376,1.3943947884846428E16,0.408196,0.000265,0.000469,0.425068,0.397419,2,0.011727,0.011199,0.018336,0.018336,0.018336,0.018336,1.692308,2,1.639535,2,10,15,Director
169,27,0.1598,78,0.4615,211,30,0.1422,138,0.654,380,29,0.1716,13,0.4483,18,0.6207,62,0.2938,10,0.1613,40,0.6452,3,0.0178,3,1,2,0.6667,1,0.0047,1,1,1,1,98,96,100,100,143,0.8462,26,0.1538,176,0.8341,35,0.1659,1.352,1.8291,261.60355,710.393365,85453.943419,619089.887918,32,0.1893,44,0.2085,32,0.1893,42,0.1991,0.4422,0.5521,0.9942,9,78,0.05,0.37,121,0.716,3,0.0178,107,0.5071,4,0.019,21.869822,35.49763,309.805539,959.482222,0.000277,0.000231,40,49.32,0.866667,0.909091,0.527397,0.574324,0.12987,0.294118,85.189462,0.006308,8020961443.509802,8.555800816661786E15,0.092327,0.000231,0.000277,0.401908,0.392695,3,0.003524,0.003375,0.000532,0.000532,0.000435,0.000435,1.871795,3,1.72093,3,4,17,GradStudent
599,147,0.2454,279,0.4658,927,234,0.2524,685,0.7389,1526,56,0.0935,38,0.6786,39,0.6964,88,0.0949,16,0.1818,63,0.7159,4,0.0067,4,1,4,1,5,0.0054,5,1,3,0.6,28,42,91,72,505,0.8431,94,0.1569,816,0.8803,111,0.1197,1.6826,1.11,504.220367,845.331176,182506.185161,1139298.189136,445,0.7429,313,0.3376,66,0.1102,105,0.1133,1.0432,1.6144,2.6576,184,225,0.31,0.24,234,0.3907,30,0.0501,292,0.315,24,0.0259,22.285476,36.370011,153.90014,651.365789,0.001694,0.000034,45.25,44.483871,0.964286,0.775862,0.52027,0.598592,0.103896,0.364706,92.893683,0.00738,6020313150.912282,1.1075696275221918E16,0.070313,0.000034,0.001694,0.495321,0.33316,3,0.004061,0.004211,0.000576,0.000576,0.000561,0.000561,1.897436,3,1.651163,3,2,36,GradStudent
93,21,0.2258,46,0.4946,186,27,0.1452,151,0.8118,279,1,0.0108,1,1,1,1,47,0.2527,8,0.1702,40,0.8511,0,0,0,0,0,0,0,0,0,0,0,0,86,85,87,89,49,0.5269,44,0.4731,149,0.8011,37,0.1989,1.5246,2.0617,173.247312,787.38172,40313.863568,658282.558591,21,0.2258,44,0.2366,17,0.1828,39,0.2097,0.1492,0.2984,0.4475,34,81,0.37,0.44,69,0.7419,1,0.0108,67,0.3602,9,0.0484,33.55914,49.236559,469.429298,1110.771997,0.000098,0,49.8,53.1875,1,0.95,0.506579,0.544872,0.064935,0.188235,72.41341,0.002364,2768609829.428926,3.8809260932932055E15,0.032983,0,0.000098,0.475645,0.454583,3,0.002854,0.002911,0.001406,0.001406,0.001431,0.001431,1.948718,3,1.813953,3,1,4,GradStudent
666,94,0.1411,256,0.3844,1362,124,0.091,845,0.6204,2028,0,0,0,0,0,0,405,0.2974,33,0.0815,267,0.6593,2,0.003,2,1,2,1,5,0.0037,4,0.8,4,0.8,86,83,94,95,381,0.5721,285,0.4279,857,0.6292,505,0.3708,1.9704,2.3554,933.367868,566.960352,3236609.466775,539390.776695,109,0.1637,205,0.1505,100,0.1502,162,0.1189,1.3183,2.696,4.0143,244,802,0.37,0.59,458,0.6877,43,0.0646,724,0.5316,110,0.0808,30.277778,39.11674,620.711128,1027.741878,0.002412,0.000035,37.45,46.926829,0.986928,0.796221,0.566176,0.648855,0.25974,0.482353,133.632541,0.036503,33429909236.852208,2.1806920767871624E16,0.315989,0.000035,0.002412,0.451947,0.324656,2,0.008027,0.008394,0.006638,0.006638,0.006727,0.006727,1.74359,2,1.523256,2,2,49,Research
