@relation trai_unnorm_email_features_60_20_20

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Research,Director,PM,Operations,Outreach}

@data
186,70,0.3763,111,0.5968,599,181,0.3022,484,0.808,785,36,0.1935,23,0.6389,23,0.6389,16,0.0267,6,0.375,12,0.75,0,0,0,0,0,0,1,0.0017,1,1,1,1,18,16,83,52,168,0.9032,18,0.0968,574,0.9583,25,0.0417,1.1138,2.9249,228.704301,1048.263773,67594.778154,1592226.618237,56,0.3011,191,0.3189,9,0.0484,9,0.015,1.0265,3.3057,4.3322,64,116,0.34,0.19,118,0.6344,13,0.0699,125,0.2087,18,0.0301,22.806452,38.881469,183.629206,518.19797,0.000018,0,56.25,59.285714,1,0.978022,0.487342,0.544872,0.051948,0.164706,51.417546,0.000975,2174474936.26476,3.628404751797112E15,0.025762,0,0.000018,0.715385,0.481173,3,0.002505,0.002444,0.000216,0.000216,0.000282,0.000282,2.025641,3,1.813953,2,1,2,GradStudent
15,10,0.6667,7,0.4667,175,27,0.1543,139,0.7943,190,0,0,0,0,0,0,23,0.1314,6,0.2609,18,0.7826,0,0,0,0,0,0,2,0.0114,1,0.5,2,1,87,87,100,99,7,0.4667,8,0.5333,147,0.84,28,0.16,2.1429,13.2364,65.533333,821.262857,5883.048889,523133.793763,2,0.1333,20,0.1143,2,0.1333,16,0.0914,0.0284,0.3314,0.3598,0,114,0,0.65,15,1,0,0,49,0.28,35,0.2,39.4,45.405714,649.306667,881.532539,0.000064,0,48.6,55.066667,1,0.961905,0.506579,0.541401,0.064935,0.176471,72.604428,0.001945,2920800455.342493,3.639481839775673E15,0.034199,0,0.000064,0.659004,0.50803,3,0.002838,0.002774,0.000884,0.000884,0.001004,0.001004,1.948718,3,1.825581,3,1,2,Research
422,118,0.2796,209,0.4953,869,154,0.1772,520,0.5984,1291,13,0.0308,9,0.6923,7,0.5385,233,0.2681,28,0.1202,156,0.6695,7,0.0166,7,1,5,0.7143,6,0.0069,6,1,5,0.8333,64,73,74,84,310,0.7346,112,0.2654,590,0.6789,279,0.3211,1.4704,3.2089,392.630332,530.322209,379773.602682,377457.302395,11,0.0261,69,0.0794,10,0.0237,56,0.0644,4.7846,9.8526,14.6372,166,368,0.39,0.42,265,0.628,33,0.0782,459,0.5282,69,0.0794,28.594787,35.539701,459.890305,763.668447,0.003187,0.000321,40.157895,48.351351,0.912281,0.826891,0.57037,0.62963,0.246753,0.435294,122.831207,0.007927,33592426843.400816,1.839084052637796E16,0.32805,0.000321,0.003184,0.308856,0.332713,2,0.005678,0.006373,0.003718,0.003718,0.003767,0.003767,1.730769,2,1.569767,2,9,30,Director
130,19,0.1462,90,0.6923,228,27,0.1184,178,0.7807,358,2,0.0154,2,1,2,1,107,0.4693,11,0.1028,83,0.7757,2,0.0154,2,1,2,1,5,0.0219,5,1,5,1,91,93,99,98,123,0.9462,7,0.0538,207,0.9079,21,0.0921,1.1304,3.467,250.584615,478.951754,55768.073609,292082.221357,97,0.7462,53,0.2325,92,0.7077,45,0.1974,0.3318,0.5819,0.9137,29,71,0.22,0.31,81,0.6231,3,0.0231,93,0.4079,11,0.0482,18.046154,33.118421,146.490178,907.350012,0.000219,0,48,52.052632,1,0.912281,0.484277,0.559211,0.051948,0.223529,81.989558,0.002364,1704029772.299676,5.408194260531282E15,0.020247,0,0.000219,1.446809,0.491368,3,0.003257,0.003426,0.000423,0.000423,0.000581,0.000581,2.038462,3,1.767442,3,1,9,GradStudent
12329,429,0.0348,3235,0.2624,12220,704,0.0576,6233,0.5101,24549,3107,0.252,219,0.0705,1004,0.3231,1092,0.0894,62,0.0568,755,0.6914,4,0.0003,4,1,1,0.25,23,0.0019,20,0.8696,21,0.913,67,51,88,84,7676,0.6226,4653,0.3774,9141,0.748,3079,0.252,1.9174,1.8435,655.506124,652.369067,248119.362786,952139.142022,1001,0.0812,1982,0.1622,744,0.0603,854,0.0699,18.7656,18.5997,37.3653,7289,4776,0.59,0.39,6148,0.4987,993,0.0805,6295,0.5151,708,0.0579,41.023035,33.676268,1111.844388,934.091925,0.075491,0.0684,23,35.183099,0.357039,0.44075,0.762376,0.841584,0.714286,0.835294,152.358473,0.281839,112306197834.59216,3.9059965936133768E16,0.753295,0.068254,0.075299,0.225738,0.20596,2,0.050324,0.050556,0.037819,0.037819,0.037811,0.037811,1.294872,2,1.174419,2,71,251,PM
2050,282,0.1376,877,0.4278,2881,545,0.1892,1900,0.6595,4931,220,0.1073,58,0.2636,100,0.4545,95,0.033,22,0.2316,65,0.6842,5,0.0024,5,1,5,1,4,0.0014,3,0.75,4,1,21,19,74,57,1707,0.8327,343,0.1673,2608,0.9052,273,0.0948,1.3166,1.3459,251.750732,817.41791,88606.220304,3305916.311293,327,0.1595,668,0.2319,61,0.0298,46,0.016,3.2571,4.5774,7.8344,711,601,0.35,0.21,1248,0.6088,70,0.0341,1021,0.3544,129,0.0448,18.049268,34.16522,191.239036,692.049759,0.003218,0.001322,36.461538,46.8,0.8,0.751894,0.534722,0.620438,0.168831,0.411765,112.235573,0.062856,11824588758.728314,1.513948328911931E16,0.127815,0.001333,0.003233,0.429734,0.281946,3,0.005385,0.005892,0.00175,0.00175,0.002011,0.002011,1.846154,3,1.593023,2,3,31,GradStudent
384,60,0.1563,144,0.375,528,49,0.0928,335,0.6345,912,5,0.013,3,0.6,4,0.8,160,0.303,15,0.0938,101,0.6313,2,0.0052,2,1,2,1,1,0.0019,1,1,1,1,71,82,91,91,283,0.737,101,0.263,401,0.7595,127,0.2405,1.561,2.1357,355.833333,555.452652,229981.404514,339386.274273,79,0.2057,63,0.1193,54,0.1406,49,0.0928,0.5861,0.8059,1.3919,58,189,0.15,0.36,307,0.7995,5,0.013,252,0.4773,30,0.0568,21.755208,35.462121,297.851535,862.714474,0.010012,0.000269,42.25,44.392857,0.857143,0.674603,0.503268,0.598592,0.103896,0.329412,106.062704,0.008865,5512943622.236244,8.712352774138558E15,0.064352,0.000269,0.010261,0.456891,0.475293,3,0.004671,0.006235,0.000804,0.000804,0.000932,0.000932,1.961538,3,1.651163,2,2,20,GradStudent
87,22,0.2529,30,0.3448,181,31,0.1713,133,0.7348,268,0,0,0,0,0,0,61,0.337,3,0.0492,39,0.6393,0,0,0,0,0,0,0,0,0,0,0,0,83,85,100,91,60,0.6897,27,0.3103,157,0.8674,24,0.1326,1.5536,2.208,211.873563,785.480663,22915.696657,674935.597692,13,0.1494,54,0.2983,8,0.092,42,0.232,0.1363,0.2835,0.4198,42,73,0.48,0.4,62,0.7126,1,0.0115,82,0.453,9,0.0497,29.689655,44.171271,278.0761,1205.180611,0.000235,0,59.75,48.857143,1,0.912281,0.509934,0.555556,0.051948,0.247059,77.088728,0.001815,2318908305.230634,5.656054518374885E15,0.027846,0,0.000235,0.306167,0.473007,3,0.002901,0.002835,0.001935,0.001935,0.001824,0.001824,1.935897,3,1.77907,3,1,9,GradStudent
3076,572,0.186,1502,0.4883,3019,554,0.1835,2196,0.7274,6095,28,0.0091,22,0.7857,20,0.7143,141,0.0467,25,0.1773,106,0.7518,9,0.0029,9,1,8,0.8889,3,0.001,3,1,3,1,16,19,77,37,2758,0.8966,318,0.1034,2854,0.9453,165,0.0547,1.2919,1.1665,454.696034,1278.576681,1208173.522364,2596514.053991,2499,0.8124,1346,0.4458,201,0.0653,134,0.0444,5.4423,5.3415,10.7838,731,671,0.24,0.22,1678,0.5455,160,0.052,576,0.1908,60,0.0199,21.440832,42.541239,226.643118,576.481489,0.003879,0.000631,33.6,45.736842,0.833333,0.769841,0.538462,0.634328,0.194805,0.447059,114.058367,0.047894,13386436218.624788,1.761724084327279E16,0.144369,0.000664,0.003879,0.451872,0.326752,3,0.006224,0.006725,0.001279,0.001279,0.001374,0.001374,1.833333,3,1.55814,2,7,66,GradStudent
13505,1187,0.0879,4001,0.2963,10382,884,0.0851,4400,0.4238,23887,6635,0.4913,726,0.1094,2053,0.3094,1940,0.1869,94,0.0485,1218,0.6278,0,0,0,0,0,0,5,0.0005,5,1,5,1,54,53,76,76,8305,0.615,5200,0.385,6937,0.6682,3445,0.3318,1.5879,1.6929,468.706849,491.244173,221874.680668,1399363.142749,1180,0.0874,918,0.0884,754,0.0558,538,0.0518,20.2961,15.6026,35.8987,4556,3951,0.34,0.38,10177,0.7536,1169,0.0866,7600,0.732,894,0.0861,31.760015,32.064053,577.126487,524.784474,0.010398,0.009867,29.235294,40.96,0.631048,0.620567,0.631148,0.696721,0.441558,0.588235,151.211053,0.090786,66013942796.39156,2.533163595526472E16,0.538184,0.009865,0.010408,0.405818,0.293831,2,0.035944,0.035373,0.052447,0.052447,0.052495,0.052495,1.564103,2,1.418605,2,32,79,Director
